"filename";"fold";"specific_epithet"
"HSTM002574";56;"Piper+peltatum"
"HSTM002652";67;"Piper+tuberculatum"
"HSTM003020";35;"Piper+durilignum"
"HSTM004993";42;"Piper+hispidum"
"HSTM007405";35;"Piper+durilignum"
"HSTM007418";48;"Piper+marginatum"
"HSTM007419";35;"Piper+durilignum"
"HSTM008016_1";43;"Piper+hostmannianum"
"HSTM008017";24;"Piper+callosum"
"HSTM008224";42;"Piper+hispidum"
"HSTM008454_1";43;"Piper+hostmannianum"
"HSTM008572_1";43;"Piper+hostmannianum"
"HSTM009046";56;"Piper+peltatum"
"HSTM009447";42;"Piper+hispidum"
"HSTM010632";56;"Piper+peltatum"
"HSTM012138";35;"Piper+durilignum"
"HSTM012463";42;"Piper+hispidum"
"HSTM013393";59;"Piper+plurinervosum"
"HUEFS0045795";32;"Piper+dilatatum"
"HUEFS0147967";5;"Peperomia+magnoliifolia"
"HUEFS0147970";26;"Piper+cernuum"
"HUEFS0200017_e1";18;"Piper+arboreum"
"HUFU00019912";67;"Piper+tuberculatum"
"IAN000048_e1";67;"Piper+tuberculatum"
"IAN010451_e1";63;"Piper+reticulatum"
"IAN011264_e1";25;"Piper+carniconnectivum"
"IAN011429";7;"Peperomia+pellucida"
"IAN011837";64;"Piper+schwackei"
"IAN011975_e1";3;"Peperomia+macrostachya"
"IAN012173_e1";18;"Piper+arboreum"
"IAN013002_e1";18;"Piper+arboreum"
"IAN013156_e1";25;"Piper+carniconnectivum"
"IAN013188";30;"Piper+cyrtopodon"
"IAN013434_e1";54;"Piper+ottonoides"
"IAN017027_1";42;"Piper+hispidum"
"IAN017028_1";25;"Piper+carniconnectivum"
"IAN017057_1";3;"Peperomia+macrostachya"
"IAN017523_1";7;"Peperomia+pellucida"
"IAN017639_1";10;"Peperomia+rotundifolia"
"IAN017768_1";42;"Piper+hispidum"
"IAN017772_1";43;"Piper+hostmannianum"
"IAN017791_1";11;"Peperomia+serpens"
"IAN017809";30;"Piper+cyrtopodon"
"IAN017947_1";18;"Piper+arboreum"
"IAN017962_1";7;"Peperomia+pellucida"
"IAN018015_1";10;"Peperomia+rotundifolia"
"IAN018067_1";36;"Piper+enckea"
"IAN020049_1";21;"Piper+bartlingianum"
"IAN020050_1";30;"Piper+cyrtopodon"
"IAN028521_1";18;"Piper+arboreum"
"IAN029430_1";32;"Piper+dilatatum"
"IAN029431_1";32;"Piper+dilatatum"
"IAN029605_1";20;"Piper+baccans"
"IAN029622";22;"Piper+belterraense"
"IAN029683_1";21;"Piper+bartlingianum"
"IAN030241";5;"Peperomia+magnoliifolia"
"IAN030400";38;"Piper+froesii"
"IAN032785_1";3;"Peperomia+macrostachya"
"IAN032832_1";3;"Peperomia+macrostachya"
"IAN033182_1";13;"Piper+aduncum"
"IAN033567_e1";20;"Piper+baccans"
"IAN036893";2;"Peperomia+glabella"
"IAN064044_e1";22;"Piper+belterraense"
"IAN064046";18;"Piper+arboreum"
"IAN064664";5;"Peperomia+magnoliifolia"
"INPA0000047";43;"Piper+hostmannianum"
"INPA0000055";18;"Piper+arboreum"
"INPA0000076_e1";30;"Piper+cyrtopodon"
"INPA0000144";56;"Piper+peltatum"
"INPA0000157";30;"Piper+cyrtopodon"
"INPA0000990";62;"Piper+renitens"
"INPA0001075_1";59;"Piper+plurinervosum"
"INPA0001511_e1";13;"Piper+aduncum"
"INPA0001531_e1";56;"Piper+peltatum"
"INPA0001785";43;"Piper+hostmannianum"
"INPA0001825";67;"Piper+tuberculatum"
"INPA0001991";30;"Piper+cyrtopodon"
"INPA0002239_1";47;"Piper+manausense"
"INPA0003427";48;"Piper+marginatum"
"INPA0003889";27;"Piper+consanguineum"
"INPA0004191";30;"Piper+cyrtopodon"
"INPA0004336";33;"Piper+divaricatum"
"INPA0005521";47;"Piper+manausense"
"INPA0005762";21;"Piper+bartlingianum"
"INPA0005818";31;"Piper+demeraranum"
"INPA0005820";3;"Peperomia+macrostachya"
"INPA0005868";61;"Piper+purusanum"
"INPA0006311";56;"Piper+peltatum"
"INPA0006434";56;"Piper+peltatum"
"INPA0006715";13;"Piper+aduncum"
"INPA0006932_e1";3;"Peperomia+macrostachya"
"INPA0007502";47;"Piper+manausense"
"INPA0007564";56;"Piper+peltatum"
"INPA0007743";53;"Piper+obliquum"
"INPA0007882";37;"Piper+erectipilum"
"INPA0008017_e1";31;"Piper+demeraranum"
"INPA0008067";3;"Peperomia+macrostachya"
"INPA0008104";3;"Peperomia+macrostachya"
"INPA0008391";18;"Piper+arboreum"
"INPA0008467_e1";3;"Peperomia+macrostachya"
"INPA0009329";18;"Piper+arboreum"
"INPA0009389";56;"Piper+peltatum"
"INPA0009432_e1";3;"Peperomia+macrostachya"
"INPA0009674";18;"Piper+arboreum"
"INPA0010044";31;"Piper+demeraranum"
"INPA0010110_e1";3;"Peperomia+macrostachya"
"INPA0010197";37;"Piper+erectipilum"
"INPA0012279";53;"Piper+obliquum"
"INPA0012281";21;"Piper+bartlingianum"
"INPA0012284";18;"Piper+arboreum"
"INPA0012287_e1";3;"Peperomia+macrostachya"
"INPA0012288";3;"Peperomia+macrostachya"
"INPA0012289";3;"Peperomia+macrostachya"
"INPA0012291";43;"Piper+hostmannianum"
"INPA0012292";25;"Piper+carniconnectivum"
"INPA0012293";25;"Piper+carniconnectivum"
"INPA0012294";42;"Piper+hispidum"
"INPA0012296";43;"Piper+hostmannianum"
"INPA0012297";43;"Piper+hostmannianum"
"INPA0012298";67;"Piper+tuberculatum"
"INPA0012299";43;"Piper+hostmannianum"
"INPA0012300";33;"Piper+divaricatum"
"INPA0012301";33;"Piper+divaricatum"
"INPA0012302";25;"Piper+carniconnectivum"
"INPA0012303";42;"Piper+hispidum"
"INPA0012748";56;"Piper+peltatum"
"INPA0013027";30;"Piper+cyrtopodon"
"INPA0013276_1";18;"Piper+arboreum"
"INPA0013368";35;"Piper+durilignum"
"INPA0013514";18;"Piper+arboreum"
"INPA0013638";17;"Piper+anonifolium"
"INPA0013801_e1";7;"Peperomia+pellucida"
"INPA0013931";68;"Piper+vitaceum"
"INPA0014644_e1";63;"Piper+reticulatum"
"INPA0014648_e1";42;"Piper+hispidum"
"INPA0017704";43;"Piper+hostmannianum"
"INPA0017875";9;"Peperomia+radicosa"
"INPA0017898_e1";10;"Peperomia+rotundifolia"
"INPA0017900";44;"Piper+javariense"
"INPA0017966";24;"Piper+callosum"
"INPA0017973";14;"Piper+alatabaccum"
"INPA0018019";44;"Piper+javariense"
"INPA0018323";1;"Peperomia+elongata"
"INPA0018324_e1";2;"Peperomia+glabella"
"INPA0018354";44;"Piper+javariense"
"INPA0018358";53;"Piper+obliquum"
"INPA0018400";55;"Piper+pellitum"
"INPA0018405";18;"Piper+arboreum"
"INPA0018593";43;"Piper+hostmannianum"
"INPA0018792";21;"Piper+bartlingianum"
"INPA0018896_e1";3;"Peperomia+macrostachya"
"INPA0019037";21;"Piper+bartlingianum"
"INPA0019373";25;"Piper+carniconnectivum"
"INPA0019550";21;"Piper+bartlingianum"
"INPA0019796_e1";1;"Peperomia+elongata"
"INPA0019821_e1";8;"Peperomia+quadrangularis"
"INPA0019947";55;"Piper+pellitum"
"INPA0019981";18;"Piper+arboreum"
"INPA0020067_e1";3;"Peperomia+macrostachya"
"INPA0020088";44;"Piper+javariense"
"INPA0020161";27;"Piper+consanguineum"
"INPA0020218";18;"Piper+arboreum"
"INPA0020509_e1";10;"Peperomia+rotundifolia"
"INPA0020653_e1";25;"Piper+carniconnectivum"
"INPA0021058_e1";3;"Peperomia+macrostachya"
"INPA0021657_e1";47;"Piper+manausense"
"INPA0021731";37;"Piper+erectipilum"
"INPA0021900";51;"Piper+nigrispicum"
"INPA0021950";32;"Piper+dilatatum"
"INPA0021995";13;"Piper+aduncum"
"INPA0022017";42;"Piper+hispidum"
"INPA0022039";56;"Piper+peltatum"
"INPA0022121";45;"Piper+krukoffii"
"INPA0022239";34;"Piper+dumosum"
"INPA0022264";18;"Piper+arboreum"
"INPA0022579";57;"Piper+piresii"
"INPA0022650";56;"Piper+peltatum"
"INPA0022710";43;"Piper+hostmannianum"
"INPA0022941_e1";3;"Peperomia+macrostachya"
"INPA0023018_e1";42;"Piper+hispidum"
"INPA0023038";17;"Piper+anonifolium"
"INPA0023126";43;"Piper+hostmannianum"
"INPA0023127";18;"Piper+arboreum"
"INPA0023195";47;"Piper+manausense"
"INPA0023308";67;"Piper+tuberculatum"
"INPA0023329";18;"Piper+arboreum"
"INPA0023468_e1";3;"Peperomia+macrostachya"
"INPA0023497";9;"Peperomia+radicosa"
"INPA0023530_e1";1;"Peperomia+elongata"
"INPA0023568_e1";17;"Piper+anonifolium"
"INPA0023715";15;"Piper+aleyreanum"
"INPA0023763";15;"Piper+aleyreanum"
"INPA0023764";57;"Piper+piresii"
"INPA0023765";37;"Piper+erectipilum"
"INPA0023796";51;"Piper+nigrispicum"
"INPA0023843";66;"Piper+subsilvestre"
"INPA0023883";15;"Piper+aleyreanum"
"INPA0023919";58;"Piper+piscatorum"
"INPA0023981";18;"Piper+arboreum"
"INPA0023985";47;"Piper+manausense"
"INPA0024017";16;"Piper+amapense"
"INPA0024020";40;"Piper+glandulosissimum"
"INPA0024022";40;"Piper+glandulosissimum"
"INPA0024023";36;"Piper+enckea"
"INPA0024038";34;"Piper+dumosum"
"INPA0024089";52;"Piper+nudilimbum"
"INPA0024107_e1";8;"Peperomia+quadrangularis"
"INPA0024131";34;"Piper+dumosum"
"INPA0024180_e1";1;"Peperomia+elongata"
"INPA0024216";53;"Piper+obliquum"
"INPA0024232_e1";1;"Peperomia+elongata"
"INPA0024242";53;"Piper+obliquum"
"INPA0024260_e1";11;"Peperomia+serpens"
"INPA0024282";3;"Peperomia+macrostachya"
"INPA0024358";22;"Piper+belterraense"
"INPA0024413";31;"Piper+demeraranum"
"INPA0024427";53;"Piper+obliquum"
"INPA0024429";34;"Piper+dumosum"
"INPA0024444";55;"Piper+pellitum"
"INPA0024457_e1";1;"Peperomia+elongata"
"INPA0024485";17;"Piper+anonifolium"
"INPA0024491";52;"Piper+nudilimbum"
"INPA0024561";18;"Piper+arboreum"
"INPA0024588";53;"Piper+obliquum"
"INPA0024665";63;"Piper+reticulatum"
"INPA0024740";36;"Piper+enckea"
"INPA0024801";57;"Piper+piresii"
"INPA0024897_e1";10;"Peperomia+rotundifolia"
"INPA0024910_e1";3;"Peperomia+macrostachya"
"INPA0025003";21;"Piper+bartlingianum"
"INPA0025101";56;"Piper+peltatum"
"INPA0025255";32;"Piper+dilatatum"
"INPA0025342";57;"Piper+piresii"
"INPA0025509";67;"Piper+tuberculatum"
"INPA0025521";34;"Piper+dumosum"
"INPA0025676";42;"Piper+hispidum"
"INPA0025729";53;"Piper+obliquum"
"INPA0025780";17;"Piper+anonifolium"
"INPA0025805";34;"Piper+dumosum"
"INPA0025970";39;"Piper+glabrescens"
"INPA0025973";25;"Piper+carniconnectivum"
"INPA0025995_e1";8;"Peperomia+quadrangularis"
"INPA0026041";18;"Piper+arboreum"
"INPA0026046";47;"Piper+manausense"
"INPA0026076_e1";2;"Peperomia+glabella"
"INPA0026137_e1";8;"Peperomia+quadrangularis"
"INPA0026392_e1";8;"Peperomia+quadrangularis"
"INPA0026397";43;"Piper+hostmannianum"
"INPA0026416";43;"Piper+hostmannianum"
"INPA0026451_e1";11;"Peperomia+serpens"
"INPA0026524_e1";8;"Peperomia+quadrangularis"
"INPA0026776_e1";2;"Peperomia+glabella"
"INPA0026801";56;"Piper+peltatum"
"INPA0026803";18;"Piper+arboreum"
"INPA0026817";31;"Piper+demeraranum"
"INPA0026857";51;"Piper+nigrispicum"
"INPA0026858";42;"Piper+hispidum"
"INPA0027097";18;"Piper+arboreum"
"INPA0027154";39;"Piper+glabrescens"
"INPA0027204_e1";3;"Peperomia+macrostachya"
"INPA0027486";13;"Piper+aduncum"
"INPA0028580";47;"Piper+manausense"
"INPA0028598_e1";3;"Peperomia+macrostachya"
"INPA0028667_e1";10;"Peperomia+rotundifolia"
"INPA0028694_e1";39;"Piper+glabrescens"
"INPA0028790_e1";11;"Peperomia+serpens"
"INPA0028812";31;"Piper+demeraranum"
"INPA0028833_e1";19;"Piper+augustum"
"INPA0028850_e1";11;"Peperomia+serpens"
"INPA0028871";63;"Piper+reticulatum"
"INPA0028921_e1";2;"Peperomia+glabella"
"INPA0029078_e1";13;"Piper+aduncum"
"INPA0029100";39;"Piper+glabrescens"
"INPA0029124_e1";10;"Peperomia+rotundifolia"
"INPA0029177_e1";1;"Peperomia+elongata"
"INPA0029198";39;"Piper+glabrescens"
"INPA0029272";39;"Piper+glabrescens"
"INPA0029360_e1";2;"Peperomia+glabella"
"INPA0029361_e1";10;"Peperomia+rotundifolia"
"INPA0029366";31;"Piper+demeraranum"
"INPA0029430";39;"Piper+glabrescens"
"INPA0029452_e1";3;"Peperomia+macrostachya"
"INPA0029504";33;"Piper+divaricatum"
"INPA0029585";39;"Piper+glabrescens"
"INPA0030100";44;"Piper+javariense"
"INPA0030292_e1";11;"Peperomia+serpens"
"INPA0030596_e1";19;"Piper+augustum"
"INPA0030601";34;"Piper+dumosum"
"INPA0030690_e1";66;"Piper+subsilvestre"
"INPA0030714";56;"Piper+peltatum"
"INPA0030842_e1";13;"Piper+aduncum"
"INPA0030897";46;"Piper+laevigatum"
"INPA0031069";26;"Piper+cernuum"
"INPA0031259";52;"Piper+nudilimbum"
"INPA0031302";2;"Peperomia+glabella"
"INPA0031354_e1";29;"Piper+crassinervium"
"INPA0031381_e1";11;"Peperomia+serpens"
"INPA0031390";19;"Piper+augustum"
"INPA0031540";53;"Piper+obliquum"
"INPA0031573";28;"Piper+coruscans"
"INPA0031625";57;"Piper+piresii"
"INPA0031667";42;"Piper+hispidum"
"INPA0031684";55;"Piper+pellitum"
"INPA0031766";40;"Piper+glandulosissimum"
"INPA0031787_e1";15;"Piper+aleyreanum"
"INPA0031975_e1";31;"Piper+demeraranum"
"INPA0031978";18;"Piper+arboreum"
"INPA0032101";21;"Piper+bartlingianum"
"INPA0032148";58;"Piper+piscatorum"
"INPA0032184";53;"Piper+obliquum"
"INPA0032449";47;"Piper+manausense"
"INPA0032602";47;"Piper+manausense"
"INPA0032652_e1";42;"Piper+hispidum"
"INPA0032815_e1";3;"Peperomia+macrostachya"
"INPA0032822";17;"Piper+anonifolium"
"INPA0032905";13;"Piper+aduncum"
"INPA0033006";30;"Piper+cyrtopodon"
"INPA0033209_e1";3;"Peperomia+macrostachya"
"INPA0033285";42;"Piper+hispidum"
"INPA0033436";41;"Piper+guianense"
"INPA0033553_e1";4;"Peperomia+magnifoliiflora"
"INPA0033795_e1";1;"Peperomia+elongata"
"INPA0033999";17;"Piper+anonifolium"
"INPA0034003";42;"Piper+hispidum"
"INPA0034009";8;"Peperomia+quadrangularis"
"INPA0034017_e1";3;"Peperomia+macrostachya"
"INPA0034057";18;"Piper+arboreum"
"INPA0034086_e1";10;"Peperomia+rotundifolia"
"INPA0034098_e1";3;"Peperomia+macrostachya"
"INPA0034159";47;"Piper+manausense"
"INPA0034273";23;"Piper+brasiliense"
"INPA0034369_e1";11;"Peperomia+serpens"
"INPA0034370_e1";12;"Peperomia+spruceana"
"INPA0034493_e1";11;"Peperomia+serpens"
"INPA0034606_e1";54;"Piper+ottonoides"
"INPA0034663_e1";1;"Peperomia+elongata"
"INPA0040045";43;"Piper+hostmannianum"
"INPA0040057_e1";3;"Peperomia+macrostachya"
"INPA0040075_e1";18;"Piper+arboreum"
"INPA0040179_e1";14;"Piper+alatabaccum"
"INPA0040186";23;"Piper+brasiliense"
"INPA0040201_e1";12;"Peperomia+spruceana"
"INPA0040220_e1";56;"Piper+peltatum"
"INPA0040259_e1";29;"Piper+crassinervium"
"INPA0040277";42;"Piper+hispidum"
"INPA0040421";68;"Piper+vitaceum"
"INPA0040441";10;"Peperomia+rotundifolia"
"INPA0040474";42;"Piper+hispidum"
"INPA0040513_e1";34;"Piper+dumosum"
"INPA0040618";34;"Piper+dumosum"
"INPA0040720_e1";35;"Piper+durilignum"
"INPA0041307";68;"Piper+vitaceum"
"INPA0041357";47;"Piper+manausense"
"INPA0041373";21;"Piper+bartlingianum"
"INPA0041384";21;"Piper+bartlingianum"
"INPA0041401_e1";65;"Piper+subglabrifolium"
"INPA0042271";47;"Piper+manausense"
"INPA0042927";42;"Piper+hispidum"
"INPA0043032_e1";27;"Piper+consanguineum"
"INPA0043066_e1";30;"Piper+cyrtopodon"
"INPA0043156";3;"Peperomia+macrostachya"
"INPA0043425_e1";3;"Peperomia+macrostachya"
"INPA0043630";59;"Piper+plurinervosum"
"INPA0043895_e1";11;"Peperomia+serpens"
"INPA0044082";47;"Piper+manausense"
"INPA0044183";43;"Piper+hostmannianum"
"INPA0044351_e1";31;"Piper+demeraranum"
"INPA0044403";21;"Piper+bartlingianum"
"INPA0044406_e1";43;"Piper+hostmannianum"
"INPA0044658_e1";47;"Piper+manausense"
"INPA0044773";38;"Piper+froesii"
"INPA0044879";43;"Piper+hostmannianum"
"INPA0044960_1";13;"Piper+aduncum"
"INPA0045187_e1";33;"Piper+divaricatum"
"INPA0045253_e1";54;"Piper+ottonoides"
"INPA0045276_e1";27;"Piper+consanguineum"
"INPA0045288_1e1";57;"Piper+piresii"
"INPA0045614_e1";27;"Piper+consanguineum"
"INPA0045676_e1";47;"Piper+manausense"
"INPA0045757_e1";14;"Piper+alatabaccum"
"INPA0045964_e1";48;"Piper+marginatum"
"INPA0046005_e1";43;"Piper+hostmannianum"
"INPA0046021";48;"Piper+marginatum"
"INPA0046147_e1";65;"Piper+subglabrifolium"
"INPA0046261";25;"Piper+carniconnectivum"
"INPA0046577";13;"Piper+aduncum"
"INPA0046661";30;"Piper+cyrtopodon"
"INPA0047602_e1";45;"Piper+krukoffii"
"INPA0050025_e1";13;"Piper+aduncum"
"INPA0050250";48;"Piper+marginatum"
"INPA0050276";30;"Piper+cyrtopodon"
"INPA0050648";21;"Piper+bartlingianum"
"INPA0050791_e1";30;"Piper+cyrtopodon"
"INPA0053346";21;"Piper+bartlingianum"
"INPA0053800";18;"Piper+arboreum"
"INPA0053816";27;"Piper+consanguineum"
"INPA0053826";18;"Piper+arboreum"
"INPA0053893";31;"Piper+demeraranum"
"INPA0054034";13;"Piper+aduncum"
"INPA0054164";18;"Piper+arboreum"
"INPA0054168";21;"Piper+bartlingianum"
"INPA0054321";1;"Peperomia+elongata"
"INPA0054531";31;"Piper+demeraranum"
"INPA0054684";43;"Piper+hostmannianum"
"INPA0054992_e1";3;"Peperomia+macrostachya"
"INPA0060343";37;"Piper+erectipilum"
"INPA0060345";57;"Piper+piresii"
"INPA0060394_e1";3;"Peperomia+macrostachya"
"INPA0060441";42;"Piper+hispidum"
"INPA0060838";34;"Piper+dumosum"
"INPA0061267";47;"Piper+manausense"
"INPA0061576_e1";37;"Piper+erectipilum"
"INPA0061960_1e1";37;"Piper+erectipilum"
"INPA0061998";31;"Piper+demeraranum"
"INPA0062257";61;"Piper+purusanum"
"INPA0063230";18;"Piper+arboreum"
"INPA0063457_e1";11;"Peperomia+serpens"
"INPA0063875";43;"Piper+hostmannianum"
"INPA0063876";31;"Piper+demeraranum"
"INPA0063911";30;"Piper+cyrtopodon"
"INPA0064103";33;"Piper+divaricatum"
"INPA0064128";21;"Piper+bartlingianum"
"INPA0064133";16;"Piper+amapense"
"INPA0064225";31;"Piper+demeraranum"
"INPA0064231_e1";10;"Peperomia+rotundifolia"
"INPA0064278_1";23;"Piper+brasiliense"
"INPA0065991";30;"Piper+cyrtopodon"
"INPA0067813";21;"Piper+bartlingianum"
"INPA0068009";21;"Piper+bartlingianum"
"INPA0068228";23;"Piper+brasiliense"
"INPA0068239_e1";43;"Piper+hostmannianum"
"INPA0068240_e1";43;"Piper+hostmannianum"
"INPA0068241_e1";31;"Piper+demeraranum"
"INPA0068242_e1";42;"Piper+hispidum"
"INPA0068243_e1";47;"Piper+manausense"
"INPA0068244_e1";47;"Piper+manausense"
"INPA0068245";30;"Piper+cyrtopodon"
"INPA0068695";14;"Piper+alatabaccum"
"INPA0069221";53;"Piper+obliquum"
"INPA0069222";43;"Piper+hostmannianum"
"INPA0070395";37;"Piper+erectipilum"
"INPA0070419";37;"Piper+erectipilum"
"INPA0070420";37;"Piper+erectipilum"
"INPA0070422";37;"Piper+erectipilum"
"INPA0070425";37;"Piper+erectipilum"
"INPA0070426";37;"Piper+erectipilum"
"INPA0070428";30;"Piper+cyrtopodon"
"INPA0070429";37;"Piper+erectipilum"
"INPA0070723";1;"Peperomia+elongata"
"INPA0070805";21;"Piper+bartlingianum"
"INPA0070806";34;"Piper+dumosum"
"INPA0070810";3;"Peperomia+macrostachya"
"INPA0070869_e1";56;"Piper+peltatum"
"INPA0070879";61;"Piper+purusanum"
"INPA0070985";61;"Piper+purusanum"
"INPA0071047";56;"Piper+peltatum"
"INPA0071334";1;"Peperomia+elongata"
"INPA0071977";67;"Piper+tuberculatum"
"INPA0072006";56;"Piper+peltatum"
"INPA0072262";53;"Piper+obliquum"
"INPA0072553";56;"Piper+peltatum"
"INPA0072577";3;"Peperomia+macrostachya"
"INPA0072658";56;"Piper+peltatum"
"INPA0073089";50;"Piper+mollipilosum"
"INPA0074299_e1";10;"Peperomia+rotundifolia"
"INPA0074822";18;"Piper+arboreum"
"INPA0075049_e1";3;"Peperomia+macrostachya"
"INPA0075276";64;"Piper+schwackei"
"INPA0075468";1;"Peperomia+elongata"
"INPA0075512";64;"Piper+schwackei"
"INPA0078257";26;"Piper+cernuum"
"INPA0078262";37;"Piper+erectipilum"
"INPA0078263";15;"Piper+aleyreanum"
"INPA0078264";34;"Piper+dumosum"
"INPA0078265_e1";4;"Peperomia+magnifoliiflora"
"INPA0079275_e1";57;"Piper+piresii"
"INPA0079289";22;"Piper+belterraense"
"INPA0080153_1";36;"Piper+enckea"
"INPA0080208_1";53;"Piper+obliquum"
"INPA0080447";24;"Piper+callosum"
"INPA0081172_e1";24;"Piper+callosum"
"INPA0083480";36;"Piper+enckea"
"INPA0083605_e1";47;"Piper+manausense"
"INPA0084624_e1";27;"Piper+consanguineum"
"INPA0084627_e1";3;"Peperomia+macrostachya"
"INPA0084678_e1";57;"Piper+piresii"
"INPA0084730_e1";10;"Peperomia+rotundifolia"
"INPA0084774_e1";30;"Piper+cyrtopodon"
"INPA0085214_e1";1;"Peperomia+elongata"
"INPA0085224_e1";3;"Peperomia+macrostachya"
"INPA0085293";56;"Piper+peltatum"
"INPA0085652_e1";14;"Piper+alatabaccum"
"INPA0086297_e1";21;"Piper+bartlingianum"
"INPA0086448_e1";18;"Piper+arboreum"
"INPA0086546_e1";39;"Piper+glabrescens"
"INPA0086685_e1";31;"Piper+demeraranum"
"INPA0086755_e1";12;"Peperomia+spruceana"
"INPA0086915";47;"Piper+manausense"
"INPA0087369_e1";4;"Peperomia+magnifoliiflora"
"INPA0087370_e1";56;"Piper+peltatum"
"INPA0087371_e1";33;"Piper+divaricatum"
"INPA0087372";33;"Piper+divaricatum"
"INPA0087375_e1";3;"Peperomia+macrostachya"
"INPA0087376";21;"Piper+bartlingianum"
"INPA0087378_e1";3;"Peperomia+macrostachya"
"INPA0087379_e1";11;"Peperomia+serpens"
"INPA0087380";8;"Peperomia+quadrangularis"
"INPA0087381_e1";42;"Piper+hispidum"
"INPA0087396_e1";4;"Peperomia+magnifoliiflora"
"INPA0087783_e1";3;"Peperomia+macrostachya"
"INPA0088387_e1";57;"Piper+piresii"
"INPA0088389_e1";57;"Piper+piresii"
"INPA0088450_e1";15;"Piper+aleyreanum"
"INPA0088531_e1";3;"Peperomia+macrostachya"
"INPA0088551_e1";43;"Piper+hostmannianum"
"INPA0088574_e1";55;"Piper+pellitum"
"INPA0088603";24;"Piper+callosum"
"INPA0088799_e1";4;"Peperomia+magnifoliiflora"
"INPA0088843_e1";3;"Peperomia+macrostachya"
"INPA0088883";34;"Piper+dumosum"
"INPA0089151";37;"Piper+erectipilum"
"INPA0089379_e1";3;"Peperomia+macrostachya"
"INPA0089466_e1";10;"Peperomia+rotundifolia"
"INPA0089506_e1";21;"Piper+bartlingianum"
"INPA0089514_e1";57;"Piper+piresii"
"INPA0089755_e1";31;"Piper+demeraranum"
"INPA0089982_e1";43;"Piper+hostmannianum"
"INPA0090401_e1";40;"Piper+glandulosissimum"
"INPA0090787";2;"Peperomia+glabella"
"INPA0090896";56;"Piper+peltatum"
"INPA0090942_e1";3;"Peperomia+macrostachya"
