"filename";"fold";"specific_epithet"
"CEN00041571";23;"Peperomia+urocarpa"
"CEN00041572";37;"Piper+malacophyllum"
"CEN00041573";38;"Piper+mikanianum"
"CEN00041575";37;"Piper+malacophyllum"
"CEN00041576";2;"Peperomia+arifolia"
"CEN00044965";31;"Piper+dilatatum"
"CEN00044966";24;"Piper+aduncum"
"CEN00044967";49;"Piper+xylosteoides"
"CEN00044983";27;"Piper+arboreum"
"CEN00044984";40;"Piper+mollicomum"
"CEN00044987";39;"Piper+miquelianum"
"CEN00044989";24;"Piper+aduncum"
"CEN00044990";43;"Piper+regnellii"
"CEN00044991";24;"Piper+aduncum"
"CEN00044992";46;"Piper+solmsianum"
"CEN00044993";46;"Piper+solmsianum"
"CEN00044995";4;"Peperomia+blanda"
"CEN00044996";27;"Piper+arboreum"
"CEN00044998";34;"Piper+glabratum"
"CEN00045000";26;"Piper+amplum"
"CEN00045012";27;"Piper+arboreum"
"CEN00045013";23;"Peperomia+urocarpa"
"CEN00045015";9;"Peperomia+glabella"
"CEN00045016";6;"Peperomia+circinnata"
"CEN00045020";43;"Piper+regnellii"
"CEN00045021";24;"Piper+aduncum"
"CEN00045022";43;"Piper+regnellii"
"CEN00045025";31;"Piper+dilatatum"
"CEN00045026";24;"Piper+aduncum"
"CEN00045027";40;"Piper+mollicomum"
"CEN00045028";24;"Piper+aduncum"
"CEN00045029";25;"Piper+amalago"
"CEN00045030";24;"Piper+aduncum"
"CEN00045032";19;"Peperomia+rotundifolia"
"CEN00045033";24;"Piper+aduncum"
"CEN00045034";46;"Piper+solmsianum"
"CEN00045035";24;"Piper+aduncum"
"CEN00045036";21;"Peperomia+trineura"
"CEN00047013_1";13;"Peperomia+martiana"
"CEN00047014";5;"Peperomia+catharinae"
"CEN00047015";9;"Peperomia+glabella"
"CEN00047028";24;"Piper+aduncum"
"CEN00047033";29;"Piper+cernuum"
"CEN00047034";31;"Piper+dilatatum"
"CEN00047035";27;"Piper+arboreum"
"CEN00047036";32;"Piper+diospyrifolium"
"CEN00047094";49;"Piper+xylosteoides"
"CEN00047096";2;"Peperomia+arifolia"
"CEN00047104";43;"Piper+regnellii"
"CEN00047114";21;"Peperomia+trineura"
"CEN00047116";28;"Piper+caldense"
"CEN00047117";11;"Peperomia+hispidula"
"CEN00050798";49;"Piper+xylosteoides"
"CEN00050799";35;"Piper+grazielae"
"CEN00050801";49;"Piper+xylosteoides"
"CEN00050803";26;"Piper+amplum"
"CEN00050804";37;"Piper+malacophyllum"
"CEN00050833";43;"Piper+regnellii"
"CEN00051595";38;"Piper+mikanianum"
"CEN00051635";49;"Piper+xylosteoides"
"CEN00051640";23;"Peperomia+urocarpa"
"CEN00051641";23;"Peperomia+urocarpa"
"CEN00051643";23;"Peperomia+urocarpa"
"CEN00051646";1;"Peperomia+alata"
"CEN00051652";26;"Piper+amplum"
"CEN00051653";7;"Peperomia+corcovadensis"
"CEN00051654";29;"Piper+cernuum"
"CEN00051662";23;"Peperomia+urocarpa"
"CEN00051671";5;"Peperomia+catharinae"
"CEN00051676";36;"Piper+hispidum"
"CEN00051678";18;"Peperomia+pseudoestrellensis"
"CEN00051679";23;"Peperomia+urocarpa"
"CEN00051681";1;"Peperomia+alata"
"CEN00051682";5;"Peperomia+catharinae"
"CEN00051683";12;"Peperomia+lyman-smithii"
"CEN00062426";33;"Piper+gaudichaudianum"
"CEN00065615";25;"Piper+amalago"
"CEN00067068";20;"Peperomia+tetraphylla"
"CEN00067109";38;"Piper+mikanianum"
"CEN00067127";16;"Peperomia+pereskiaefolia"
"CEN00067128";20;"Peperomia+tetraphylla"
"CEN00067129";7;"Peperomia+corcovadensis"
"CEN00067131";23;"Peperomia+urocarpa"
"CEN00067140";4;"Peperomia+blanda"
"CEN00067292";4;"Peperomia+blanda"
"CEN00076992";34;"Piper+glabratum"
"CEN00076994";25;"Piper+amalago"
"CEN00077004";40;"Piper+mollicomum"
"CEN00077011";39;"Piper+miquelianum"
"CEN00081307";34;"Piper+glabratum"
"CEN00082226";9;"Peperomia+glabella"
"CEN00092124";24;"Piper+aduncum"
"CEN00112026";33;"Piper+gaudichaudianum"
"CEN00112027";33;"Piper+gaudichaudianum"
"CEN00112028";33;"Piper+gaudichaudianum"
"CRI005905";2;"Peperomia+arifolia"
"CRI005926";7;"Peperomia+corcovadensis"
"CRI006092";23;"Peperomia+urocarpa"
"CRI006106";25;"Piper+amalago"
"CRI006117";31;"Piper+dilatatum"
"CRI006123";33;"Piper+gaudichaudianum"
"CRI006125";33;"Piper+gaudichaudianum"
"CRI006130";33;"Piper+gaudichaudianum"
"CRI006136";38;"Piper+mikanianum"
"CRI006137";38;"Piper+mikanianum"
"CRI006142";39;"Piper+miquelianum"
"CRI006144";39;"Piper+miquelianum"
"CRI006146";39;"Piper+miquelianum"
"CRI006147";39;"Piper+miquelianum"
"CRI006148";39;"Piper+miquelianum"
"CRI006150";39;"Piper+miquelianum"
"CRI006151";39;"Piper+miquelianum"
"CRI006153";40;"Piper+mollicomum"
"CRI006154";40;"Piper+mollicomum"
"CRI006156";43;"Piper+regnellii"
"CRI006157";45;"Piper+rivinoides"
"CRI006158";46;"Piper+solmsianum"
"CRI006160";46;"Piper+solmsianum"
"CRI006163";49;"Piper+xylosteoides"
"CRI006171";49;"Piper+xylosteoides"
"CRI006175";49;"Piper+xylosteoides"
"CRI006176";49;"Piper+xylosteoides"
"CRI008609";35;"Piper+grazielae"
"CRI008612";36;"Piper+hispidum"
"CRI010366";38;"Piper+mikanianum"
"CRI010603";10;"Peperomia+hilariana"
"CRI010608";36;"Piper+hispidum"
"CRI010611";23;"Peperomia+urocarpa"
"ESA083235";31;"Piper+dilatatum"
"ESA083273";31;"Piper+dilatatum"
"ESA083369";49;"Piper+xylosteoides"
"ESA083385";25;"Piper+amalago"
"ESA088043";13;"Peperomia+martiana"
"ESA088064";8;"Peperomia+galioides"
"ESA113069";48;"Piper+viminifolium"
"ESA113113";36;"Piper+hispidum"
"ESA113126";33;"Piper+gaudichaudianum"
"ESA116207";25;"Piper+amalago"
"EVB000194";4;"Peperomia+blanda"
"EVB000213";24;"Piper+aduncum"
"EVB000214";39;"Piper+miquelianum"
"EVB001667";34;"Piper+glabratum"
"FLOR0000163";39;"Piper+miquelianum"
"FLOR0000171";14;"Peperomia+megapotamica"
"FLOR0000174";12;"Peperomia+lyman-smithii"
"FLOR0000175";10;"Peperomia+hilariana"
"FLOR0000179";18;"Peperomia+pseudoestrellensis"
"FLOR0000192";33;"Piper+gaudichaudianum"
"FLOR0000195";33;"Piper+gaudichaudianum"
"FLOR0000197";33;"Piper+gaudichaudianum"
"FLOR0000209";33;"Piper+gaudichaudianum"
"FLOR0007410";33;"Piper+gaudichaudianum"
"FLOR0007479";39;"Piper+miquelianum"
"FLOR0015416";37;"Piper+malacophyllum"
"FLOR0015517";39;"Piper+miquelianum"
"FLOR0015614";39;"Piper+miquelianum"
"FLOR0015699";33;"Piper+gaudichaudianum"
"FLOR0016389";49;"Piper+xylosteoides"
"FLOR0016727";33;"Piper+gaudichaudianum"
"FLOR0016844";39;"Piper+miquelianum"
"FLOR0019405";49;"Piper+xylosteoides"
"FLOR0023295_1";36;"Piper+hispidum"
"FLOR0023298_1";33;"Piper+gaudichaudianum"
"FLOR0024174";39;"Piper+miquelianum"
"FLOR0024175";39;"Piper+miquelianum"
"FLOR0024176";39;"Piper+miquelianum"
"FLOR0025594";12;"Peperomia+lyman-smithii"
"FLOR0034331_1";33;"Piper+gaudichaudianum"
"FLOR0036709_1";33;"Piper+gaudichaudianum"
"FLOR0039121_1";33;"Piper+gaudichaudianum"
"FLOR0039344_1";33;"Piper+gaudichaudianum"
"FLOR0059424";24;"Piper+aduncum"
"FLOR0059488";33;"Piper+gaudichaudianum"
"FLOR0059490";33;"Piper+gaudichaudianum"
"FLOR0059493";38;"Piper+mikanianum"
"FLOR0059494";37;"Piper+malacophyllum"
"FLOR0059496";33;"Piper+gaudichaudianum"
"FLOR0059497";46;"Piper+solmsianum"
"FLOR0061251";32;"Piper+diospyrifolium"
"FLOR0061273";35;"Piper+grazielae"
"FURB02960";1;"Peperomia+alata"
"FURB02961";2;"Peperomia+arifolia"
"FURB02963";4;"Peperomia+blanda"
"FURB02967";7;"Peperomia+corcovadensis"
"FURB02971";8;"Peperomia+galioides"
"FURB02973_1";9;"Peperomia+glabella"
"FURB02976";13;"Peperomia+martiana"
"FURB02977";14;"Peperomia+megapotamica"
"FURB02981_1";16;"Peperomia+pereskiaefolia"
"FURB02983";18;"Peperomia+pseudoestrellensis"
"FURB02989";20;"Peperomia+tetraphylla"
"FURB02990";20;"Peperomia+tetraphylla"
"FURB02991";20;"Peperomia+tetraphylla"
"FURB02994";22;"Peperomia+trineuroides"
"FURB02995";23;"Peperomia+urocarpa"
"FURB03005";29;"Piper+cernuum"
"FURB03007_1";30;"Piper+crassinervium"
"FURB03009";32;"Piper+diospyrifolium"
"FURB03011";34;"Piper+glabratum"
"FURB03017_2";37;"Piper+malacophyllum"
"FURB03019";38;"Piper+mikanianum"
"FURB03023";42;"Piper+ovatum"
"FURB03026";44;"Piper+reitzii"
"FURB03027";45;"Piper+rivinoides"
"FURB03030";46;"Piper+solmsianum"
"FURB03034";10;"Peperomia+hilariana"
"FURB03038";12;"Peperomia+lyman-smithii"
"FURB27875_2";36;"Piper+hispidum"
"FURB37084";1;"Peperomia+alata"
"FURB37098";1;"Peperomia+alata"
"FURB37099_1";1;"Peperomia+alata"
"FURB37101";1;"Peperomia+alata"
"FURB37104";1;"Peperomia+alata"
"FURB37105";1;"Peperomia+alata"
"FURB37109";2;"Peperomia+arifolia"
"FURB37112";4;"Peperomia+blanda"
"FURB37113";4;"Peperomia+blanda"
"FURB37115";4;"Peperomia+blanda"
"FURB37130";5;"Peperomia+catharinae"
"FURB37131";5;"Peperomia+catharinae"
"FURB37133";5;"Peperomia+catharinae"
"FURB37140";5;"Peperomia+catharinae"
"FURB37143";5;"Peperomia+catharinae"
"FURB37148";5;"Peperomia+catharinae"
"FURB37149";5;"Peperomia+catharinae"
"FURB37150";5;"Peperomia+catharinae"
"FURB37151";5;"Peperomia+catharinae"
"FURB37152";5;"Peperomia+catharinae"
"FURB37153";5;"Peperomia+catharinae"
"FURB37154";5;"Peperomia+catharinae"
"FURB37155";5;"Peperomia+catharinae"
"FURB37157";5;"Peperomia+catharinae"
"FURB37158";5;"Peperomia+catharinae"
"FURB37159";5;"Peperomia+catharinae"
"FURB37162";5;"Peperomia+catharinae"
"FURB37164";5;"Peperomia+catharinae"
"FURB37165";5;"Peperomia+catharinae"
"FURB37167";5;"Peperomia+catharinae"
"FURB37173";7;"Peperomia+corcovadensis"
"FURB37186";7;"Peperomia+corcovadensis"
"FURB37188";7;"Peperomia+corcovadensis"
"FURB37189";7;"Peperomia+corcovadensis"
"FURB37190";7;"Peperomia+corcovadensis"
"FURB37191";7;"Peperomia+corcovadensis"
"FURB37192";7;"Peperomia+corcovadensis"
"FURB37193";7;"Peperomia+corcovadensis"
"FURB37194";7;"Peperomia+corcovadensis"
"FURB37195";7;"Peperomia+corcovadensis"
"FURB37196";7;"Peperomia+corcovadensis"
"FURB37197";7;"Peperomia+corcovadensis"
"FURB37198";7;"Peperomia+corcovadensis"
"FURB37199";7;"Peperomia+corcovadensis"
"FURB37200";7;"Peperomia+corcovadensis"
"FURB37201";7;"Peperomia+corcovadensis"
"FURB37202";7;"Peperomia+corcovadensis"
"FURB37203";7;"Peperomia+corcovadensis"
"FURB37204";7;"Peperomia+corcovadensis"
"FURB37205";7;"Peperomia+corcovadensis"
"FURB37206";7;"Peperomia+corcovadensis"
"FURB37207";7;"Peperomia+corcovadensis"
"FURB37208";7;"Peperomia+corcovadensis"
"FURB37209";7;"Peperomia+corcovadensis"
"FURB37210";7;"Peperomia+corcovadensis"
"FURB37211";7;"Peperomia+corcovadensis"
"FURB37212";7;"Peperomia+corcovadensis"
"FURB37213";7;"Peperomia+corcovadensis"
"FURB37214";7;"Peperomia+corcovadensis"
"FURB37215";7;"Peperomia+corcovadensis"
"FURB37216";7;"Peperomia+corcovadensis"
"FURB37217";7;"Peperomia+corcovadensis"
"FURB37218";7;"Peperomia+corcovadensis"
"FURB37219";7;"Peperomia+corcovadensis"
"FURB37226";9;"Peperomia+glabella"
"FURB37227";9;"Peperomia+glabella"
"FURB37228";9;"Peperomia+glabella"
"FURB37229";9;"Peperomia+glabella"
"FURB37230";9;"Peperomia+glabella"
"FURB37232";9;"Peperomia+glabella"
"FURB37233";9;"Peperomia+glabella"
"FURB37234";9;"Peperomia+glabella"
"FURB37235";9;"Peperomia+glabella"
"FURB37236";9;"Peperomia+glabella"
"FURB37237";9;"Peperomia+glabella"
"FURB37239";9;"Peperomia+glabella"
"FURB37240";9;"Peperomia+glabella"
"FURB37243";9;"Peperomia+glabella"
"FURB37244";9;"Peperomia+glabella"
"FURB37245";9;"Peperomia+glabella"
"FURB37246";9;"Peperomia+glabella"
"FURB37247";9;"Peperomia+glabella"
"FURB37248";9;"Peperomia+glabella"
"FURB37249";9;"Peperomia+glabella"
"FURB37250";9;"Peperomia+glabella"
"FURB37251";9;"Peperomia+glabella"
"FURB37252";9;"Peperomia+glabella"
"FURB37253";9;"Peperomia+glabella"
"FURB37254";9;"Peperomia+glabella"
"FURB37255";9;"Peperomia+glabella"
"FURB37257";9;"Peperomia+glabella"
"FURB37260";9;"Peperomia+glabella"
"FURB37261";9;"Peperomia+glabella"
"FURB37262";9;"Peperomia+glabella"
"FURB37265";9;"Peperomia+glabella"
"FURB37266";9;"Peperomia+glabella"
"FURB37268";9;"Peperomia+glabella"
"FURB37270_1";9;"Peperomia+glabella"
"FURB37274";9;"Peperomia+glabella"
"FURB37398";10;"Peperomia+hilariana"
"FURB37399";10;"Peperomia+hilariana"
"FURB37400";10;"Peperomia+hilariana"
"FURB37401";10;"Peperomia+hilariana"
"FURB37402";10;"Peperomia+hilariana"
"FURB37403";10;"Peperomia+hilariana"
"FURB37404";10;"Peperomia+hilariana"
"FURB37418";11;"Peperomia+hispidula"
"FURB37419";11;"Peperomia+hispidula"
"FURB37422";11;"Peperomia+hispidula"
"FURB37423";11;"Peperomia+hispidula"
"FURB37426";11;"Peperomia+hispidula"
"FURB37434";12;"Peperomia+lyman-smithii"
"FURB37436";12;"Peperomia+lyman-smithii"
"FURB37440";13;"Peperomia+martiana"
"FURB37441";13;"Peperomia+martiana"
"FURB37442";13;"Peperomia+martiana"
"FURB37443";13;"Peperomia+martiana"
"FURB37444";13;"Peperomia+martiana"
"FURB37450";14;"Peperomia+megapotamica"
"FURB37451";14;"Peperomia+megapotamica"
"FURB37452";14;"Peperomia+megapotamica"
"FURB37453";14;"Peperomia+megapotamica"
"FURB37454";14;"Peperomia+megapotamica"
"FURB37455";14;"Peperomia+megapotamica"
"FURB37456";14;"Peperomia+megapotamica"
"FURB37457";14;"Peperomia+megapotamica"
"FURB37499";16;"Peperomia+pereskiaefolia"
"FURB37500";16;"Peperomia+pereskiaefolia"
"FURB37502";16;"Peperomia+pereskiaefolia"
"FURB37506";16;"Peperomia+pereskiaefolia"
"FURB37508";16;"Peperomia+pereskiaefolia"
"FURB37509_1";16;"Peperomia+pereskiaefolia"
"FURB37511";16;"Peperomia+pereskiaefolia"
"FURB37514";16;"Peperomia+pereskiaefolia"
"FURB37515";16;"Peperomia+pereskiaefolia"
"FURB37518";16;"Peperomia+pereskiaefolia"
"FURB37520";16;"Peperomia+pereskiaefolia"
"FURB37521";16;"Peperomia+pereskiaefolia"
"FURB37522";16;"Peperomia+pereskiaefolia"
"FURB37523";16;"Peperomia+pereskiaefolia"
"FURB37525";16;"Peperomia+pereskiaefolia"
"FURB37550";18;"Peperomia+pseudoestrellensis"
"FURB37552";18;"Peperomia+pseudoestrellensis"
"FURB37553";18;"Peperomia+pseudoestrellensis"
"FURB37554";18;"Peperomia+pseudoestrellensis"
"FURB37555";18;"Peperomia+pseudoestrellensis"
"FURB37556";18;"Peperomia+pseudoestrellensis"
"FURB37557";18;"Peperomia+pseudoestrellensis"
"FURB37559";18;"Peperomia+pseudoestrellensis"
"FURB37604";20;"Peperomia+tetraphylla"
"FURB37608";20;"Peperomia+tetraphylla"
"FURB37609";20;"Peperomia+tetraphylla"
"FURB37611";20;"Peperomia+tetraphylla"
"FURB37614";19;"Peperomia+rotundifolia"
"FURB37621";19;"Peperomia+rotundifolia"
"FURB37622";19;"Peperomia+rotundifolia"
"FURB37624";19;"Peperomia+rotundifolia"
"FURB37625";19;"Peperomia+rotundifolia"
"FURB37626";19;"Peperomia+rotundifolia"
"FURB37627";19;"Peperomia+rotundifolia"
"FURB37629";19;"Peperomia+rotundifolia"
"FURB37641";20;"Peperomia+tetraphylla"
"FURB37642";20;"Peperomia+tetraphylla"
"FURB37643";20;"Peperomia+tetraphylla"
"FURB37651";20;"Peperomia+tetraphylla"
"FURB37652";20;"Peperomia+tetraphylla"
"FURB37653";20;"Peperomia+tetraphylla"
"FURB37656";20;"Peperomia+tetraphylla"
"FURB37668";20;"Peperomia+tetraphylla"
"FURB37670";20;"Peperomia+tetraphylla"
"FURB37671";20;"Peperomia+tetraphylla"
"FURB37672";20;"Peperomia+tetraphylla"
"FURB37673";20;"Peperomia+tetraphylla"
"FURB37679";20;"Peperomia+tetraphylla"
"FURB37680";20;"Peperomia+tetraphylla"
"FURB37681";20;"Peperomia+tetraphylla"
"FURB37683";20;"Peperomia+tetraphylla"
"FURB37684";20;"Peperomia+tetraphylla"
"FURB37685";20;"Peperomia+tetraphylla"
"FURB37686";20;"Peperomia+tetraphylla"
"FURB37687";20;"Peperomia+tetraphylla"
"FURB37689";20;"Peperomia+tetraphylla"
"FURB37692";20;"Peperomia+tetraphylla"
"FURB37693";20;"Peperomia+tetraphylla"
"FURB37694";20;"Peperomia+tetraphylla"
"FURB37695";20;"Peperomia+tetraphylla"
"FURB37696";20;"Peperomia+tetraphylla"
"FURB37697";20;"Peperomia+tetraphylla"
"FURB37698";20;"Peperomia+tetraphylla"
"FURB37699";20;"Peperomia+tetraphylla"
"FURB37702";20;"Peperomia+tetraphylla"
"FURB37703";20;"Peperomia+tetraphylla"
"FURB37706";26;"Piper+amplum"
"FURB37720";26;"Piper+amplum"
"FURB37722";26;"Piper+amplum"
"FURB37723";26;"Piper+amplum"
"FURB37732";26;"Piper+amplum"
"FURB37733";26;"Piper+amplum"
"FURB37734";26;"Piper+amplum"
"FURB37735";26;"Piper+amplum"
"FURB37736";26;"Piper+amplum"
"FURB37737";26;"Piper+amplum"
"FURB37738";26;"Piper+amplum"
"FURB37739";26;"Piper+amplum"
"FURB37741";26;"Piper+amplum"
"FURB37748";26;"Piper+amplum"
"FURB37754";27;"Piper+arboreum"
"FURB37760";27;"Piper+arboreum"
"FURB37762";27;"Piper+arboreum"
"FURB37763";27;"Piper+arboreum"
"FURB37775";28;"Piper+caldense"
"FURB37776";28;"Piper+caldense"
"FURB37777";28;"Piper+caldense"
"FURB37789";28;"Piper+caldense"
"FURB37790";28;"Piper+caldense"
"FURB37792";28;"Piper+caldense"
"FURB37793";28;"Piper+caldense"
"FURB37800";28;"Piper+caldense"
"FURB37801";28;"Piper+caldense"
"FURB37802";28;"Piper+caldense"
"FURB37803";28;"Piper+caldense"
"FURB37804";28;"Piper+caldense"
"FURB37805";28;"Piper+caldense"
"FURB37806";28;"Piper+caldense"
"FURB37807";28;"Piper+caldense"
"FURB37809";28;"Piper+caldense"
"FURB37848";29;"Piper+cernuum"
"FURB37852";35;"Piper+grazielae"
"FURB37854";35;"Piper+grazielae"
"FURB37856";35;"Piper+grazielae"
"FURB37857";35;"Piper+grazielae"
"FURB37858";35;"Piper+grazielae"
"FURB37859";35;"Piper+grazielae"
"FURB37860";35;"Piper+grazielae"
"FURB37861";35;"Piper+grazielae"
"FURB37864";35;"Piper+grazielae"
"FURB37865";35;"Piper+grazielae"
"FURB37866";35;"Piper+grazielae"
"FURB37867";35;"Piper+grazielae"
"FURB37872";35;"Piper+grazielae"
"FURB37873";35;"Piper+grazielae"
"FURB37875_1";35;"Piper+grazielae"
"FURB37876";35;"Piper+grazielae"
"FURB37881";35;"Piper+grazielae"
"FURB37890";35;"Piper+grazielae"
"FURB37891";35;"Piper+grazielae"
"FURB37893_1";35;"Piper+grazielae"
"FURB37894";35;"Piper+grazielae"
"FURB37896";35;"Piper+grazielae"
"FURB37897";35;"Piper+grazielae"
"FURB37898";35;"Piper+grazielae"
"FURB37899";35;"Piper+grazielae"
"FURB37900";35;"Piper+grazielae"
"FURB37902";35;"Piper+grazielae"
"FURB37903";35;"Piper+grazielae"
"FURB37905";30;"Piper+crassinervium"
"FURB37906";30;"Piper+crassinervium"
"FURB37907";30;"Piper+crassinervium"
"FURB37908";37;"Piper+malacophyllum"
"FURB37909";30;"Piper+crassinervium"
"FURB37910";31;"Piper+dilatatum"
"FURB37912";31;"Piper+dilatatum"
"FURB37913";31;"Piper+dilatatum"
"FURB37914";31;"Piper+dilatatum"
"FURB37915";31;"Piper+dilatatum"
"FURB37917";31;"Piper+dilatatum"
"FURB37928";32;"Piper+diospyrifolium"
"FURB37929_1";32;"Piper+diospyrifolium"
"FURB37931";32;"Piper+diospyrifolium"
"FURB37937";33;"Piper+gaudichaudianum"
"FURB37938";33;"Piper+gaudichaudianum"
"FURB37940";33;"Piper+gaudichaudianum"
"FURB37941";33;"Piper+gaudichaudianum"
"FURB37943";33;"Piper+gaudichaudianum"
"FURB37956";33;"Piper+gaudichaudianum"
"FURB37957";33;"Piper+gaudichaudianum"
"FURB37959";33;"Piper+gaudichaudianum"
"FURB37969";33;"Piper+gaudichaudianum"
"FURB37970";33;"Piper+gaudichaudianum"
"FURB37976";33;"Piper+gaudichaudianum"
"FURB37977";33;"Piper+gaudichaudianum"
"FURB37978";33;"Piper+gaudichaudianum"
"FURB37979";33;"Piper+gaudichaudianum"
"FURB37980";33;"Piper+gaudichaudianum"
"FURB37981";33;"Piper+gaudichaudianum"
"FURB37982";33;"Piper+gaudichaudianum"
"FURB37983";33;"Piper+gaudichaudianum"
"FURB37984";33;"Piper+gaudichaudianum"
"FURB37985";33;"Piper+gaudichaudianum"
"FURB37986";33;"Piper+gaudichaudianum"
"FURB37987";33;"Piper+gaudichaudianum"
"FURB37990";33;"Piper+gaudichaudianum"
"FURB37991";33;"Piper+gaudichaudianum"
"FURB37992";33;"Piper+gaudichaudianum"
"FURB37993";33;"Piper+gaudichaudianum"
"FURB37995";33;"Piper+gaudichaudianum"
"FURB38000";33;"Piper+gaudichaudianum"
"FURB38002";33;"Piper+gaudichaudianum"
"FURB38003";33;"Piper+gaudichaudianum"
"FURB38004";34;"Piper+glabratum"
"FURB38005";33;"Piper+gaudichaudianum"
"FURB38007";36;"Piper+hispidum"
"FURB38008";36;"Piper+hispidum"
"FURB38009";36;"Piper+hispidum"
"FURB38010";36;"Piper+hispidum"
"FURB38011";36;"Piper+hispidum"
"FURB38012";36;"Piper+hispidum"
"FURB38013";36;"Piper+hispidum"
"FURB38015";36;"Piper+hispidum"
"FURB38016";36;"Piper+hispidum"
"FURB38017";36;"Piper+hispidum"
"FURB38018";36;"Piper+hispidum"
"FURB38019";36;"Piper+hispidum"
"FURB38020";36;"Piper+hispidum"
"FURB38022_1";36;"Piper+hispidum"
"FURB38023";37;"Piper+malacophyllum"
"FURB38024";36;"Piper+hispidum"
"FURB38026";36;"Piper+hispidum"
"FURB38027";36;"Piper+hispidum"
"FURB38028";36;"Piper+hispidum"
"FURB38029";36;"Piper+hispidum"
"FURB38030";36;"Piper+hispidum"
"FURB38031";36;"Piper+hispidum"
"FURB38032";37;"Piper+malacophyllum"
"FURB38033";36;"Piper+hispidum"
"FURB38034";36;"Piper+hispidum"
"FURB38036";36;"Piper+hispidum"
"FURB38037";37;"Piper+malacophyllum"
"FURB38038";37;"Piper+malacophyllum"
"FURB38039";37;"Piper+malacophyllum"
"FURB38041";42;"Piper+ovatum"
"FURB38042";37;"Piper+malacophyllum"
"FURB38056";38;"Piper+mikanianum"
"FURB38058";38;"Piper+mikanianum"
"FURB38061";38;"Piper+mikanianum"
"FURB38062";38;"Piper+mikanianum"
"FURB38068";38;"Piper+mikanianum"
"FURB38069";38;"Piper+mikanianum"
"FURB38070";38;"Piper+mikanianum"
"FURB38071";38;"Piper+mikanianum"
"FURB38072";38;"Piper+mikanianum"
"FURB38073";38;"Piper+mikanianum"
"FURB38086";38;"Piper+mikanianum"
"FURB38092";38;"Piper+mikanianum"
"FURB38095";39;"Piper+miquelianum"
"FURB38096_1";39;"Piper+miquelianum"
"FURB38098";39;"Piper+miquelianum"
"FURB38100";39;"Piper+miquelianum"
"FURB38101";39;"Piper+miquelianum"
"FURB38102";39;"Piper+miquelianum"
"FURB38103";39;"Piper+miquelianum"
"FURB38104";39;"Piper+miquelianum"
"FURB38105";39;"Piper+miquelianum"
"FURB38106";39;"Piper+miquelianum"
"FURB38107";39;"Piper+miquelianum"
"FURB38109";39;"Piper+miquelianum"
"FURB38112";39;"Piper+miquelianum"
"FURB38114";39;"Piper+miquelianum"
"FURB38115";39;"Piper+miquelianum"
"FURB38116";39;"Piper+miquelianum"
"FURB38126";39;"Piper+miquelianum"
"FURB38128";40;"Piper+mollicomum"
"FURB38129";40;"Piper+mollicomum"
"FURB38132";40;"Piper+mollicomum"
"FURB38135";40;"Piper+mollicomum"
"FURB38139";40;"Piper+mollicomum"
"FURB38142";40;"Piper+mollicomum"
"FURB38143";40;"Piper+mollicomum"
"FURB38162";42;"Piper+ovatum"
