"filename";"fold";"specific_epithet"
"CEN00041576";2;"Peperomia+arifolia"
"CEN00044965";36;"Piper+dilatatum"
"CEN00044966";28;"Piper+aduncum"
"CEN00044967";55;"Piper+xylosteoides"
"CEN00044983";31;"Piper+arboreum"
"CEN00044984";48;"Piper+mollicomum"
"CEN00044987";47;"Piper+miquelianum"
"CEN00044989";28;"Piper+aduncum"
"CEN00044990";50;"Piper+regnellii"
"CEN00044991";28;"Piper+aduncum"
"CEN00044992";52;"Piper+solmsianum"
"CEN00044993";52;"Piper+solmsianum"
"CEN00044995";4;"Peperomia+blanda"
"CEN00044996";31;"Piper+arboreum"
"CEN00044998";39;"Piper+glabratum"
"CEN00045000";30;"Piper+amplum"
"CEN00045009";41;"Piper+hayneanum"
"CEN00045012";31;"Piper+arboreum"
"CEN00045013";27;"Peperomia+urocarpa"
"CEN00045015";10;"Peperomia+glabella"
"CEN00045016";6;"Peperomia+circinnata"
"CEN00045020";50;"Piper+regnellii"
"CEN00045021";28;"Piper+aduncum"
"CEN00045022";50;"Piper+regnellii"
"CEN00045025";36;"Piper+dilatatum"
"CEN00045026";28;"Piper+aduncum"
"CEN00045027";48;"Piper+mollicomum"
"CEN00045028";28;"Piper+aduncum"
"CEN00045029";29;"Piper+amalago"
"CEN00045030";28;"Piper+aduncum"
"CEN00047013_1";14;"Peperomia+martiana"
"CEN00047014";5;"Peperomia+catharinae"
"CEN00047015";10;"Peperomia+glabella"
"CEN00047028";28;"Piper+aduncum"
"CEN00047033";34;"Piper+cernuum"
"CEN00047034";36;"Piper+dilatatum"
"CEN00047035";31;"Piper+arboreum"
"CEN00047036";37;"Piper+diospyrifolium"
"CEN00047094";55;"Piper+xylosteoides"
"CEN00047096";2;"Peperomia+arifolia"
"CEN00047104";50;"Piper+regnellii"
"CEN00047116";33;"Piper+caldense"
"CEN00047117";12;"Peperomia+hispidula"
"CEN00050798";55;"Piper+xylosteoides"
"CEN00050799";40;"Piper+grazielae"
"CEN00050801";55;"Piper+xylosteoides"
"CEN00050833";50;"Piper+regnellii"
"CEN00051595";46;"Piper+mikanianum"
"CEN00051635";55;"Piper+xylosteoides"
"CEN00051640";27;"Peperomia+urocarpa"
"CEN00051643";27;"Peperomia+urocarpa"
"CEN00051646";1;"Peperomia+alata"
"CEN00051652";30;"Piper+amplum"
"CEN00051653";7;"Peperomia+corcovadensis"
"CEN00051654";34;"Piper+cernuum"
"CEN00051662";27;"Peperomia+urocarpa"
"CEN00051671";5;"Peperomia+catharinae"
"CEN00051676";42;"Piper+hispidum"
"CEN00051681";1;"Peperomia+alata"
"CEN00051682";5;"Peperomia+catharinae"
"CEN00062426";38;"Piper+gaudichaudianum"
"CEN00065615";29;"Piper+amalago"
"CEN00076992";39;"Piper+glabratum"
"CEN00076994";29;"Piper+amalago"
"CEN00077004";48;"Piper+mollicomum"
"CEN00077011";47;"Piper+miquelianum"
"CEN00081307";39;"Piper+glabratum"
"ESA083235";36;"Piper+dilatatum"
"ESA083273";36;"Piper+dilatatum"
"ESA083369";55;"Piper+xylosteoides"
"ESA083385";29;"Piper+amalago"
"ESA088043";14;"Peperomia+martiana"
"ESA088064";9;"Peperomia+galioides"
"ESA113069";54;"Piper+viminifolium"
"ESA113113";42;"Piper+hispidum"
"ESA113126";38;"Piper+gaudichaudianum"
"ESA116207";29;"Piper+amalago"
"EVB000194";4;"Peperomia+blanda"
"EVB000213";28;"Piper+aduncum"
"EVB000214";47;"Piper+miquelianum"
"EVB001667";39;"Piper+glabratum"
"FLOR0007410";38;"Piper+gaudichaudianum"
"FLOR0007479";47;"Piper+miquelianum"
"FLOR0015416";45;"Piper+malacophyllum"
"FLOR0015517";47;"Piper+miquelianum"
"FLOR0015699";38;"Piper+gaudichaudianum"
"FLOR0023295_1";42;"Piper+hispidum"
"FLOR0023298_1";38;"Piper+gaudichaudianum"
"FURB03011";39;"Piper+glabratum"
"FURB03026";51;"Piper+reitzii"
"FURB37789";33;"Piper+caldense"
"FURB37909";35;"Piper+crassinervium"
"FURB38004";39;"Piper+glabratum"
"FURB38017";42;"Piper+hispidum"
"FURB38019";42;"Piper+hispidum"
"FURB38062";46;"Piper+mikanianum"
"FURB38069";46;"Piper+mikanianum"
"FURB38267";55;"Piper+xylosteoides"
"FURB38323";55;"Piper+xylosteoides"
"FURB38506";28;"Piper+aduncum"
"FURB38507";28;"Piper+aduncum"
"FURB38518";28;"Piper+aduncum"
"FURB38521";28;"Piper+aduncum"
"HDJF001296_01";29;"Piper+amalago"
"HDJF001297_01";29;"Piper+amalago"
"HUCP00016567";38;"Piper+gaudichaudianum"
"HUEFS0034199";25;"Peperomia+trineura"
"HUEFS0067611";47;"Piper+miquelianum"
"HUEFS0071396";2;"Peperomia+arifolia"
"HUEFS0083018";41;"Piper+hayneanum"
"HUEFS0142107";24;"Peperomia+tetraphylla"
"HUEM000009835";3;"Peperomia+barbarana"
"HUEM000009836";5;"Peperomia+catharinae"
"HUEM000009837";5;"Peperomia+catharinae"
"HUEM000009838";6;"Peperomia+circinnata"
"HUEM000009839";6;"Peperomia+circinnata"
"HUEM000009841";7;"Peperomia+corcovadensis"
"HUEM000009849";10;"Peperomia+glabella"
"HUEM000009851";10;"Peperomia+glabella"
"HUEM000009853";13;"Peperomia+hydrocotyloides"
"HUEM000009854";14;"Peperomia+martiana"
"HUEM000009861";17;"Peperomia+pereskiaefolia"
"HUEM000009862";17;"Peperomia+pereskiaefolia"
"HUEM000009864";17;"Peperomia+pereskiaefolia"
"HUEM000009865";17;"Peperomia+pereskiaefolia"
"HUEM000009867";17;"Peperomia+pereskiaefolia"
"HUEM000009871";21;"Peperomia+rotundifolia"
"HUEM000009872";21;"Peperomia+rotundifolia"
"HUEM000009873";21;"Peperomia+rotundifolia"
"HUEM000009875";21;"Peperomia+rotundifolia"
"HUEM000009885";24;"Peperomia+tetraphylla"
"HUEM000009899";28;"Piper+aduncum"
"HUEM000009902";28;"Piper+aduncum"
"HUEM000009904";28;"Piper+aduncum"
"HUEM000009905";28;"Piper+aduncum"
"HUEM000009906";28;"Piper+aduncum"
"HUEM000009907";29;"Piper+amalago"
"HUEM000009908";29;"Piper+amalago"
"HUEM000009911";29;"Piper+amalago"
"HUEM000009912";29;"Piper+amalago"
"HUEM000009913";29;"Piper+amalago"
"HUEM000009914";29;"Piper+amalago"
"HUEM000009923";29;"Piper+amalago"
"HUEM000009934";29;"Piper+amalago"
"HUEM000009935";29;"Piper+amalago"
"HUEM000009936";29;"Piper+amalago"
"HUEM000009937";29;"Piper+amalago"
"HUEM000009939";29;"Piper+amalago"
"HUEM000009940";29;"Piper+amalago"
"HUEM000009942";29;"Piper+amalago"
"HUEM000009943";29;"Piper+amalago"
"HUEM000009945";29;"Piper+amalago"
"HUEM000009946";29;"Piper+amalago"
"HUEM000009947";29;"Piper+amalago"
"HUEM000009948";29;"Piper+amalago"
"HUEM000009949";29;"Piper+amalago"
"HUEM000009952";29;"Piper+amalago"
"HUEM000009953";29;"Piper+amalago"
"HUEM000009954";29;"Piper+amalago"
"HUEM000009955";29;"Piper+amalago"
"HUEM000009956";29;"Piper+amalago"
"HUEM000009957";29;"Piper+amalago"
"HUEM000009958";31;"Piper+arboreum"
"HUEM000009959";31;"Piper+arboreum"
"HUEM000009962";31;"Piper+arboreum"
"HUEM000009964";31;"Piper+arboreum"
"HUEM000009968";31;"Piper+arboreum"
"HUEM000009969";31;"Piper+arboreum"
"HUEM000009970";31;"Piper+arboreum"
"HUEM000009971";31;"Piper+arboreum"
"HUEM000009972";30;"Piper+amplum"
"HUEM000009975";40;"Piper+grazielae"
"HUEM000009976";40;"Piper+grazielae"
"HUEM000009977";40;"Piper+grazielae"
"HUEM000009978";40;"Piper+grazielae"
"HUEM000009979";40;"Piper+grazielae"
"HUEM000009980";40;"Piper+grazielae"
"HUEM000009981";40;"Piper+grazielae"
"HUEM000009982";40;"Piper+grazielae"
"HUEM000009983";40;"Piper+grazielae"
"HUEM000009984";40;"Piper+grazielae"
"HUEM000009985";40;"Piper+grazielae"
"HUEM000009986";40;"Piper+grazielae"
"HUEM000009987";40;"Piper+grazielae"
"HUEM000009988";40;"Piper+grazielae"
"HUEM000009989";40;"Piper+grazielae"
"HUEM000009990";40;"Piper+grazielae"
"HUEM000009991";40;"Piper+grazielae"
"HUEM000009992";40;"Piper+grazielae"
"HUEM000009993";40;"Piper+grazielae"
"HUEM000009994";40;"Piper+grazielae"
"HUEM000009995";40;"Piper+grazielae"
"HUEM000009999";35;"Piper+crassinervium"
"HUEM000010002";35;"Piper+crassinervium"
"HUEM000010003";35;"Piper+crassinervium"
"HUEM000010006";37;"Piper+diospyrifolium"
"HUEM000010008";38;"Piper+gaudichaudianum"
"HUEM000010009";38;"Piper+gaudichaudianum"
"HUEM000010014";38;"Piper+gaudichaudianum"
"HUEM000010015";38;"Piper+gaudichaudianum"
"HUEM000010018";38;"Piper+gaudichaudianum"
"HUEM000010019";38;"Piper+gaudichaudianum"
"HUEM000010020";38;"Piper+gaudichaudianum"
"HUEM000010021";38;"Piper+gaudichaudianum"
"HUEM000010023";38;"Piper+gaudichaudianum"
"HUEM000010024";38;"Piper+gaudichaudianum"
"HUEM000010026";38;"Piper+gaudichaudianum"
"HUEM000010027";38;"Piper+gaudichaudianum"
"HUEM000010028";39;"Piper+glabratum"
"HUEM000010029";39;"Piper+glabratum"
"HUEM000010030";39;"Piper+glabratum"
"HUEM000010031";39;"Piper+glabratum"
"HUEM000010032";39;"Piper+glabratum"
"HUEM000010033";39;"Piper+glabratum"
"HUEM000010034";39;"Piper+glabratum"
"HUEM000010035";39;"Piper+glabratum"
"HUEM000010036";39;"Piper+glabratum"
"HUEM000010037";39;"Piper+glabratum"
"HUEM000010039";39;"Piper+glabratum"
"HUEM000010040";39;"Piper+glabratum"
"HUEM000010041";39;"Piper+glabratum"
"HUEM000010042";42;"Piper+hispidum"
"HUEM000010043";42;"Piper+hispidum"
"HUEM000010044";42;"Piper+hispidum"
"HUEM000010045";42;"Piper+hispidum"
"HUEM000010047";42;"Piper+hispidum"
"HUEM000010048";42;"Piper+hispidum"
"HUEM000010049";42;"Piper+hispidum"
"HUEM000010052";42;"Piper+hispidum"
"HUEM000010053";42;"Piper+hispidum"
"HUEM000010054";42;"Piper+hispidum"
"HUEM000010055";42;"Piper+hispidum"
"HUEM000010056";42;"Piper+hispidum"
"HUEM000010057";42;"Piper+hispidum"
"HUEM000010058";42;"Piper+hispidum"
"HUEM000010060";44;"Piper+macedoi"
"HUEM000010061";45;"Piper+malacophyllum"
"HUEM000010062";45;"Piper+malacophyllum"
"HUEM000010064";45;"Piper+malacophyllum"
"HUEM000010065";45;"Piper+malacophyllum"
"HUEM000010066";47;"Piper+miquelianum"
"HUEM000010067";47;"Piper+miquelianum"
"HUEM000010068";47;"Piper+miquelianum"
"HUEM000010069";47;"Piper+miquelianum"
"HUEM000010070";47;"Piper+miquelianum"
"HUEM000010071";47;"Piper+miquelianum"
"HUEM000010072";47;"Piper+miquelianum"
"HUEM000010074";47;"Piper+miquelianum"
"HUEM000010075";46;"Piper+mikanianum"
"HUEM000010076";46;"Piper+mikanianum"
"HUEM000010077";46;"Piper+mikanianum"
"HUEM000010078";48;"Piper+mollicomum"
"HUEM000010080";48;"Piper+mollicomum"
"HUEM000010087";50;"Piper+regnellii"
"HUEM000010088";50;"Piper+regnellii"
"HUEM000010089";50;"Piper+regnellii"
"HUEM000010090";50;"Piper+regnellii"
"HUEM000010091";50;"Piper+regnellii"
"HUEM000010102";54;"Piper+viminifolium"
"HUEM000010103";54;"Piper+viminifolium"
"HUEM000010104";54;"Piper+viminifolium"
"HUEM000010105";54;"Piper+viminifolium"
"HUEM000010106";54;"Piper+viminifolium"
"HUEM000010107";55;"Piper+xylosteoides"
"HUEM000010108";55;"Piper+xylosteoides"
"HUEM000014322";14;"Peperomia+martiana"
"HUEM000014324";14;"Peperomia+martiana"
"HUEM000014325";14;"Peperomia+martiana"
"HUEM000014326";21;"Peperomia+rotundifolia"
"HUEM000014329";24;"Peperomia+tetraphylla"
"HUEM000020152";20;"Peperomia+rhombea"
"HUEM000020153";17;"Peperomia+pereskiaefolia"
"HUEM000020154";15;"Peperomia+nitida"
"HUFU00019855";38;"Piper+gaudichaudianum"
"HUFU00019858";38;"Piper+gaudichaudianum"
"HUFU00019861";38;"Piper+gaudichaudianum"
"HUFU00019864";42;"Piper+hispidum"
"HUFU00019919";54;"Piper+viminifolium"
"HUFU00069279";1;"Peperomia+alata"
"HUFU00069282";52;"Piper+solmsianum"
"INPA0112891";33;"Piper+caldense"
"INPA0112928";39;"Piper+glabratum"
"INPA0112929";55;"Piper+xylosteoides"
"INPA0112930";38;"Piper+gaudichaudianum"
"INPA0112932";55;"Piper+xylosteoides"
"INPA0112933";31;"Piper+arboreum"
"INPA0112935";10;"Peperomia+glabella"
"INPA0112939";19;"Peperomia+pseudoestrellensis"
"INPA0112947";52;"Piper+solmsianum"
"INPA0112958_e1";27;"Peperomia+urocarpa"
"INPA0112965";16;"Peperomia+pereirae"
"INPA0124706";38;"Piper+gaudichaudianum"
"INPA0215703";47;"Piper+miquelianum"
"INPA0240893";55;"Piper+xylosteoides"
"INPA0240911";39;"Piper+glabratum"
"INPA0240912";47;"Piper+miquelianum"
"INPA0241127";38;"Piper+gaudichaudianum"
"INPA0241150";46;"Piper+mikanianum"
"INPA0241151";50;"Piper+regnellii"
"INPA0241154";46;"Piper+mikanianum"
"LUSC004949";35;"Piper+crassinervium"
"LUSC004952";29;"Piper+amalago"
"MBM000022";10;"Peperomia+glabella"
"MBM000032";38;"Piper+gaudichaudianum"
"MBM000033";52;"Piper+solmsianum"
"MBM000034";10;"Peperomia+glabella"
"MBM000071";37;"Piper+diospyrifolium"
"MBM000227";21;"Peperomia+rotundifolia"
"MBM000328";38;"Piper+gaudichaudianum"
"MBM001322";33;"Piper+caldense"
"MBM002001";47;"Piper+miquelianum"
"MBM002003";52;"Piper+solmsianum"
"MBM003957";29;"Piper+amalago"
"MBM004123";38;"Piper+gaudichaudianum"
"MBM004124";24;"Peperomia+tetraphylla"
"MBM004126";7;"Peperomia+corcovadensis"
"MBM009322";4;"Peperomia+blanda"
"MBM009323";27;"Peperomia+urocarpa"
"MBM009324";14;"Peperomia+martiana"
"MBM009325";27;"Peperomia+urocarpa"
"MBM009326";27;"Peperomia+urocarpa"
"MBM009327";14;"Peperomia+martiana"
"MBM009328";42;"Piper+hispidum"
"MBM009329";42;"Piper+hispidum"
"MBM009330";42;"Piper+hispidum"
"MBM009331";24;"Peperomia+tetraphylla"
"MBM009332";26;"Peperomia+trineuroides"
"MBM009333";25;"Peperomia+trineura"
"MBM009334";10;"Peperomia+glabella"
"MBM009335";47;"Piper+miquelianum"
"MBM009336_1";29;"Piper+amalago"
"MBM009337";29;"Piper+amalago"
"MBM009338";29;"Piper+amalago"
"MBM009339";33;"Piper+caldense"
"MBM009340";35;"Piper+crassinervium"
"MBM009341";31;"Piper+arboreum"
"MBM009342";7;"Peperomia+corcovadensis"
"MBM009343";24;"Peperomia+tetraphylla"
"MBM009344";7;"Peperomia+corcovadensis"
"MBM009345";1;"Peperomia+alata"
"MBM009351";44;"Piper+macedoi"
"MBM009352";36;"Piper+dilatatum"
"MBM009353";24;"Peperomia+tetraphylla"
"MBM009354";24;"Peperomia+tetraphylla"
"MBM009357";21;"Peperomia+rotundifolia"
"MBM009362";39;"Piper+glabratum"
"MBM009363";35;"Piper+crassinervium"
"MBM009365";39;"Piper+glabratum"
"MBM009366";39;"Piper+glabratum"
"MBM009367";43;"Piper+lhotzkianum"
"MBM009368";55;"Piper+xylosteoides"
"MBM009369";46;"Piper+mikanianum"
"MBM009370";55;"Piper+xylosteoides"
"MBM009371";55;"Piper+xylosteoides"
"MBM014583";12;"Peperomia+hispidula"
"MBM021806";55;"Piper+xylosteoides"
"MBM021816";55;"Piper+xylosteoides"
"MBM021817";52;"Piper+solmsianum"
"MBM021820";47;"Piper+miquelianum"
"MBM021822";55;"Piper+xylosteoides"
"MBM021826";45;"Piper+malacophyllum"
"MBM021834";52;"Piper+solmsianum"
"MBM021835";38;"Piper+gaudichaudianum"
"MBM021836";45;"Piper+malacophyllum"
"MBM021837";3;"Peperomia+barbarana"
"MBM021844";10;"Peperomia+glabella"
"MBM021845";19;"Peperomia+pseudoestrellensis"
"MBM025499";11;"Peperomia+hilariana"
"MBM033182";52;"Piper+solmsianum"
"MBM033183";24;"Peperomia+tetraphylla"
"MBM033184";55;"Piper+xylosteoides"
"MBM033187";10;"Peperomia+glabella"
"MBM033188";55;"Piper+xylosteoides"
"MBM033189";31;"Piper+arboreum"
"MBM033193";2;"Peperomia+arifolia"
"MBM033194";39;"Piper+glabratum"
"MBM033195";53;"Piper+umbellatum"
"MBM033196";39;"Piper+glabratum"
"MBM033197";48;"Piper+mollicomum"
"MBM033199";38;"Piper+gaudichaudianum"
"MBM033200";47;"Piper+miquelianum"
"MBM033201";24;"Peperomia+tetraphylla"
"MBM033202";55;"Piper+xylosteoides"
"MBM033203";50;"Piper+regnellii"
"MBM033204";55;"Piper+xylosteoides"
"MBM033205";34;"Piper+cernuum"
"MBM033208";39;"Piper+glabratum"
"MBM033213";31;"Piper+arboreum"
"MBM033214";38;"Piper+gaudichaudianum"
"MBM033215";53;"Piper+umbellatum"
"MBM033218";38;"Piper+gaudichaudianum"
"MBM033219";36;"Piper+dilatatum"
"MBM034331";34;"Piper+cernuum"
"MBM034332";24;"Peperomia+tetraphylla"
"MBM037586";7;"Peperomia+corcovadensis"
"MBM037589";34;"Piper+cernuum"
"MBM037590";55;"Piper+xylosteoides"
"MBM037591";55;"Piper+xylosteoides"
"MBM037592";1;"Peperomia+alata"
"MBM037593";10;"Peperomia+glabella"
"MBM037594";33;"Piper+caldense"
"MBM037595";40;"Piper+grazielae"
"MBM037596";53;"Piper+umbellatum"
"MBM037598";7;"Peperomia+corcovadensis"
"MBM037872";55;"Piper+xylosteoides"
"MBM037875";38;"Piper+gaudichaudianum"
"MBM037879";14;"Peperomia+martiana"
"MBM037881";47;"Piper+miquelianum"
"MBM037883";9;"Peperomia+galioides"
"MBM037884";52;"Piper+solmsianum"
"MBM044860";29;"Piper+amalago"
"MBM044861";31;"Piper+arboreum"
"MBM044862";29;"Piper+amalago"
"MBM044863";29;"Piper+amalago"
"MBM044864";29;"Piper+amalago"
"MBM044865";29;"Piper+amalago"
"MBM044868";31;"Piper+arboreum"
"MBM044869";31;"Piper+arboreum"
"MBM044870";31;"Piper+arboreum"
"MBM044872";38;"Piper+gaudichaudianum"
"MBM044873";34;"Piper+cernuum"
"MBM044875";34;"Piper+cernuum"
"MBM044876";35;"Piper+crassinervium"
"MBM044878";38;"Piper+gaudichaudianum"
"MBM044879";38;"Piper+gaudichaudianum"
"MBM044881";35;"Piper+crassinervium"
"MBM044882";35;"Piper+crassinervium"
"MBM044883";38;"Piper+gaudichaudianum"
"MBM044884";38;"Piper+gaudichaudianum"
"MBM044885";36;"Piper+dilatatum"
"MBM044888";38;"Piper+gaudichaudianum"
"MBM044892";42;"Piper+hispidum"
"MBM044893";39;"Piper+glabratum"
"MBM044894";39;"Piper+glabratum"
"MBM044895";39;"Piper+glabratum"
"MBM044896";52;"Piper+solmsianum"
"MBM044897";52;"Piper+solmsianum"
"MBM044898";42;"Piper+hispidum"
"MBM044899";42;"Piper+hispidum"
"MBM044900";46;"Piper+mikanianum"
"MBM044901";44;"Piper+macedoi"
"MBM044902";44;"Piper+macedoi"
"MBM044903";46;"Piper+mikanianum"
"MBM044904";46;"Piper+mikanianum"
"MBM044905";46;"Piper+mikanianum"
"MBM044906";49;"Piper+mosenii"
"MBM044907";49;"Piper+mosenii"
"MBM044908";46;"Piper+mikanianum"
"MBM044909";49;"Piper+mosenii"
"MBM044911";48;"Piper+mollicomum"
"MBM044917";51;"Piper+reitzii"
"MBM044918";51;"Piper+reitzii"
"MBM044919";52;"Piper+solmsianum"
"MBM044920";52;"Piper+solmsianum"
"MBM044922";55;"Piper+xylosteoides"
"MBM044924";54;"Piper+viminifolium"
"MBM044926";52;"Piper+solmsianum"
"MBM044927";55;"Piper+xylosteoides"
"MBM044928";55;"Piper+xylosteoides"
"MBM044929";55;"Piper+xylosteoides"
"MBM044930";55;"Piper+xylosteoides"
"MBM044931";55;"Piper+xylosteoides"
"MBM044932";55;"Piper+xylosteoides"
"MBM044933";55;"Piper+xylosteoides"
"MBM044935";55;"Piper+xylosteoides"
"MBM044936";55;"Piper+xylosteoides"
"MBM044951";19;"Peperomia+pseudoestrellensis"
"MBM044952";33;"Piper+caldense"
"MBM044953";20;"Peperomia+rhombea"
"MBM044954";52;"Piper+solmsianum"
"MBM044956";33;"Piper+caldense"
"MBM044957";24;"Peperomia+tetraphylla"
"MBM044958";15;"Peperomia+nitida"
"MBM044959";21;"Peperomia+rotundifolia"
"MBM044961";39;"Piper+glabratum"
"MBM044962";7;"Peperomia+corcovadensis"
"MBM044964";38;"Piper+gaudichaudianum"
"MBM044966";36;"Piper+dilatatum"
"MBM044967";52;"Piper+solmsianum"
"MBM044968";33;"Piper+caldense"
"MBM044970";13;"Peperomia+hydrocotyloides"
"MBM044971";2;"Peperomia+arifolia"
"MBM044974";29;"Piper+amalago"
"MBM044977";21;"Peperomia+rotundifolia"
"MBM044978";55;"Piper+xylosteoides"
"MBM044982";52;"Piper+solmsianum"
"MBM044983";33;"Piper+caldense"
"MBM044984";10;"Peperomia+glabella"
"MBM044987";37;"Piper+diospyrifolium"
"MBM044988";47;"Piper+miquelianum"
"MBM044989";47;"Piper+miquelianum"
"MBM044993";53;"Piper+umbellatum"
"MBM044994";40;"Piper+grazielae"
"MBM044995";40;"Piper+grazielae"
"MBM044996";40;"Piper+grazielae"
"MBM044997";27;"Peperomia+urocarpa"
"MBM044998";27;"Peperomia+urocarpa"
"MBM044999";27;"Peperomia+urocarpa"
"MBM045002";22;"Peperomia+rupestris"
"MBM045003";21;"Peperomia+rotundifolia"
"MBM045004";21;"Peperomia+rotundifolia"
"MBM045005";19;"Peperomia+pseudoestrellensis"
"MBM045008";15;"Peperomia+nitida"
"MBM045009";18;"Peperomia+pereskiifolia"
"MBM045010";18;"Peperomia+pereskiifolia"
"MBM045011";18;"Peperomia+pereskiifolia"
"MBM045014";21;"Peperomia+rotundifolia"
"MBM045016";24;"Peperomia+tetraphylla"
"MBM045019";19;"Peperomia+pseudoestrellensis"
"MBM045020";24;"Peperomia+tetraphylla"
"MBM045021";22;"Peperomia+rupestris"
"MBM045022";22;"Peperomia+rupestris"
"MBM045023";25;"Peperomia+trineura"
"MBM045026";24;"Peperomia+tetraphylla"
"MBM045027";24;"Peperomia+tetraphylla"
"MBM045028";24;"Peperomia+tetraphylla"
"MBM045030";24;"Peperomia+tetraphylla"
"MBM045031";24;"Peperomia+tetraphylla"
"MBM045032";24;"Peperomia+tetraphylla"
"MBM045033";24;"Peperomia+tetraphylla"
"MBM045034";24;"Peperomia+tetraphylla"
"MBM045035";24;"Peperomia+tetraphylla"
"MBM045036";24;"Peperomia+tetraphylla"
"MBM045037";26;"Peperomia+trineuroides"
"MBM045038";26;"Peperomia+trineuroides"
"MBM045039";26;"Peperomia+trineuroides"
"MBM045040";24;"Peperomia+tetraphylla"
"MBM045043";24;"Peperomia+tetraphylla"
"MBM045044";27;"Peperomia+urocarpa"
"MBM045045";27;"Peperomia+urocarpa"
"MBM045046";27;"Peperomia+urocarpa"
"MBM045047";27;"Peperomia+urocarpa"
"MBM045048";27;"Peperomia+urocarpa"
"MBM045049";27;"Peperomia+urocarpa"
"MBM045050";27;"Peperomia+urocarpa"
"MBM045051";27;"Peperomia+urocarpa"
"MBM045055";5;"Peperomia+catharinae"
"MBM045056";5;"Peperomia+catharinae"
"MBM045057";5;"Peperomia+catharinae"
"MBM045058";5;"Peperomia+catharinae"
"MBM045059";4;"Peperomia+blanda"
"MBM045060";1;"Peperomia+alata"
"MBM045061";1;"Peperomia+alata"
"MBM045062";1;"Peperomia+alata"
"MBM045063";1;"Peperomia+alata"
"MBM045066";3;"Peperomia+barbarana"
"MBM045068";3;"Peperomia+barbarana"
"MBM045070";4;"Peperomia+blanda"
"MBM045071";5;"Peperomia+catharinae"
"MBM045072";5;"Peperomia+catharinae"
"MBM045073";5;"Peperomia+catharinae"
"MBM045075";5;"Peperomia+catharinae"
"MBM045076";5;"Peperomia+catharinae"
"MBM045077";7;"Peperomia+corcovadensis"
"MBM045078";7;"Peperomia+corcovadensis"
"MBM045080";7;"Peperomia+corcovadensis"
"MBM045081";8;"Peperomia+emarginella"
"MBM045083";7;"Peperomia+corcovadensis"
"MBM045085";9;"Peperomia+galioides"
"MBM045087";8;"Peperomia+emarginella"
"MBM045088";10;"Peperomia+glabella"
"MBM045089";10;"Peperomia+glabella"
"MBM045090";7;"Peperomia+corcovadensis"
"MBM045091";7;"Peperomia+corcovadensis"
"MBM045093";7;"Peperomia+corcovadensis"
"MBM045094";7;"Peperomia+corcovadensis"
"MBM045095";10;"Peperomia+glabella"
"MBM045096";10;"Peperomia+glabella"
"MBM045101";6;"Peperomia+circinnata"
"MBM045102";7;"Peperomia+corcovadensis"
"MBM045103";5;"Peperomia+catharinae"
"MBM045104";5;"Peperomia+catharinae"
"MBM045107";14;"Peperomia+martiana"
"MBM045109";4;"Peperomia+blanda"
"MBM045110";4;"Peperomia+blanda"
"MBM045112";12;"Peperomia+hispidula"
"MBM045113";7;"Peperomia+corcovadensis"
"MBM045115";14;"Peperomia+martiana"
"MBM045117";14;"Peperomia+martiana"
