"filename";"fold";"specific_epithet"
"CEN00032032_1";5;"Piper+amalago"
"CEN00032068";10;"Piper+fuligineum"
"CEN00032100";6;"Piper+arboreum"
"CEN00033331";6;"Piper+arboreum"
"CEN00033366";13;"Piper+ovatum"
"CEN00033793";9;"Piper+dilatatum"
"CEN00033796";9;"Piper+dilatatum"
"CEN00033799";4;"Piper+aduncum"
"CEN00034309";14;"Piper+regnellii"
"CEN00034756";14;"Piper+regnellii"
"CEN00035394";4;"Piper+aduncum"
"CEN00035399";4;"Piper+aduncum"
"CEN00036400";4;"Piper+aduncum"
"CEN00036401";14;"Piper+regnellii"
"CEN00036402";4;"Piper+aduncum"
"CEN00036403";4;"Piper+aduncum"
"CEN00036405";6;"Piper+arboreum"
"CEN00036406";5;"Piper+amalago"
"CEN00036407";13;"Piper+ovatum"
"CEN00036414";14;"Piper+regnellii"
"CEN00036415";7;"Piper+caldense"
"CEN00036416";10;"Piper+fuligineum"
"CEN00036417";4;"Piper+aduncum"
"CEN00036419";4;"Piper+aduncum"
"CEN00036420";13;"Piper+ovatum"
"CEN00036421";6;"Piper+arboreum"
"CEN00036422";17;"Piper+xylosteoides"
"CEN00036423";17;"Piper+xylosteoides"
"CEN00036424";4;"Piper+aduncum"
"CEN00036425";17;"Piper+xylosteoides"
"CEN00036426";13;"Piper+ovatum"
"CEN00036427";15;"Piper+tectoniifolium"
"CEN00036429";9;"Piper+dilatatum"
"CEN00036430";17;"Piper+xylosteoides"
"CEN00036439";10;"Piper+fuligineum"
"CEN00036440";4;"Piper+aduncum"
"CEN00038025";15;"Piper+tectoniifolium"
"CEN00038026";6;"Piper+arboreum"
"CEN00038027";15;"Piper+tectoniifolium"
"CEN00039435";7;"Piper+caldense"
"CEN00039439";6;"Piper+arboreum"
"CEN00039661";4;"Piper+aduncum"
"CEN00039756";4;"Piper+aduncum"
"CEN00039757_1";8;"Piper+cuyabanum"
"CEN00039758";9;"Piper+dilatatum"
"CEN00039774";6;"Piper+arboreum"
"CEN00039776";10;"Piper+fuligineum"
"CEN00039777";17;"Piper+xylosteoides"
"CEN00039778";1;"Peperomia+circinnata"
"CEN00039781";6;"Piper+arboreum"
"CEN00040115";9;"Piper+dilatatum"
"CEN00040156";6;"Piper+arboreum"
"CEN00040184";10;"Piper+fuligineum"
"CEN00040190";4;"Piper+aduncum"
"CEN00040313";4;"Piper+aduncum"
"CEN00040318";9;"Piper+dilatatum"
"CEN00040860";1;"Peperomia+circinnata"
"CEN00040947";10;"Piper+fuligineum"
"CEN00041050";4;"Piper+aduncum"
"CEN00041051";10;"Piper+fuligineum"
"CEN00041377";5;"Piper+amalago"
"CEN00041555";5;"Piper+amalago"
"CEN00042023";9;"Piper+dilatatum"
"CEN00042180";12;"Piper+hispidum"
"CEN00042182";14;"Piper+regnellii"
"CEN00042195";14;"Piper+regnellii"
"CEN00042201";9;"Piper+dilatatum"
"CEN00043142";2;"Peperomia+elongata"
"CEN00043143";1;"Peperomia+circinnata"
"CEN00043165";9;"Piper+dilatatum"
"CEN00043245";6;"Piper+arboreum"
"CEN00043560";9;"Piper+dilatatum"
"CEN00043708";9;"Piper+dilatatum"
"CEN00044058";4;"Piper+aduncum"
"CEN00044096";4;"Piper+aduncum"
"CEN00044119";10;"Piper+fuligineum"
"CEN00044650";8;"Piper+cuyabanum"
"CEN00044661";8;"Piper+cuyabanum"
"CEN00046069";6;"Piper+arboreum"
"CEN00046074";4;"Piper+aduncum"
"CEN00046075";6;"Piper+arboreum"
"CEN00046077";4;"Piper+aduncum"
"CEN00046078";10;"Piper+fuligineum"
"CEN00046080";7;"Piper+caldense"
"CEN00046082";14;"Piper+regnellii"
"CEN00046083";10;"Piper+fuligineum"
"CEN00046084";6;"Piper+arboreum"
"CEN00046085";4;"Piper+aduncum"
"CEN00046087";7;"Piper+caldense"
"CEN00046088";5;"Piper+amalago"
"CEN00046089";13;"Piper+ovatum"
"CEN00046091";17;"Piper+xylosteoides"
"CEN00046094";6;"Piper+arboreum"
"CEN00046095";4;"Piper+aduncum"
"CEN00046096";14;"Piper+regnellii"
"CEN00046098";9;"Piper+dilatatum"
"CEN00046099";4;"Piper+aduncum"
"CEN00046102";1;"Peperomia+circinnata"
"CEN00046103";12;"Piper+hispidum"
"CEN00046104";1;"Peperomia+circinnata"
"CEN00046105";9;"Piper+dilatatum"
"CEN00046107";9;"Piper+dilatatum"
"CEN00046128";6;"Piper+arboreum"
"CEN00046132";1;"Peperomia+circinnata"
"CEN00046133";5;"Piper+amalago"
"CEN00046146";4;"Piper+aduncum"
"CEN00046154";2;"Peperomia+elongata"
"CEN00046155";12;"Piper+hispidum"
"CEN00046156";14;"Piper+regnellii"
"CEN00046170";13;"Piper+ovatum"
"CEN00046196";5;"Piper+amalago"
"CEN00046205";10;"Piper+fuligineum"
"CEN00046208";13;"Piper+ovatum"
"CEN00047017";4;"Piper+aduncum"
"CEN00047091";11;"Piper+glabratum"
"CEN00047092";9;"Piper+dilatatum"
"CEN00047098";15;"Piper+tectoniifolium"
"CEN00047099";15;"Piper+tectoniifolium"
"CEN00047101";10;"Piper+fuligineum"
"CEN00047109";4;"Piper+aduncum"
"CEN00047111";6;"Piper+arboreum"
"CEN00047317";6;"Piper+arboreum"
"CEN00047366";6;"Piper+arboreum"
"CEN00047441";12;"Piper+hispidum"
"CEN00047470";2;"Peperomia+elongata"
"CEN00047678";9;"Piper+dilatatum"
"CEN00048609";6;"Piper+arboreum"
"CEN00048659";17;"Piper+xylosteoides"
"CEN00048671";2;"Peperomia+elongata"
"CEN00048699";9;"Piper+dilatatum"
"CEN00048700";2;"Peperomia+elongata"
"CEN00048814";11;"Piper+glabratum"
"CEN00048815";6;"Piper+arboreum"
"CEN00049140";4;"Piper+aduncum"
"CEN00049729";6;"Piper+arboreum"
"CEN00049731";15;"Piper+tectoniifolium"
"CEN00049798";2;"Peperomia+elongata"
"CEN00049986";17;"Piper+xylosteoides"
"CEN00050190";8;"Piper+cuyabanum"
"CEN00050198";6;"Piper+arboreum"
"CEN00050282";1;"Peperomia+circinnata"
"CEN00050388";6;"Piper+arboreum"
"CEN00050805";4;"Piper+aduncum"
"CEN00050806";8;"Piper+cuyabanum"
"CEN00050810";8;"Piper+cuyabanum"
"CEN00050813";4;"Piper+aduncum"
"CEN00050814";8;"Piper+cuyabanum"
"CEN00050815";8;"Piper+cuyabanum"
"CEN00051664";4;"Piper+aduncum"
"CEN00051666";5;"Piper+amalago"
"CEN00051668";4;"Piper+aduncum"
"CEN00051675";5;"Piper+amalago"
"CEN00051684";5;"Piper+amalago"
"CEN00052729";6;"Piper+arboreum"
"CEN00054170";2;"Peperomia+elongata"
"CEN00054901";10;"Piper+fuligineum"
"CEN00055702";9;"Piper+dilatatum"
"CEN00055703";17;"Piper+xylosteoides"
"CEN00055704";5;"Piper+amalago"
"CEN00055705";4;"Piper+aduncum"
"CEN00055707";15;"Piper+tectoniifolium"
"CEN00055708";13;"Piper+ovatum"
"CEN00055709";17;"Piper+xylosteoides"
"CEN00055711";6;"Piper+arboreum"
"CEN00055712";12;"Piper+hispidum"
"CEN00055713";17;"Piper+xylosteoides"
"CEN00055714";15;"Piper+tectoniifolium"
"CEN00055716";17;"Piper+xylosteoides"
"CEN00055717";9;"Piper+dilatatum"
"CEN00055718";13;"Piper+ovatum"
"CEN00056029";12;"Piper+hispidum"
"CEN00056350";4;"Piper+aduncum"
"CEN00057748";13;"Piper+ovatum"
"CEN00057767";13;"Piper+ovatum"
"CEN00058626";6;"Piper+arboreum"
"CEN00058763";4;"Piper+aduncum"
"CEN00059609";6;"Piper+arboreum"
"CEN00059768";16;"Piper+tuberculatum"
"CEN00060179";5;"Piper+amalago"
"CEN00067063";15;"Piper+tectoniifolium"
"CEN00067385";9;"Piper+dilatatum"
"CEN00069139";4;"Piper+aduncum"
"CEN00071921";10;"Piper+fuligineum"
"CEN00078194";12;"Piper+hispidum"
"CEN00078388";6;"Piper+arboreum"
"CEN00078495";17;"Piper+xylosteoides"
"CEN00078498";6;"Piper+arboreum"
"CEN00078631";6;"Piper+arboreum"
"CEN00078685";6;"Piper+arboreum"
"CEN00078692";6;"Piper+arboreum"
"CEN00079044";7;"Piper+caldense"
"CEN00079131";7;"Piper+caldense"
"CEN00079932";13;"Piper+ovatum"
"CEN00080045";4;"Piper+aduncum"
"CEN00080064";12;"Piper+hispidum"
"CEN00080065";4;"Piper+aduncum"
"CEN00080077";4;"Piper+aduncum"
"CEN00080247";1;"Peperomia+circinnata"
"CEN00080294";14;"Piper+regnellii"
"CEN00080299";4;"Piper+aduncum"
"CEN00080300";4;"Piper+aduncum"
"CEN00080318";13;"Piper+ovatum"
"CEN00082651";4;"Piper+aduncum"
"CEN00082689";1;"Peperomia+circinnata"
"CEN00085191";6;"Piper+arboreum"
"CEN00085243";5;"Piper+amalago"
"CEN00086312";15;"Piper+tectoniifolium"
"CEN00086437";4;"Piper+aduncum"
"CEN00086453";10;"Piper+fuligineum"
"CEN00086484";4;"Piper+aduncum"
"CEN00086492";13;"Piper+ovatum"
"CEN00086493";15;"Piper+tectoniifolium"
"CEN00086495";6;"Piper+arboreum"
"CEN00086499";17;"Piper+xylosteoides"
"CEN00086502";4;"Piper+aduncum"
"CEN00086512";13;"Piper+ovatum"
"CEN00086513";6;"Piper+arboreum"
"CEN00086538";17;"Piper+xylosteoides"
"CEN00086548";10;"Piper+fuligineum"
"CEN00086582";4;"Piper+aduncum"
"CEN00086604";4;"Piper+aduncum"
"CEN00086614";13;"Piper+ovatum"
"CEN00086619";17;"Piper+xylosteoides"
"CEN00086642";10;"Piper+fuligineum"
"CEN00087270";5;"Piper+amalago"
"CEN00087294";9;"Piper+dilatatum"
"CEN00087298";10;"Piper+fuligineum"
"CEN00087676";13;"Piper+ovatum"
"CEN00087699";4;"Piper+aduncum"
"CEN00087700";6;"Piper+arboreum"
"CEN00087718";10;"Piper+fuligineum"
"CEN00087744";17;"Piper+xylosteoides"
"CEN00087778";4;"Piper+aduncum"
"CEN00087877";6;"Piper+arboreum"
"CEN00087924";6;"Piper+arboreum"
"CEN00087927";15;"Piper+tectoniifolium"
"CEN00087986";6;"Piper+arboreum"
"CEN00088053";6;"Piper+arboreum"
"CEN00088077";6;"Piper+arboreum"
"CEN00088129";4;"Piper+aduncum"
"CEN00089011";7;"Piper+caldense"
"CEN00093956";6;"Piper+arboreum"
"CEN00094047";6;"Piper+arboreum"
"CEN00098682";5;"Piper+amalago"
"CEN00098748";16;"Piper+tuberculatum"
"CEN00098749";8;"Piper+cuyabanum"
"CEN00098760";4;"Piper+aduncum"
"CEN00098874";16;"Piper+tuberculatum"
"CEN00109273";6;"Piper+arboreum"
"CEN00109274";4;"Piper+aduncum"
"CEN00109283";4;"Piper+aduncum"
"CEN00109293";4;"Piper+aduncum"
"CEN00109296";16;"Piper+tuberculatum"
"CEN00109297";16;"Piper+tuberculatum"
"CEN00113634";7;"Piper+caldense"
"CEN00114752";4;"Piper+aduncum"
"CEN00115119";14;"Piper+regnellii"
"CEN00116427";10;"Piper+fuligineum"
"CEN00116428";10;"Piper+fuligineum"
"CEN00116430";11;"Piper+glabratum"
"CEN00116431";6;"Piper+arboreum"
"CEN00116432";4;"Piper+aduncum"
"CEN00116438";4;"Piper+aduncum"
"CEN00116439";4;"Piper+aduncum"
"CEN00116450";4;"Piper+aduncum"
"CEN00116455";6;"Piper+arboreum"
"CEN00116457";4;"Piper+aduncum"
"CEN00116497";10;"Piper+fuligineum"
"CEN00116501";4;"Piper+aduncum"
"CEN00116514";6;"Piper+arboreum"
"CEN00116516";6;"Piper+arboreum"
"CEN00116517";6;"Piper+arboreum"
"CEN00116525";6;"Piper+arboreum"
"CEN00116533";4;"Piper+aduncum"
"CEN00116536";10;"Piper+fuligineum"
"CEN00116537";6;"Piper+arboreum"
"CEN00116538";6;"Piper+arboreum"
"CEN00116544";4;"Piper+aduncum"
"CEN00116548";16;"Piper+tuberculatum"
"CEN00116556";6;"Piper+arboreum"
"CEN00116562";10;"Piper+fuligineum"
"CEN00116563";6;"Piper+arboreum"
"CEN00116578";12;"Piper+hispidum"
"CEN00116586";10;"Piper+fuligineum"
"CEN00116589";6;"Piper+arboreum"
"CEN00116590";6;"Piper+arboreum"
"ESA045601";3;"Peperomia+macrostachya"
"ESA045604";3;"Peperomia+macrostachya"
"ESA045648";4;"Piper+aduncum"
"ESA045653";11;"Piper+glabratum"
"ESA045654";11;"Piper+glabratum"
"ESA045655";11;"Piper+glabratum"
"ESA045657";11;"Piper+glabratum"
"ESA045659";12;"Piper+hispidum"
"ESA045664";12;"Piper+hispidum"
"ESA045669";12;"Piper+hispidum"
"ESA083256";17;"Piper+xylosteoides"
"ESA097353";4;"Piper+aduncum"
"ESA102426";6;"Piper+arboreum"
"FLOR0027751";11;"Piper+glabratum"
"FURB04587";10;"Piper+fuligineum"
"FURB04589";15;"Piper+tectoniifolium"
"FURB38006";12;"Piper+hispidum"
"FURB38525";4;"Piper+aduncum"
"HUEFS0143510";5;"Piper+amalago"
"HUEM000010038";11;"Piper+glabratum"
"HUFU00019348";1;"Peperomia+circinnata"
"HUFU00019674";4;"Piper+aduncum"
"HUFU00019688";4;"Piper+aduncum"
"HUFU00019705";5;"Piper+amalago"
"HUFU00019706";5;"Piper+amalago"
"HUFU00019708";5;"Piper+amalago"
"HUFU00019833";10;"Piper+fuligineum"
"INPA0041560_e1";3;"Peperomia+macrostachya"
"INPA0041698_e1";3;"Peperomia+macrostachya"
"INPA0041699_e1";3;"Peperomia+macrostachya"
"INPA0041809";9;"Piper+dilatatum"
"INPA0042516";6;"Piper+arboreum"
"INPA0042602_e1";2;"Peperomia+elongata"
"INPA0042745";1;"Peperomia+circinnata"
"INPA0043387_e1";3;"Peperomia+macrostachya"
"INPA0053035_e1";6;"Piper+arboreum"
"INPA0053053_e1";1;"Peperomia+circinnata"
"INPA0053104_e1";2;"Peperomia+elongata"
"INPA0064509";9;"Piper+dilatatum"
"INPA0093481";4;"Piper+aduncum"
"INPA0094447";4;"Piper+aduncum"
"INPA0094448";14;"Piper+regnellii"
"INPA0094449";15;"Piper+tectoniifolium"
"INPA0094451";14;"Piper+regnellii"
"INPA0094460";15;"Piper+tectoniifolium"
"INPA0094465";14;"Piper+regnellii"
"INPA0094470";10;"Piper+fuligineum"
"INPA0094473";6;"Piper+arboreum"
"INPA0094485";6;"Piper+arboreum"
"INPA0094487";4;"Piper+aduncum"
"INPA0094489";6;"Piper+arboreum"
"INPA0094491";4;"Piper+aduncum"
"INPA0094496";8;"Piper+cuyabanum"
"INPA0094500";10;"Piper+fuligineum"
"INPA0094738_1";8;"Piper+cuyabanum"
"INPA0094739";6;"Piper+arboreum"
"INPA0094742";4;"Piper+aduncum"
"INPA0105687_e1";3;"Peperomia+macrostachya"
"INPA0105707_e1";3;"Peperomia+macrostachya"
"INPA0112892";14;"Piper+regnellii"
"INPA0112944";6;"Piper+arboreum"
"INPA0119816";9;"Piper+dilatatum"
"INPA0119823";4;"Piper+aduncum"
"INPA0119854";9;"Piper+dilatatum"
"INPA0119882";16;"Piper+tuberculatum"
"INPA0131303";8;"Piper+cuyabanum"
"INPA0137783";6;"Piper+arboreum"
"INPA0139799";6;"Piper+arboreum"
"INPA0150367_e1";7;"Piper+caldense"
"INPA0150850_e1";12;"Piper+hispidum"
"INPA0150893_e1";10;"Piper+fuligineum"
"INPA0151026_1";13;"Piper+ovatum"
"INPA0151027_e1";6;"Piper+arboreum"
"INPA0152012";9;"Piper+dilatatum"
"INPA0152025";2;"Peperomia+elongata"
"INPA0156068_e1";3;"Peperomia+macrostachya"
"INPA0172240_e1";3;"Peperomia+macrostachya"
"INPA0176850";6;"Piper+arboreum"
"INPA0176981";7;"Piper+caldense"
"INPA0196713";3;"Peperomia+macrostachya"
"INPA0204406";12;"Piper+hispidum"
"INPA0205187";13;"Piper+ovatum"
"INPA0205936_e1";4;"Piper+aduncum"
"MBM021828";12;"Piper+hispidum"
"MBM021830";6;"Piper+arboreum"
"MBM021831";6;"Piper+arboreum"
"MBM021832";8;"Piper+cuyabanum"
"MBM021833";5;"Piper+amalago"
"MBM021842";8;"Piper+cuyabanum"
"MBM021847";10;"Piper+fuligineum"
"MBM021848";6;"Piper+arboreum"
"MBM025340";8;"Piper+cuyabanum"
"MBM033185";6;"Piper+arboreum"
"MBM033191";14;"Piper+regnellii"
"MBM033192";6;"Piper+arboreum"
"MBM033211";6;"Piper+arboreum"
"MBM033221";14;"Piper+regnellii"
"MBM037588";6;"Piper+arboreum"
"MBM037597";4;"Piper+aduncum"
"MBM044925";16;"Piper+tuberculatum"
"MBM047198";8;"Piper+cuyabanum"
"MBM050387";6;"Piper+arboreum"
"MBM050393";10;"Piper+fuligineum"
"MBM050394";6;"Piper+arboreum"
"MBM050396";6;"Piper+arboreum"
"MBM052312";4;"Piper+aduncum"
"MBM056204";1;"Peperomia+circinnata"
"MBM057465";16;"Piper+tuberculatum"
"MBM065925";10;"Piper+fuligineum"
"MBM065933";4;"Piper+aduncum"
"MBM065934";4;"Piper+aduncum"
"MBM065935";6;"Piper+arboreum"
"MBM065937";6;"Piper+arboreum"
"MBM065940";14;"Piper+regnellii"
"MBM065943";13;"Piper+ovatum"
"MBM065944";8;"Piper+cuyabanum"
"MBM065945";6;"Piper+arboreum"
"MBM065949";6;"Piper+arboreum"
"MBM065951";9;"Piper+dilatatum"
"MBM065954";6;"Piper+arboreum"
"MBM065955";4;"Piper+aduncum"
"MBM065957";5;"Piper+amalago"
"MBM065958";14;"Piper+regnellii"
"MBM065959";14;"Piper+regnellii"
"MBM065964";11;"Piper+glabratum"
"MBM068361";10;"Piper+fuligineum"
"MBM068366";17;"Piper+xylosteoides"
"MBM072519";4;"Piper+aduncum"
"MBM079471";8;"Piper+cuyabanum"
"MBM086395";14;"Piper+regnellii"
"MBM089704";1;"Peperomia+circinnata"
"MBM104054";11;"Piper+glabratum"
"MBM122290";12;"Piper+hispidum"
"MBM143119";12;"Piper+hispidum"
"MBM143120";11;"Piper+glabratum"
"MBM143150";1;"Peperomia+circinnata"
"MBM151507";4;"Piper+aduncum"
"MBM176384";8;"Piper+cuyabanum"
"MBM176389";11;"Piper+glabratum"
"MBM180870";6;"Piper+arboreum"
"MBM185709";17;"Piper+xylosteoides"
"MBM185710";1;"Peperomia+circinnata"
"MBM185713";6;"Piper+arboreum"
"MBM185990";10;"Piper+fuligineum"
"MBM198026";10;"Piper+fuligineum"
"MBM198029";4;"Piper+aduncum"
"MBM198744";12;"Piper+hispidum"
"MBM204322";8;"Piper+cuyabanum"
"MBM204323";4;"Piper+aduncum"
"MBM215047";6;"Piper+arboreum"
"MBM223052";8;"Piper+cuyabanum"
"MBM249826";4;"Piper+aduncum"
"MBM272430";12;"Piper+hispidum"
"MBM275879";8;"Piper+cuyabanum"
"MBM281504";8;"Piper+cuyabanum"
"MBM281506";8;"Piper+cuyabanum"
"MBM284512";12;"Piper+hispidum"
"MBM289532";12;"Piper+hispidum"
"MBM295061";11;"Piper+glabratum"
"MBM299065";6;"Piper+arboreum"
"MBM312439";16;"Piper+tuberculatum"
"MBM319260";14;"Piper+regnellii"
"MBM319262";11;"Piper+glabratum"
"MBM323035";16;"Piper+tuberculatum"
"MBM323036";8;"Piper+cuyabanum"
"MBM323038";8;"Piper+cuyabanum"
"MBM343049";4;"Piper+aduncum"
"MBM343050";8;"Piper+cuyabanum"
"MBM343084";6;"Piper+arboreum"
"MBM348469";4;"Piper+aduncum"
"MBM348470";6;"Piper+arboreum"
"MBM351753";16;"Piper+tuberculatum"
"MBM377365";16;"Piper+tuberculatum"
"MBM377371";16;"Piper+tuberculatum"
"MBM423431";1;"Peperomia+circinnata"
"NL-U1490887";6;"Piper+arboreum"
"NL-U1490891";6;"Piper+arboreum"
"NL-U1490892";6;"Piper+arboreum"
"NL-U1490897";6;"Piper+arboreum"
"NY00555674_01";5;"Piper+amalago"
"NY00556013_01";7;"Piper+caldense"
"NY00556334_01";10;"Piper+fuligineum"
"NY00556586_01";11;"Piper+glabratum"
"NY00557096_01";13;"Piper+ovatum"
"NY00557106_01";13;"Piper+ovatum"
"NY00557167_01";14;"Piper+regnellii"
"NY00557303_01";15;"Piper+tectoniifolium"
"NY00557696_01";10;"Piper+fuligineum"
"NY00559006_01";1;"Peperomia+circinnata"
"NY00679947_01";1;"Peperomia+circinnata"
"NY00679950_01";4;"Piper+aduncum"
"NY00679951_01";5;"Piper+amalago"
"NY00679955_01";16;"Piper+tuberculatum"
"NY00885318_01";4;"Piper+aduncum"
"NY00933054_01";4;"Piper+aduncum"
"NY00933076_01";4;"Piper+aduncum"
"NY00933077_01";6;"Piper+arboreum"
"NY00933163_01";13;"Piper+ovatum"
"NY00933165_01";10;"Piper+fuligineum"
"NY00933186_01";13;"Piper+ovatum"
"NY00933188_01";6;"Piper+arboreum"
"NY00933189_01";4;"Piper+aduncum"
"NY00934634_01";9;"Piper+dilatatum"
"NY00934635_01";9;"Piper+dilatatum"
"NY00934636_01";4;"Piper+aduncum"
"NY00934713_01";4;"Piper+aduncum"
"NY00934714_01";4;"Piper+aduncum"
"NY00934849_01";13;"Piper+ovatum"
"NY00934850_01";9;"Piper+dilatatum"
"NY00934851_01";15;"Piper+tectoniifolium"
"NY00934853_01";14;"Piper+regnellii"
"NY00934854_01";7;"Piper+caldense"
"NY00934855_01";10;"Piper+fuligineum"
"NY00934916_01";9;"Piper+dilatatum"
"NY00934917_01";6;"Piper+arboreum"
"NY00934918_01";6;"Piper+arboreum"
"NY00934919_01";9;"Piper+dilatatum"
"NY00934920_01";9;"Piper+dilatatum"
"NY00934921_01";14;"Piper+regnellii"
"NY00934939_01";12;"Piper+hispidum"
"NY00934940_01";6;"Piper+arboreum"
"NY00934941_01";12;"Piper+hispidum"
"NY00934942_01";12;"Piper+hispidum"
"NY00934943_01";9;"Piper+dilatatum"
"NY00934944_01";9;"Piper+dilatatum"
"NY00934945_01";9;"Piper+dilatatum"
"NY00934946_01";14;"Piper+regnellii"
"NY00935118_01";6;"Piper+arboreum"
"NY00935119_01";6;"Piper+arboreum"
"NY00935120_01";10;"Piper+fuligineum"
"NY00935143_01";6;"Piper+arboreum"
"NY00935144_01";6;"Piper+arboreum"
"NY00935145_01";10;"Piper+fuligineum"
"NY00935226_01";13;"Piper+ovatum"
"NY00956873_01";1;"Peperomia+circinnata"
"NY00956914_01";2;"Peperomia+elongata"
"NY00956915_01";2;"Peperomia+elongata"
"NY00956916_01";2;"Peperomia+elongata"
"NY00956917_01";2;"Peperomia+elongata"
"NY00956918_01";2;"Peperomia+elongata"
"NY00956919_01";2;"Peperomia+elongata"
"NY00956920_01";2;"Peperomia+elongata"
"NY00956962_01";3;"Peperomia+macrostachya"
"NY00956964_01";3;"Peperomia+macrostachya"
"NY00956965_01";3;"Peperomia+macrostachya"
"NY00956971_01";3;"Peperomia+macrostachya"
"NY00956973_01";3;"Peperomia+macrostachya"
"NY00956974_01";3;"Peperomia+macrostachya"
"NY00956975_01";3;"Peperomia+macrostachya"
"NY00957069_01";4;"Piper+aduncum"
"NY00957070_01";4;"Piper+aduncum"
"NY00957071_01";4;"Piper+aduncum"
"NY00957072_01";4;"Piper+aduncum"
"NY00957073_01";4;"Piper+aduncum"
"NY00957074_01";4;"Piper+aduncum"
"NY00957076_01";4;"Piper+aduncum"
"NY00957077_01";4;"Piper+aduncum"
