filename,fold,specific_epithet,min,herbaria,seq,county,state
CEN00051683,18,Peperomia+lyman-smithii,5,CEN,11772,URUBICI,SC
CEN00062426,51,Piper+gaudichaudianum,5,CEN,12059,LONDRINA,PR
CEN00065615,41,Piper+amalago,5,CEN,11908,SAPOPEMA,PR
CEN00067068,34,Peperomia+tetraphylla,5,CEN,12649,CAMPO BELO DO SUL,SC
CEN00067109,60,Piper+mikanianum,5,CEN,12650,CAMPO BELO DO SUL,SC
CEN00067127,24,Peperomia+pereskiaefolia,5,CEN,12643,VACARIA,RS
CEN00067128,34,Peperomia+tetraphylla,5,CEN,12644,VACARIA,RS
CEN00067129,8,Peperomia+corcovadensis,5,CEN,12639,VACARIA,RS
CEN00067131,37,Peperomia+urocarpa,5,CEN,12642,VACARIA,RS
CEN00067140,5,Peperomia+blanda,5,CEN,12647,ANITA GARIBALDI,SC
CEN00067292,5,Peperomia+blanda,5,CEN,12646,VACARIA,RS
CEN00067456,9,Peperomia+delicatula,5,CEN,12658,LAGES,SC
CEN00076992,52,Piper+glabratum,5,CEN,12065,LONDRINA,PR
CEN00076994,41,Piper+amalago,5,CEN,11910,ALVORADA DO SUL,PR
CEN00077004,62,Piper+mollicomum,5,CEN,12119,LONDRINA,PR
CEN00077011,61,Piper+miquelianum,5,CEN,12555,ARAPONGAS,PR
CEN00081307,52,Piper+glabratum,5,CEN,12067,SERTANOPOLIS,PR
CEN00082226,12,Peperomia+glabella,5,CEN,11294,LAGUNA,SC
CEN00092124,39,Piper+aduncum,5,CEN,11891,TRES BARRAS,SC
CEN00112026,51,Piper+gaudichaudianum,5,CEN,12638,SANTA MARIA,RS
CEN00112027,51,Piper+gaudichaudianum,5,CEN,12637,SANTA MARIA,RS
CEN00112028,51,Piper+gaudichaudianum,5,CEN,12636,SANTA MARIA,RS
CRI005905,3,Peperomia+arifolia,5,CRI,25448,Itapiranga,Santa Catarina
CRI005926,8,Peperomia+corcovadensis,5,CRI,25304,Itapoá,Santa Catarina
CRI005941,22,Peperomia+obtusifolia,5,CRI,25287,Itapoá,Santa Catarina
CRI006092,37,Peperomia+urocarpa,5,CRI,25362,Itapoá,Santa Catarina
CRI006103,40,Piper+alnoides,5,CRI,25408,Tijucas,Santa Catarina
CRI006106,41,Piper+amalago,5,CRI,25377,São Ludgero,Santa Catarina
CRI006117,48,Piper+dilatatum,5,CRI,25340,Morro Grande,Santa Catarina
CRI006123,51,Piper+gaudichaudianum,5,CRI,25465,Criciúma,Santa Catarina
CRI006125,51,Piper+gaudichaudianum,5,CRI,25405,Urussanga,Santa Catarina
CRI006130,51,Piper+gaudichaudianum,5,CRI,25489,Criciúma,Santa Catarina
CRI006136,60,Piper+mikanianum,5,CRI,25381,Morro Grande,Santa Catarina
CRI006137,60,Piper+mikanianum,5,CRI,25387,Lauro Muller,Santa Catarina
CRI006142,61,Piper+miquelianum,5,CRI,25350,Orleans,Santa Catarina
CRI006144,61,Piper+miquelianum,5,CRI,25290,José Boiteux,Santa Catarina
CRI006146,61,Piper+miquelianum,5,CRI,25314,Nova Veneza,Santa Catarina
CRI006147,61,Piper+miquelianum,5,CRI,25436,Criciúma,Santa Catarina
CRI006148,61,Piper+miquelianum,5,CRI,25319,Ilhota,Santa Catarina
CRI006150,61,Piper+miquelianum,5,CRI,25488,Tijucas,Santa Catarina
CRI006151,61,Piper+miquelianum,5,CRI,25351,Siderópolis,Santa Catarina
CRI006153,62,Piper+mollicomum,5,CRI,25327,Massaranduba,Santa Catarina
CRI006154,62,Piper+mollicomum,5,CRI,25370,Santa Rosa do Sul,Santa Catarina
CRI006156,66,Piper+regnellii,5,CRI,25335,Criciúma,Santa Catarina
CRI006157,68,Piper+rivinoides,5,CRI,25402,Apiúna,Santa Catarina
CRI006158,69,Piper+solmsianum,5,CRI,25292,Ilhota,Santa Catarina
CRI006160,69,Piper+solmsianum,5,CRI,25333,Criciúma,Santa Catarina
CRI006163,72,Piper+xylosteoides,5,CRI,25285,Orleans,Santa Catarina
CRI006171,72,Piper+xylosteoides,5,CRI,25487,Urussanga,Santa Catarina
CRI006175,72,Piper+xylosteoides,5,CRI,25307,Morro Grande,Santa Catarina
CRI006176,72,Piper+xylosteoides,5,CRI,25434,Forquilhinha,Santa Catarina
CRI008609,53,Piper+grazielae,5,CRI,25395,Paulo Lopes,Santa Catarina
CRI008612,55,Piper+hispidum,5,CRI,25364,Doutor Pedrinho,Santa Catarina
CRI010366,60,Piper+mikanianum,5,CRI,25315,Fraiburgo,Santa Catarina
CRI010603,15,Peperomia+hilariana,5,CRI,25344,Canoinhas,Santa Catarina
CRI010608,55,Piper+hispidum,5,CRI,25474,Angelina,Santa Catarina
CRI010611,37,Peperomia+urocarpa,5,CRI,25299,Massaranduba,Santa Catarina
ESA083235,48,Piper+dilatatum,5,ESA,23017,Adrianópolis,Paraná
ESA083273,48,Piper+dilatatum,5,ESA,23027,Cerro Azul,Paraná
ESA083369,72,Piper+xylosteoides,5,ESA,23026,Cerro Azul,Paraná
ESA083385,41,Piper+amalago,5,ESA,23025,Cerro Azul,Paraná
ESA088043,19,Peperomia+martiana,5,ESA,23022,Campina Grande do Sul,Paraná
ESA088064,11,Peperomia+galioides,5,ESA,23023,Campina Grande do Sul,Paraná
ESA113069,71,Piper+viminifolium,5,ESA,23045,Lupionópolis,Paraná
ESA113113,55,Piper+hispidum,5,ESA,23024,Carambeí,Paraná
ESA113126,51,Piper+gaudichaudianum,5,ESA,23039,Ibiporã,Paraná
ESA116207,41,Piper+amalago,5,ESA,23021,Cambé,Paraná
EVB000194,5,Peperomia+blanda,5,EVB,24580,Guaíra,Paraná
EVB000213,39,Piper+aduncum,5,EVB,24556,Foz do Iguaçu,Paraná
EVB000214,61,Piper+miquelianum,5,EVB,24569,Guaíra,Paraná
EVB001667,52,Piper+glabratum,5,EVB,24566,Foz do Iguaçu,Paraná
FLOR0000163,61,Piper+miquelianum,5,FLOR,24739,Sombrio,Santa Catarina
FLOR0000171,20,Peperomia+megapotamica,5,FLOR,24826,Rio do Sul,Santa Catarina
FLOR0000174,18,Peperomia+lyman-smithii,5,FLOR,24717,Anita Garibaldi,Santa Catarina
FLOR0000175,15,Peperomia+hilariana,5,FLOR,24710,Lages,Santa Catarina
FLOR0000179,26,Peperomia+pseudoestrellensis,5,FLOR,24729,Joinville,Santa Catarina
FLOR0000192,51,Piper+gaudichaudianum,5,FLOR,24827,Garuva,Santa Catarina
FLOR0000195,51,Piper+gaudichaudianum,5,FLOR,24722,Campos Novos,Santa Catarina
FLOR0000197,51,Piper+gaudichaudianum,5,FLOR,24742,Ibirama,Santa Catarina
FLOR0000209,51,Piper+gaudichaudianum,5,FLOR,24815,Jacinto Machado,Santa Catarina
FLOR0005271,31,Peperomia+rupestris,5,FLOR,24776,Florianópolis,Santa Catarina
FLOR0007410,51,Piper+gaudichaudianum,5,FLOR,24740,São José dos Pinhais,Paraná
FLOR0007479,61,Piper+miquelianum,5,FLOR,24716,Cerro Azul,Paraná
FLOR0015416,59,Piper+malacophyllum,5,FLOR,24825,Rio Branco do Sul,Paraná
FLOR0015514,50,Piper+fuligineum,5,FLOR,24715,Barra Velha,Santa Catarina
FLOR0015517,61,Piper+miquelianum,5,FLOR,24790,Antonina,Paraná
FLOR0015614,61,Piper+miquelianum,5,FLOR,24779,Garuva,Santa Catarina
FLOR0015699,51,Piper+gaudichaudianum,5,FLOR,24721,Curitiba,Paraná
FLOR0016389,72,Piper+xylosteoides,5,FLOR,24767,Ilhota,Santa Catarina
FLOR0016727,51,Piper+gaudichaudianum,5,FLOR,24737,Blumenau,Santa Catarina
FLOR0016844,61,Piper+miquelianum,5,FLOR,24736,Torres,Rio Grande do Sul
FLOR0019405,72,Piper+xylosteoides,5,FLOR,24741,Capão do Leão,Rio Grande do Sul
FLOR0023295_1,55,Piper+hispidum,5,FLOR,24785,Londrina,Paraná
FLOR0023298_1,51,Piper+gaudichaudianum,5,FLOR,24784,Londrina,Paraná
FLOR0024174,61,Piper+miquelianum,5,FLOR,24761,Florianópolis,Santa Catarina
FLOR0024175,61,Piper+miquelianum,5,FLOR,24777,Florianópolis,Santa Catarina
FLOR0024176,61,Piper+miquelianum,5,FLOR,24805,Florianópolis,Santa Catarina
FLOR0025594,18,Peperomia+lyman-smithii,5,FLOR,24723,Candelária,Rio Grande do Sul
FLOR0034331_1,51,Piper+gaudichaudianum,5,FLOR,24667,Santa Catarina,Santa Catarina
FLOR0036709_1,51,Piper+gaudichaudianum,5,FLOR,24794,Ipuaçu,Santa Catarina
FLOR0039121_1,51,Piper+gaudichaudianum,5,FLOR,24713,Santo Amaro da Imperatriz,Santa Catarina
FLOR0039344_1,51,Piper+gaudichaudianum,5,FLOR,24720,Águas Mornas,Santa Catarina
FLOR0059424,39,Piper+aduncum,5,FLOR,24650,Orleans,Santa Catarina
FLOR0059488,51,Piper+gaudichaudianum,5,FLOR,24668,Monte Castelo,Santa Catarina
FLOR0059490,51,Piper+gaudichaudianum,5,FLOR,24669,Orleans,Santa Catarina
FLOR0059493,60,Piper+mikanianum,5,FLOR,24678,Campos Novos,Santa Catarina
FLOR0059494,59,Piper+malacophyllum,5,FLOR,24676,Jaraguá do Sul,Santa Catarina
FLOR0059496,51,Piper+gaudichaudianum,5,FLOR,24671,Treviso,Santa Catarina
FLOR0059497,69,Piper+solmsianum,5,FLOR,24692,Nova Veneza,Santa Catarina
FLOR0061251,49,Piper+diospyrifolium,5,FLOR,24666,Jaraguá do Sul,Santa Catarina
FLOR0061273,53,Piper+grazielae,5,FLOR,24660,Nova Veneza,Santa Catarina
FURB02960,2,Peperomia+alata,5,FURB,41120,Presidente Nereu,Santa Catarina
FURB02961,3,Peperomia+arifolia,5,FURB,41147,Treviso,Santa Catarina
FURB02963,5,Peperomia+blanda,5,FURB,41159,Mondaí,Santa Catarina
FURB02967,8,Peperomia+corcovadensis,5,FURB,41243,Jacinto Machado,Santa Catarina
FURB02968,9,Peperomia+delicatula,5,FURB,41292,Seara,Santa Catarina
FURB02971,11,Peperomia+galioides,5,FURB,41302,Grão Pará,Santa Catarina
FURB02973_1,12,Peperomia+glabella,5,FURB,41362,Joinville,Santa Catarina
FURB02976,19,Peperomia+martiana,5,FURB,41473,Doutor Pedrinho,Santa Catarina
FURB02977,20,Peperomia+megapotamica,5,FURB,41482,Anitápolis,Santa Catarina
FURB02979,22,Peperomia+obtusifolia,5,FURB,41509,Porto Belo,Santa Catarina
FURB02981_1,24,Peperomia+pereskiaefolia,5,FURB,41530,Laguna,Santa Catarina
FURB02983,26,Peperomia+pseudoestrellensis,5,FURB,41562,Blumenau,Santa Catarina
FURB02986,30,Peperomia+rubricaulis,5,FURB,41666,Erval Velho,Santa Catarina
FURB02988,32,Peperomia+stroemfeltii,5,FURB,41673,Doutor Pedrinho,Santa Catarina
FURB02989,34,Peperomia+tetraphylla,5,FURB,41683,Palma Sola,Santa Catarina
FURB02990,34,Peperomia+tetraphylla,5,FURB,41761,Orleans,Santa Catarina
FURB02991,34,Peperomia+tetraphylla,5,FURB,41786,Presidente Nereu,Santa Catarina
FURB02994,36,Peperomia+trineuroides,5,FURB,41801,Campo Belo do Sul,Santa Catarina
FURB02995,37,Peperomia+urocarpa,5,FURB,41876,Garopaba,Santa Catarina
FURB02996,38,Peperomia+velloziana,5,FURB,41911,Joinville,Santa Catarina
FURB03005,46,Piper+cernuum,5,FURB,42262,Ascurra,Santa Catarina
FURB03007_1,47,Piper+crassinervium,5,FURB,42368,São João do Itaperiú,Santa Catarina
FURB03009,49,Piper+diospyrifolium,5,FURB,42398,Jaraguá do Sul,Santa Catarina
FURB03011,52,Piper+glabratum,5,FURB,42882,Mauá da Serra,Paraná
FURB03016,57,Piper+lucaeanum,5,FURB,42522,Corupá,Santa Catarina
FURB03017_2,59,Piper+malacophyllum,5,FURB,42525,Antônio Carlos,Santa Catarina
FURB03019,60,Piper+mikanianum,5,FURB,42591,Fraiburgo,Santa Catarina
FURB03023,64,Piper+ovatum,5,FURB,42671,Jacinto Machado,Santa Catarina
FURB03024,65,Piper+piritubanum,5,FURB,42681,Indaial,Santa Catarina
FURB03026,67,Piper+reitzii,5,FURB,42686,Morretes,Paraná
FURB03027,68,Piper+rivinoides,5,FURB,42698,Blumenau,Santa Catarina
FURB03030,69,Piper+solmsianum,5,FURB,42759,Balneário Barra do Sul,Santa Catarina
FURB03033,13,Peperomia+glazioui,5,FURB,41395,Palhoça,Santa Catarina
FURB03034,15,Peperomia+hilariana,5,FURB,41411,Palma Sola,Santa Catarina
FURB03038,18,Peperomia+lyman-smithii,5,FURB,41461,Orleans,Santa Catarina
FURB27875_2,55,Piper+hispidum,5,FURB,42496,Ponte Alta,Santa Catarina
FURB37074,1,Manekia+obtusa,5,FURB,40947,Águas Mornas,Santa Catarina
FURB37078,1,Manekia+obtusa,5,FURB,40942,Blumenau,Santa Catarina
FURB37079,1,Manekia+obtusa,5,FURB,40943,Florianópolis,Santa Catarina
FURB37080,1,Manekia+obtusa,5,FURB,40944,Taió,Santa Catarina
FURB37084,2,Peperomia+alata,5,FURB,41139,Pomerode,Santa Catarina
FURB37098,2,Peperomia+alata,5,FURB,41124,Treviso,Santa Catarina
FURB37099_1,2,Peperomia+alata,5,FURB,41123,Paulo Lopes,Santa Catarina
FURB37101,2,Peperomia+alata,5,FURB,41125,São Bento do Sul,Santa Catarina
FURB37104,2,Peperomia+alata,5,FURB,41122,São Bento do Sul,Santa Catarina
FURB37105,2,Peperomia+alata,5,FURB,41119,Blumenau,Santa Catarina
FURB37109,3,Peperomia+arifolia,5,FURB,41145,Botuverá,Santa Catarina
FURB37112,5,Peperomia+blanda,5,FURB,41157,Chapecó,Santa Catarina
FURB37113,5,Peperomia+blanda,5,FURB,41156,Tunápolis,Santa Catarina
FURB37115,5,Peperomia+blanda,5,FURB,41158,Barra Bonita,Santa Catarina
FURB37130,6,Peperomia+catharinae,5,FURB,41181,Taió,Santa Catarina
FURB37131,6,Peperomia+catharinae,5,FURB,41173,Canoinhas,Santa Catarina
FURB37133,6,Peperomia+catharinae,5,FURB,41205,Lages,Santa Catarina
FURB37140,6,Peperomia+catharinae,5,FURB,41171,Orleans,Santa Catarina
FURB37143,6,Peperomia+catharinae,5,FURB,41172,Botuverá,Santa Catarina
FURB37148,6,Peperomia+catharinae,5,FURB,41176,Ponte Alta,Santa Catarina
FURB37149,6,Peperomia+catharinae,5,FURB,41175,Botuverá,Santa Catarina
FURB37150,6,Peperomia+catharinae,5,FURB,41178,Criciúma,Santa Catarina
FURB37151,6,Peperomia+catharinae,5,FURB,41177,Taió,Santa Catarina
FURB37152,6,Peperomia+catharinae,5,FURB,41183,Treviso,Santa Catarina
FURB37153,6,Peperomia+catharinae,5,FURB,41179,Vitor Meireles,Santa Catarina
FURB37154,6,Peperomia+catharinae,5,FURB,41185,Rio do Sul,Santa Catarina
FURB37155,6,Peperomia+catharinae,5,FURB,41184,Joinville,Santa Catarina
FURB37157,6,Peperomia+catharinae,5,FURB,41186,Morro Grande,Santa Catarina
FURB37158,6,Peperomia+catharinae,5,FURB,41190,Botuverá,Santa Catarina
FURB37159,6,Peperomia+catharinae,5,FURB,41189,Rio do Sul,Santa Catarina
FURB37162,6,Peperomia+catharinae,5,FURB,41195,Florianópolis,Santa Catarina
FURB37164,6,Peperomia+catharinae,5,FURB,41197,Praia Grande,Santa Catarina
FURB37165,6,Peperomia+catharinae,5,FURB,41196,Santa Rosa de Lima,Santa Catarina
FURB37167,6,Peperomia+catharinae,5,FURB,41198,Blumenau,Santa Catarina
FURB37173,8,Peperomia+corcovadensis,5,FURB,41182,Rio Do Oeste,Santa Catarina
FURB37186,8,Peperomia+corcovadensis,5,FURB,41225,Lacerdópolis,Santa Catarina
FURB37188,8,Peperomia+corcovadensis,5,FURB,41229,Celso Ramos,Santa Catarina
FURB37189,8,Peperomia+corcovadensis,5,FURB,41227,Luzerna,Santa Catarina
FURB37190,8,Peperomia+corcovadensis,5,FURB,41231,Luzerna,Santa Catarina
FURB37191,8,Peperomia+corcovadensis,5,FURB,41230,Capão Alto,Santa Catarina
FURB37192,8,Peperomia+corcovadensis,5,FURB,41233,Passos Maia,Santa Catarina
FURB37193,8,Peperomia+corcovadensis,5,FURB,41232,Chapecó,Santa Catarina
FURB37194,8,Peperomia+corcovadensis,5,FURB,41240,Gaspar,Santa Catarina
FURB37195,8,Peperomia+corcovadensis,5,FURB,41234,Ponte Serrada,Santa Catarina
FURB37196,8,Peperomia+corcovadensis,5,FURB,41228,Arabutã,Santa Catarina
FURB37197,8,Peperomia+corcovadensis,5,FURB,41241,Blumenau,Santa Catarina
FURB37198,8,Peperomia+corcovadensis,5,FURB,41244,Angelina,Santa Catarina
FURB37199,8,Peperomia+corcovadensis,5,FURB,41242,Timbé do Sul,Santa Catarina
FURB37200,8,Peperomia+corcovadensis,5,FURB,41246,Treviso,Santa Catarina
FURB37201,8,Peperomia+corcovadensis,5,FURB,41245,Biguaçu,Santa Catarina
FURB37202,8,Peperomia+corcovadensis,5,FURB,41238,Ilhota,Santa Catarina
