filename,fold,specific_epithet,min,herbaria,seq,county,state
CEN00036864,20,Peperomia+hispidula,5,CEN,11297,SANTA RITA DE JACUTINGA,MG
CEN00036870,13,Peperomia+decora,5,CEN,11743,ITABIRITO,MG
CEN00036873,57,Piper+divaricatum,5,CEN,12040,RIO DAS OSTRAS,RJ
CEN00036897,47,Piper+arboreum,5,CEN,11954,JUIZ DE FORA,MG
CEN00036909,37,Peperomia+tetraphylla,5,CEN,11325,LIMA DUARTE,MG
CEN00036978,42,Piper+aduncum,5,CEN,11340,ITATIAIA,RJ
CEN00037029,47,Piper+arboreum,5,CEN,11955,JUIZ DE FORA,MG
CEN00037822,42,Piper+aduncum,5,CEN,12449,MARLIERIA,MG
CEN00037824,44,Piper+amplum,5,CEN,12452,MARLIERIA,MG
CEN00037825,44,Piper+amplum,5,CEN,12453,MARLIERIA,MG
CEN00039089,57,Piper+divaricatum,5,CEN,12041,LINHARES,ES
CEN00039091,44,Piper+amplum,5,CEN,11917,LINHARES,ES
CEN00039754,73,Piper+lhotzkyanum,5,CEN,12091,SANTA RITA DO SAPUCAI,MG
CEN00039755,86,Piper+regnellii,5,CEN,12139,SANTA RITA DO SAPUCAI,MG
CEN00039760,54,Piper+crassinervium,5,CEN,12006,DOMINGOS MARTINS,ES
CEN00039761,45,Piper+anisum,5,CEN,11348,DOMINGOS MARTINS,ES
CEN00039762,50,Piper+cernuum,5,CEN,11990,DOMINGOS MARTINS,ES
CEN00039764,44,Piper+amplum,5,CEN,11918,LINHARES,ES
CEN00039765,57,Piper+divaricatum,5,CEN,12042,SAO MATEUS,ES
CEN00039769,22,Peperomia+martiana,5,CEN,11778,ALFREDO CHAVES,ES
CEN00039772,47,Piper+arboreum,5,CEN,11968,MURIAE,MG
CEN00039779,42,Piper+aduncum,5,CEN,11343,JOAQUIM FELICIO,MG
CEN00039780,32,Peperomia+rotundifolia,5,CEN,11317,VENDA NOVA DO IMIGRANTE,ES
CEN00039783,63,Piper+grazielae,5,CEN,12002,VENDA NOVA DO IMIGRANTE,ES
CEN00039784,60,Piper+fuligineum,5,CEN,12050,BURITIZEIRO,MG
CEN00041550,49,Piper+caldense,5,CEN,11355,UBATUBA,SP
CEN00041551,93,Piper+solmsianum,5,CEN,11400,UBATUBA,SP
CEN00041990,47,Piper+arboreum,5,CEN,11958,LINHARES,ES
CEN00044970,44,Piper+amplum,5,CEN,11919,LINHARES,ES
CEN00045019,56,Piper+dilatatum,5,CEN,12031,ITABERA,SP
CEN00045024,9,Peperomia+clivicola,5,CEN,11735,UBATUBA,SP
CEN00046072,7,Peperomia+catharinae,5,CEN,12559,NOVA FRIBURGO,RJ
CEN00046073,37,Peperomia+tetraphylla,5,CEN,12560,NOVA FRIBURGO,RJ
CEN00046234,43,Piper+amalago,5,CEN,12571,SAO PEDRO DA ALDEIA,RJ
CEN00046235,47,Piper+arboreum,5,CEN,11962,GALIA,SP
CEN00046247,42,Piper+aduncum,5,CEN,11865,SANTANA DO RIACHO,MG
CEN00046251,54,Piper+crassinervium,5,CEN,12010,SANTA MARIA DE JETIBA,ES
CEN00046252,16,Peperomia+galioides,5,CEN,11754,SAO TOME DAS LETRAS,MG
CEN00046253,95,Piper+tectoniifolium,5,CEN,12463,RIO PRETO,MG
CEN00046277,47,Piper+arboreum,5,CEN,12435,DIAMANTINA,MG
CEN00046278,50,Piper+cernuum,5,CEN,12432,DIAMANTINA,MG
CEN00046279,50,Piper+cernuum,5,CEN,11991,ALFREDO CHAVES,ES
CEN00046280,47,Piper+arboreum,5,CEN,11963,SANTA TERESA,ES
CEN00046281,50,Piper+cernuum,5,CEN,11992,VARGEM ALTA,ES
CEN00047016,42,Piper+aduncum,5,CEN,11866,BARRA DO TURVO,SP
CEN00047023,40,Peperomia+velloziana,5,CEN,12481,UNAI,MG
CEN00047024,44,Piper+amplum,5,CEN,11921,UBATUBA,SP
CEN00047025,2,Peperomia+alata,5,CEN,11705,UBATUBA,SP
CEN00047026,10,Peperomia+corcovadensis,5,CEN,11739,UBATUBA,SP
CEN00047037,18,Peperomia+glazioui,5,CEN,11762,BARRA DO TURVO,SP
CEN00047038,37,Peperomia+tetraphylla,5,CEN,11803,BARRA DO TURVO,SP
CEN00047089,100,Piper+vicosanum,5,CEN,11407,CONCEICAO DO CASTELO,ES
CEN00047090,50,Piper+cernuum,5,CEN,11994,GOUVEIA,MG
CEN00047093,60,Piper+fuligineum,5,CEN,12053,PATROCINIO,MG
CEN00047100,37,Peperomia+tetraphylla,5,CEN,11804,VENDA NOVA DO IMIGRANTE,ES
CEN00047105,64,Piper+hayneanum,5,CEN,11371,DOMINGOS MARTINS,ES
CEN00047115,7,Peperomia+catharinae,5,CEN,11281,BOM JARDIM,RJ
CEN00047213,47,Piper+arboreum,5,CEN,12485,UNAI,MG
CEN00047258,15,Peperomia+elongata,5,CEN,12490,UNAI,MG
CEN00047328,23,Peperomia+minensis,5,CEN,12491,UNAI,MG
CEN00047382,8,Peperomia+circinnata,5,CEN,12489,UNAI,MG
CEN00047383,23,Peperomia+minensis,5,CEN,12487,UNAI,MG
CEN00047386,43,Piper+amalago,5,CEN,12488,UNAI,MG
CEN00047599,3,Peperomia+arifolia,5,CEN,12492,UNAI,MG
CEN00047600,8,Peperomia+circinnata,5,CEN,12493,UNAI,MG
CEN00047601,23,Peperomia+minensis,5,CEN,12495,UNAI,MG
CEN00047602,40,Peperomia+velloziana,5,CEN,12494,UNAI,MG
CEN00047606,47,Piper+arboreum,5,CEN,12484,UNAI,MG
CEN00047625,99,Piper+umbellatum,5,CEN,12496,UNAI,MG
CEN00047673,40,Peperomia+velloziana,5,CEN,12480,UNAI,MG
CEN00047830,43,Piper+amalago,5,CEN,12497,UNAI,MG
CEN00047837,8,Peperomia+circinnata,5,CEN,12483,UNAI,MG
CEN00047838,3,Peperomia+arifolia,5,CEN,12482,UNAI,MG
CEN00048293,46,Piper+anonifolium,5,CEN,11925,LINHARES,ES
CEN00048295,30,Peperomia+psilostachya,5,CEN,11312,LINHARES,ES
CEN00048296,30,Peperomia+psilostachya,5,CEN,11313,LINHARES,ES
CEN00048297,102,Piper+xylosteoides,5,CEN,12202,LINHARES,ES
CEN00049315,35,Peperomia+subrubrispica,5,CEN,11322,SAO ROQUE DE MINAS,MG
CEN00049316,95,Piper+tectoniifolium,5,CEN,12158,SAO ROQUE DE MINAS,MG
CEN00049317,35,Peperomia+subrubrispica,5,CEN,11323,SAO ROQUE DE MINAS,MG
CEN00049318,54,Piper+crassinervium,5,CEN,11363,SAO ROQUE DE MINAS,MG
CEN00049319,26,Peperomia+oreophila,5,CEN,11783,SAO ROQUE DE MINAS,MG
CEN00049320,62,Piper+glabratum,5,CEN,11369,SAO ROQUE DE MINAS,MG
CEN00049321,95,Piper+tectoniifolium,5,CEN,12159,SAO ROQUE DE MINAS,MG
CEN00049323,35,Peperomia+subrubrispica,5,CEN,11324,SAO ROQUE DE MINAS,MG
CEN00049324,34,Peperomia+subrubricaulis,5,CEN,11794,SAO ROQUE DE MINAS,MG
CEN00049325,35,Peperomia+subrubrispica,5,CEN,11797,SAO ROQUE DE MINAS,MG
CEN00049326,95,Piper+tectoniifolium,5,CEN,11405,SAO ROQUE DE MINAS,MG
CEN00049327,31,Peperomia+quadrifolia,5,CEN,11314,SAO ROQUE DE MINAS,MG
CEN00049328,35,Peperomia+subrubrispica,5,CEN,11798,SAO ROQUE DE MINAS,MG
CEN00049329,21,Peperomia+loxensis,5,CEN,11771,SAO ROQUE DE MINAS,MG
CEN00049330,62,Piper+glabratum,5,CEN,12064,SAO ROQUE DE MINAS,MG
CEN00049331,21,Peperomia+loxensis,5,CEN,11305,SAO ROQUE DE MINAS,MG
CEN00049332,47,Piper+arboreum,5,CEN,11930,SAO ROQUE DE MINAS,MG
CEN00049333,39,Peperomia+urocarpa,5,CEN,11810,SAO ROQUE DE MINAS,MG
CEN00049334,49,Piper+caldense,5,CEN,11980,SAO ROQUE DE MINAS,MG
CEN00049336,21,Peperomia+loxensis,5,CEN,11306,SAO ROQUE DE MINAS,MG
CEN00049337,35,Peperomia+subrubrispica,5,CEN,11799,SAO ROQUE DE MINAS,MG
CEN00049338,95,Piper+tectoniifolium,5,CEN,11406,SAO ROQUE DE MINAS,MG
CEN00049339,34,Peperomia+subrubricaulis,5,CEN,11795,SAO ROQUE DE MINAS,MG
CEN00049340,21,Peperomia+loxensis,5,CEN,11307,SAO ROQUE DE MINAS,MG
CEN00049341,49,Piper+caldense,5,CEN,12467,SAO ROQUE DE MINAS,MG
CEN00049342,101,Piper+viminifolium,5,CEN,12474,SAO ROQUE DE MINAS,MG
CEN00050802,51,Piper+chimonanthifolium,5,CEN,11998,BARRA DO TURVO,SP
CEN00051588,51,Piper+chimonanthifolium,5,CEN,11999,BELO HORIZONTE,MG
CEN00051590,43,Piper+amalago,5,CEN,11903,MATOZINHOS,MG
CEN00051591,40,Peperomia+velloziana,5,CEN,11816,SAO PAULO,SP
CEN00051596,43,Piper+amalago,5,CEN,11904,RIO DE JANEIRO,RJ
CEN00051599,53,Piper+concinnatoris,5,CEN,12669,SAO PAULO,SP
CEN00051600,61,Piper+gaudichaudianum,5,CEN,12057,SAO PAULO,SP
CEN00051604,31,Peperomia+quadrifolia,5,CEN,11315,CAMANDUCAIA,MG
CEN00051606,73,Piper+lhotzkyanum,5,CEN,12461,OURO PRETO,MG
CEN00051607_1,41,Piper+abutiloides,5,CEN,12428,CAMANDUCAIA,MG
CEN00051608,63,Piper+grazielae,5,CEN,11361,SAO PAULO,SP
CEN00051612,71,Piper+lanceolatum,5,CEN,12089,PEDRO LEOPOLDO,MG
CEN00051613,21,Peperomia+loxensis,5,CEN,11750,SAO ROQUE DE MINAS,MG
CEN00051616,43,Piper+amalago,5,CEN,12443,JANUARIA,MG
CEN00051617,66,Piper+hispidum,5,CEN,12444,JANUARIA,MG
CEN00051619,45,Piper+anisum,5,CEN,11349,IGARAPE,MG
CEN00051621,80,Piper+mollicomum,5,CEN,12115,IGARAPE,MG
CEN00051622,82,Piper+ovatum,5,CEN,12130,MARIANA,MG
CEN00051627,21,Peperomia+loxensis,5,CEN,12476,SAO ROQUE DE MINAS,MG
CEN00051629,93,Piper+solmsianum,5,CEN,12152,ITABIRITO,MG
CEN00051630,71,Piper+lanceolatum,5,CEN,12090,FERVEDOURO,MG
CEN00051633,15,Peperomia+elongata,5,CEN,12451,MARLIERIA,MG
CEN00051637,51,Piper+chimonanthifolium,5,CEN,12000,BARRA DO TURVO,SP
CEN00051644,13,Peperomia+decora,5,CEN,11742,SAO TOME DAS LETRAS,MG
CEN00051673_1,6,Peperomia+blanda,5,CEN,11718,ALFREDO CHAVES,ES
CEN00051680,54,Piper+crassinervium,5,CEN,11364,DOMINGOS MARTINS,ES
CEN00051769,47,Piper+arboreum,5,CEN,11932,SAO PAULO,SP
CEN00051770,42,Piper+aduncum,5,CEN,11877,SAO PAULO,SP
CEN00053942,20,Peperomia+hispidula,5,CEN,11300,MONTES CLAROS,MG
CEN00054540,42,Piper+aduncum,5,CEN,12468,SAO ROQUE DE MINAS,MG
CEN00054541,43,Piper+amalago,5,CEN,12469,SAO ROQUE DE MINAS,MG
CEN00054542,54,Piper+crassinervium,5,CEN,12471,SAO ROQUE DE MINAS,MG
CEN00054543,78,Piper+mikanianum,5,CEN,12470,SAO ROQUE DE MINAS,MG
CEN00054545,2,Peperomia+alata,5,CEN,12473,SAO ROQUE DE MINAS,MG
CEN00054546,99,Piper+umbellatum,5,CEN,12436,FORMIGA,MG
CEN00054547,42,Piper+aduncum,5,CEN,12438,FORMIGA,MG
CEN00054549,43,Piper+amalago,5,CEN,12459,OURO BRANCO,MG
CEN00054550,102,Piper+xylosteoides,5,CEN,12460,OURO BRANCO,MG
CEN00054551,42,Piper+aduncum,5,CEN,12458,OURO BRANCO,MG
CEN00054552,80,Piper+mollicomum,5,CEN,12457,OURO BRANCO,MG
CEN00054553,50,Piper+cernuum,5,CEN,12464,SANTANA DO RIACHO,MG
CEN00054555,80,Piper+mollicomum,5,CEN,12478,SERRO,MG
CEN00054556,50,Piper+cernuum,5,CEN,12434,DIAMANTINA,MG
CEN00054557,42,Piper+aduncum,5,CEN,12433,DIAMANTINA,MG
CEN00054567,99,Piper+umbellatum,5,CEN,12191,ANGRA DOS REIS,RJ
CEN00054569,80,Piper+mollicomum,5,CEN,11396,ANGRA DOS REIS,RJ
CEN00058591,20,Peperomia+hispidula,5,CEN,11302,PASSA QUATRO,MG
CEN00060166,60,Piper+fuligineum,5,CEN,12425,ARINOS,MG
CEN00061730,60,Piper+fuligineum,5,CEN,12439,GRAO MOGOL,MG
CEN00063954,45,Piper+anisum,5,CEN,12448,MAR DE ESPANHA,MG
CEN00070926,47,Piper+arboreum,5,CEN,11971,SETE BARRAS,SP
CEN00070931,47,Piper+arboreum,5,CEN,11935,CANANEIA,SP
CEN00070936,44,Piper+amplum,5,CEN,12662,CANANEIA,SP
CEN00070970,61,Piper+gaudichaudianum,5,CEN,12060,CANANEIA,SP
CEN00076991,80,Piper+mollicomum,5,CEN,12118,UBATUBA,SP
CEN00079024,42,Piper+aduncum,5,CEN,11885,SAO MIGUEL ARCANJO,SP
CEN00079967,73,Piper+lhotzkyanum,5,CEN,11666,VENDA NOVA DO IMIGRANTE,ES
CEN00079969,39,Peperomia+urocarpa,5,CEN,11665,SANTA TERESA,ES
CEN00080325,49,Piper+caldense,5,CEN,11985,PATOS DE MINAS,MG
CEN00080328,62,Piper+glabratum,5,CEN,12066,CARMO DO PARANAIBA,MG
CEN00080344,45,Piper+anisum,5,CEN,12465,SANTO ANTONIO DO ITAMBE,MG
CEN00080348,80,Piper+mollicomum,5,CEN,12466,SAO GONCALO DO RIO ABAIXO,MG
CEN00080356,35,Peperomia+subrubrispica,5,CEN,12430,CATAS ALTAS DA NORUEGA,MG
CEN00092895,47,Piper+arboreum,5,CEN,11941,VERA CRUZ,SP
CEN00092896,42,Piper+aduncum,5,CEN,11892,VERA CRUZ,SP
CEN00098280,90,Piper+rivinoides,5,CEN,12150,PINDAMONHANGABA,SP
CEN00098282,83,Piper+permucronatum,5,CEN,12132,SANTO ANTONIO DO PINHAL,SP
CEN00098283,50,Piper+cernuum,5,CEN,11995,PIQUETE,SP
CEN00106730,42,Piper+aduncum,5,CEN,11841,JALES,SP
CEN00114759,16,Peperomia+galioides,5,CEN,12563,RESENDE,RJ
CESJ002485,50,Piper+cernuum,5,CESJ,24039,Juiz de Fora,Minas Gerais
CESJ015095_1,51,Piper+chimonanthifolium,5,CESJ,24033,,Minas Gerais
CESJ023110_1,55,Piper+cubataonum,5,CESJ,24034,,Minas Gerais
CESJ023549,40,Peperomia+velloziana,5,CESJ,24032,,Minas Gerais
CESJ053366,32,Peperomia+rotundifolia,5,CESJ,24040,Rio Preto,Minas Gerais
CVRD001437,44,Piper+amplum,5,CVRD,17256,Linhares,ES
CVRD001642,15,Peperomia+elongata,5,CVRD,17259,Linhares,ES
CVRD002923,44,Piper+amplum,5,CVRD,17264,Linhares,ES
CVRD002972,80,Piper+mollicomum,5,CVRD,17263,Linhares,ES
CVRD003622,47,Piper+arboreum,5,CVRD,17252,Linhares,ES
CVRD004144,25,Peperomia+obtusifolia,5,CVRD,17244,Linhares,ES
CVRD004598,15,Peperomia+elongata,5,CVRD,17260,Linhares,ES
CVRD005467,49,Piper+caldense,5,CVRD,17261,Linhares,ES
CVRD005575,27,Peperomia+pellucida,5,CVRD,17257,Linhares,ES
CVRD005584,30,Peperomia+psilostachya,5,CVRD,17266,Linhares,ES
CVRD005885,80,Piper+mollicomum,5,CVRD,17265,Linhares,ES
CVRD006306,57,Piper+divaricatum,5,CVRD,17258,Linhares,ES
CVRD007063,44,Piper+amplum,5,CVRD,17243,Linhares,ES
CVRD007340,47,Piper+arboreum,5,CVRD,17237,Linhares,ES
CVRD007469,30,Peperomia+psilostachya,5,CVRD,17246,Linhares,ES
CVRD008138,51,Piper+chimonanthifolium,5,CVRD,17247,Linhares,ES
CVRD009013,100,Piper+vicosanum,5,CVRD,17262,Linhares,ES
CVRD009039,43,Piper+amalago,5,CVRD,17236,Linhares,ES
CVRD009040,61,Piper+gaudichaudianum,5,CVRD,17245,Linhares,ES
CVRD009041,47,Piper+arboreum,5,CVRD,17242,Linhares,ES
CVRD009043,82,Piper+ovatum,5,CVRD,17250,Linhares,ES
CVRD009045,68,Piper+ilheusense,5,CVRD,17248,Linhares,ES
CVRD009323,57,Piper+divaricatum,5,CVRD,17254,Linhares,ES
CVRD009324,80,Piper+mollicomum,5,CVRD,17253,Linhares,ES
CVRD009376,46,Piper+anonifolium,5,CVRD,17267,Linhares,ES
CVRD013792,47,Piper+arboreum,5,CVRD,17230,Barra de São Francisco,ES
CVRD013887,72,Piper+lepturum,5,CVRD,17234,Conceição do Castelo,ES
ESA009898,11,Peperomia+crinicaulis,5,ESA,22991,Santana do Riacho,Minas Gerais
ESA012544,63,Piper+grazielae,5,ESA,22749,Mogi-Guaçu,São Paulo
ESA014020,63,Piper+grazielae,5,ESA,23378,Matão,São Paulo
ESA014046,65,Piper+hemmendorffii,5,ESA,23380,Matão,São Paulo
ESA015515,43,Piper+amalago,5,ESA,23449,Pindorama,São Paulo
ESA015728,39,Peperomia+urocarpa,5,ESA,23324,Iporanga,São Paulo
ESA015731,50,Piper+cernuum,5,ESA,23327,Iporanga,São Paulo
ESA017496,47,Piper+arboreum,5,ESA,23339,Itararé,São Paulo
ESA019005,11,Peperomia+crinicaulis,5,ESA,22655,Pedro Lessa,Minas Gerais
ESA021618,80,Piper+mollicomum,5,ESA,23266,Eldorado,São Paulo
ESA024300,3,Peperomia+arifolia,5,ESA,23278,Eldorado,São Paulo
ESA024750,78,Piper+mikanianum,5,ESA,23136,Bom Sucesso de Itararé,São Paulo
ESA024812,50,Piper+cernuum,5,ESA,23251,Eldorado,São Paulo
ESA025557,3,Peperomia+arifolia,5,ESA,23279,Eldorado,São Paulo
ESA025640,61,Piper+gaudichaudianum,5,ESA,23258,Eldorado,São Paulo
ESA027233,80,Piper+mollicomum,5,ESA,23108,Angatuba,São Paulo
ESA027241,43,Piper+amalago,5,ESA,23107,Angatuba,São Paulo
ESA027741,43,Piper+amalago,5,ESA,23706,João Ramalho,São Paulo
ESA027856,16,Peperomia+galioides,5,ESA,23977,Caeté,Minas Gerais
ESA028065,79,Piper+miquelianum,5,ESA,23131,Bofete,São Paulo
ESA028613,43,Piper+amalago,5,ESA,23701,Cândido Mota,São Paulo
ESA030880,56,Piper+dilatatum,5,ESA,23355,Itararé,São Paulo
ESA031454,16,Peperomia+galioides,5,ESA,22934,Caeté,Minas Gerais
ESA031910,80,Piper+mollicomum,5,ESA,23728,Nazaré Paulista,São Paulo
ESA034131,17,Peperomia+glabella,5,ESA,23230,Cunha,São Paulo
ESA041165,37,Peperomia+tetraphylla,5,ESA,22950,Diamantina,Minas Gerais
ESA050289,102,Piper+xylosteoides,5,ESA,23272,Eldorado,São Paulo
ESA052574,88,Piper+richardiifolium,5,ESA,22968,Lima Duarte,Minas Gerais
ESA061084,37,Peperomia+tetraphylla,5,ESA,23979,Joaquim Felício,Minas Gerais
ESA061113,76,Piper+macedoi,5,ESA,23978,Joaquim Felício,Minas Gerais
ESA075983,48,Piper+bowiei,5,ESA,23845,Itanhaém,São Paulo
ESA078630,86,Piper+regnellii,5,ESA,23102,Adamantina,São Paulo
ESA079653,56,Piper+dilatatum,5,ESA,23867,Sete Barras,São Paulo
ESA084948,39,Peperomia+urocarpa,5,ESA,23904,Ribeirão Grande,São Paulo
ESA087498,95,Piper+tectoniifolium,5,ESA,22962,Juiz de Fora,Minas Gerais
ESA093298,44,Piper+amplum,5,ESA,23192,Cananéia,São Paulo
ESA093299,56,Piper+dilatatum,5,ESA,23253,Eldorado,São Paulo
ESA093380,93,Piper+solmsianum,5,ESA,23181,Cananéia,São Paulo
ESA093708,56,Piper+dilatatum,5,ESA,23254,Eldorado,São Paulo
ESA095370,56,Piper+dilatatum,5,ESA,23255,Eldorado,São Paulo
ESA095373_1,44,Piper+amplum,5,ESA,23248,Eldorado,São Paulo
ESA096186,49,Piper+caldense,5,ESA,23611,Sete Barras,São Paulo
ESA097338,39,Peperomia+urocarpa,5,ESA,22988,Sacramento,Minas Gerais
ESA097748,47,Piper+arboreum,5,ESA,22735,Santana do Pirapama.,Minas Gerais
ESA099479,42,Piper+aduncum,5,ESA,23010,Uberlândia,Minas Gerais
ESA099488,62,Piper+glabratum,5,ESA,23002,Uberlândia,Minas Gerais
ESA099489,62,Piper+glabratum,5,ESA,23001,Uberlândia,Minas Gerais
ESA099490,62,Piper+glabratum,5,ESA,23014,Uberlândia,Minas Gerais
ESA099491,62,Piper+glabratum,5,ESA,23013,Uberlândia,Minas Gerais
ESA099492,99,Piper+umbellatum,5,ESA,22815,Indianápolis,Minas Gerais
ESA099493,99,Piper+umbellatum,5,ESA,23003,Uberlândia,Minas Gerais
ESA100009,60,Piper+fuligineum,5,ESA,23127,Bauru,São Paulo
ESA100012,76,Piper+macedoi,5,ESA,23126,Bauru,São Paulo
ESA100031,15,Peperomia+elongata,5,ESA,23129,Bauru,São Paulo
ESA101801,61,Piper+gaudichaudianum,5,ESA,23124,Barra do Turvo,São Paulo
ESA103428,49,Piper+caldense,5,ESA,22965,Leopoldina,Minas Gerais
ESA103429,95,Piper+tectoniifolium,5,ESA,22967,Lima Duarte,Minas Gerais
ESA103430,6,Peperomia+blanda,5,ESA,23076,Mendes,Rio de Janeiro
ESA103432,49,Piper+caldense,5,ESA,22966,Leopoldina,Minas Gerais
ESA103435,47,Piper+arboreum,5,ESA,22737,Santo Antonio da Grama,Minas Gerais
ESA103436,49,Piper+caldense,5,ESA,22960,Juiz de Fora,Minas Gerais
ESA103686,6,Peperomia+blanda,5,ESA,22842,Guarapari,Espírito Santo
ESA103687,61,Piper+gaudichaudianum,5,ESA,23089,Teresópolis,Rio de Janeiro
ESA103688,47,Piper+arboreum,5,ESA,22995,São João Nepomuceno,Minas Gerais
ESA107498,16,Peperomia+galioides,5,ESA,22693,Serra do Ibitipoca,Minas Gerais
ESA107499,15,Peperomia+elongata,5,ESA,22692,Santa Rita da Jacutinga,Minas Gerais
ESA107500,13,Peperomia+decora,5,ESA,22690,Itabarito,Minas Gerais
ESA107501,13,Peperomia+decora,5,ESA,22691,Itabarito,Minas Gerais
ESA107623,45,Piper+anisum,5,ESA,22617,Santa Rita da Jacutinga,Minas Gerais
ESA108633,63,Piper+grazielae,5,ESA,22969,Lima Duarte,Minas Gerais
ESA116209,80,Piper+mollicomum,5,ESA,23351,Itararé,São Paulo
ESA121200,43,Piper+amalago,5,ESA,23716,Piracicaba,São Paulo
ESA121201,78,Piper+mikanianum,5,ESA,23719,Piracicaba,São Paulo
ESA121206,62,Piper+glabratum,5,ESA,23717,Piracicaba,São Paulo
ESA121580,45,Piper+anisum,5,ESA,23993,Santa Maria Madalena,Rio de Janeiro
ESA121621,54,Piper+crassinervium,5,ESA,23995,Santa Maria Madalena,Rio de Janeiro
ESA122835,90,Piper+rivinoides,5,ESA,22804,Saracuruna,Rio de Janeiro
ESA122836,93,Piper+solmsianum,5,ESA,22811,Saracuruna,Rio de Janeiro
ESA122842,47,Piper+arboreum,5,ESA,22740,Saracuruna,Rio de Janeiro
ESA122843,45,Piper+anisum,5,ESA,22618,Saracuruna,Rio de Janeiro
FLOR0016339,43,Piper+amalago,5,FLOR,24651,Teodoro Sampaio,São Paulo
FURB37759,47,Piper+arboreum,5,FURB,42859,Conceição da Barra,Espírito Santo
FURB38136,80,Piper+mollicomum,5,FURB,42860,Conceição da Barra,Espírito Santo
FURB38251,99,Piper+umbellatum,5,FURB,42861,Viana,Espírito Santo
FURB38541,43,Piper+amalago,5,FURB,42990,Adamantina,São Paulo
HUEFS0011645,37,Peperomia+tetraphylla,5,HUEFS,22097,Brotas,São Paulo
HUEFS0011653,6,Peperomia+blanda,5,HUEFS,22099,Brotas,São Paulo
HUEFS0038392,63,Piper+grazielae,5,HUEFS,21867,Ubatuba,São Paulo
HUEFS0038393,82,Piper+ovatum,5,HUEFS,21972,Piracicaba,São Paulo
HUEFS0067670,63,Piper+grazielae,5,HUEFS,22109,Venda Nova do Imigrante,Espírito Santo
HUEFS0070909,88,Piper+richardiifolium,5,HUEFS,21986,Santa Teresa,Espírito Santo
HUEFS0077624,37,Peperomia+tetraphylla,5,HUEFS,21594,Presidente Kubitschek,Minas Gerais
HUEFS0080848,82,Piper+ovatum,5,HUEFS,22140,Governador Valadares,Minas Gerais
HUEFS0085070,63,Piper+grazielae,5,HUEFS,22235,São Paulo,São Paulo
HUEFS0089212,32,Peperomia+rotundifolia,5,HUEFS,21523,Iporanga,São Paulo
HUEFS0105795,10,Peperomia+corcovadensis,5,HUEFS,21453,Ubatuba,São Paulo
HUEFS0109160,45,Piper+anisum,5,HUEFS,22094,Magé,Rio de Janeiro
HUEFS0110384,39,Peperomia+urocarpa,5,HUEFS,21602,Petrópolis,Rio de Janeiro
HUEFS0118670,49,Piper+caldense,5,HUEFS,21836,Poté,Minas Gerais
HUEFS0124316,63,Piper+grazielae,5,HUEFS,21864,Ubatuba,São Paulo
