"filename";"fold";"specific_epithet"
"CVRD013792";47;"Piper+arboreum"
"CVRD013887";72;"Piper+lepturum"
"ESA009898";11;"Peperomia+crinicaulis"
"ESA012544";63;"Piper+grazielae"
"ESA014020";63;"Piper+grazielae"
"ESA014046";65;"Piper+hemmendorffii"
"ESA015515";43;"Piper+amalago"
"ESA015728";39;"Peperomia+urocarpa"
"ESA015731";50;"Piper+cernuum"
"ESA017496";47;"Piper+arboreum"
"ESA019005";11;"Peperomia+crinicaulis"
"ESA021618";80;"Piper+mollicomum"
"ESA024300";3;"Peperomia+arifolia"
"ESA024750";78;"Piper+mikanianum"
"ESA024812";50;"Piper+cernuum"
"ESA025557";3;"Peperomia+arifolia"
"ESA025640";61;"Piper+gaudichaudianum"
"ESA027233";80;"Piper+mollicomum"
"ESA027241";43;"Piper+amalago"
"ESA027741";43;"Piper+amalago"
"ESA027856";16;"Peperomia+galioides"
"ESA028065";79;"Piper+miquelianum"
"ESA028613";43;"Piper+amalago"
"ESA030880";56;"Piper+dilatatum"
"ESA031454";16;"Peperomia+galioides"
"ESA031910";80;"Piper+mollicomum"
"ESA034131";17;"Peperomia+glabella"
"ESA041165";37;"Peperomia+tetraphylla"
"ESA050289";102;"Piper+xylosteoides"
"ESA052574";88;"Piper+richardiifolium"
"ESA061084";37;"Peperomia+tetraphylla"
"ESA061113";76;"Piper+macedoi"
"ESA075983";48;"Piper+bowiei"
"ESA078630";86;"Piper+regnellii"
"ESA079653";56;"Piper+dilatatum"
"ESA084948";39;"Peperomia+urocarpa"
"ESA087498";95;"Piper+tectoniifolium"
"ESA093298";44;"Piper+amplum"
"ESA093299";56;"Piper+dilatatum"
"ESA093380";93;"Piper+solmsianum"
"ESA093708";56;"Piper+dilatatum"
"ESA095370";56;"Piper+dilatatum"
"ESA095373_1";44;"Piper+amplum"
"ESA096186";49;"Piper+caldense"
"ESA097338";39;"Peperomia+urocarpa"
"ESA097748";47;"Piper+arboreum"
"ESA099479";42;"Piper+aduncum"
"ESA099488";62;"Piper+glabratum"
"ESA099489";62;"Piper+glabratum"
"ESA099490";62;"Piper+glabratum"
"ESA099491";62;"Piper+glabratum"
"ESA099492";99;"Piper+umbellatum"
"ESA099493";99;"Piper+umbellatum"
"ESA100009";60;"Piper+fuligineum"
"ESA100012";76;"Piper+macedoi"
"ESA100031";15;"Peperomia+elongata"
"ESA101801";61;"Piper+gaudichaudianum"
"ESA103428";49;"Piper+caldense"
"ESA103429";95;"Piper+tectoniifolium"
"ESA103430";6;"Peperomia+blanda"
"ESA103432";49;"Piper+caldense"
"ESA103435";47;"Piper+arboreum"
"ESA103436";49;"Piper+caldense"
"ESA103686";6;"Peperomia+blanda"
"ESA103687";61;"Piper+gaudichaudianum"
"ESA103688";47;"Piper+arboreum"
"ESA107498";16;"Peperomia+galioides"
"ESA107499";15;"Peperomia+elongata"
"ESA107500";13;"Peperomia+decora"
"ESA107501";13;"Peperomia+decora"
"ESA107623";45;"Piper+anisum"
"ESA108633";63;"Piper+grazielae"
"ESA116209";80;"Piper+mollicomum"
"ESA121200";43;"Piper+amalago"
"ESA121201";78;"Piper+mikanianum"
"ESA121206";62;"Piper+glabratum"
"ESA121580";45;"Piper+anisum"
"ESA121621";54;"Piper+crassinervium"
"ESA122835";90;"Piper+rivinoides"
"ESA122836";93;"Piper+solmsianum"
"ESA122842";47;"Piper+arboreum"
"ESA122843";45;"Piper+anisum"
"FLOR0016339";43;"Piper+amalago"
"FURB37759";47;"Piper+arboreum"
"FURB38136";80;"Piper+mollicomum"
"FURB38251";99;"Piper+umbellatum"
"FURB38541";43;"Piper+amalago"
"HUEFS0011645";37;"Peperomia+tetraphylla"
"HUEFS0011653";6;"Peperomia+blanda"
"HUEFS0038392";63;"Piper+grazielae"
"HUEFS0038393";82;"Piper+ovatum"
"HUEFS0067670";63;"Piper+grazielae"
"HUEFS0070909";88;"Piper+richardiifolium"
"HUEFS0077624";37;"Peperomia+tetraphylla"
"HUEFS0080848";82;"Piper+ovatum"
"HUEFS0085070";63;"Piper+grazielae"
"HUEFS0089212";32;"Peperomia+rotundifolia"
"HUEFS0105795";10;"Peperomia+corcovadensis"
"HUEFS0109160";45;"Piper+anisum"
"HUEFS0110384";39;"Peperomia+urocarpa"
"HUEFS0118670";49;"Piper+caldense"
"HUEFS0124316";63;"Piper+grazielae"
"HUEFS0140343";29;"Peperomia+pseudoestrellensis"
"HUEFS0141006";47;"Piper+arboreum"
"HUEFS0141419";45;"Piper+anisum"
"HUEFS0141479";95;"Piper+tectoniifolium"
"HUEFS0150823";95;"Piper+tectoniifolium"
"HUEFS0178690";1;"Manekia+obtusa"
"HUEFS0178691";82;"Piper+ovatum"
"HUEM000010025";61;"Piper+gaudichaudianum"
"HUEM000010082";80;"Piper+mollicomum"
"HUEM000010083";81;"Piper+mosenii"
"HUEM000010085";82;"Piper+ovatum"
"HUEM000010086";82;"Piper+ovatum"
"HUEM000010094";93;"Piper+solmsianum"
"HUEM000010153";47;"Piper+arboreum"
"HUFU00019349";12;"Peperomia+dahlstedtii"
"HUFU00019350";12;"Peperomia+dahlstedtii"
"HUFU00019351";12;"Peperomia+dahlstedtii"
"HUFU00019352";13;"Peperomia+decora"
"HUFU00019353";15;"Peperomia+elongata"
"HUFU00019356";18;"Peperomia+glazioui"
"HUFU00019684";42;"Piper+aduncum"
"HUFU00019685";42;"Piper+aduncum"
"HUFU00019686";42;"Piper+aduncum"
"HUFU00019687";42;"Piper+aduncum"
"HUFU00019689";42;"Piper+aduncum"
"HUFU00019690";42;"Piper+aduncum"
"HUFU00019691";42;"Piper+aduncum"
"HUFU00019692";42;"Piper+aduncum"
"HUFU00019694";43;"Piper+amalago"
"HUFU00019695";43;"Piper+amalago"
"HUFU00019696";43;"Piper+amalago"
"HUFU00019698";43;"Piper+amalago"
"HUFU00019699";43;"Piper+amalago"
"HUFU00019702";43;"Piper+amalago"
"HUFU00019704";43;"Piper+amalago"
"HUFU00019711";47;"Piper+arboreum"
"HUFU00019714";47;"Piper+arboreum"
"HUFU00019715";47;"Piper+arboreum"
"HUFU00019723";47;"Piper+arboreum"
"HUFU00019724";47;"Piper+arboreum"
"HUFU00019725";47;"Piper+arboreum"
"HUFU00019730";47;"Piper+arboreum"
"HUFU00019731";47;"Piper+arboreum"
"HUFU00019732";47;"Piper+arboreum"
"HUFU00019748";47;"Piper+arboreum"
"HUFU00019749";47;"Piper+arboreum"
"HUFU00019750";47;"Piper+arboreum"
"HUFU00019751";47;"Piper+arboreum"
"HUFU00019755";47;"Piper+arboreum"
"HUFU00019757";49;"Piper+caldense"
"HUFU00019781";60;"Piper+fuligineum"
"HUFU00019786";60;"Piper+fuligineum"
"HUFU00019788";60;"Piper+fuligineum"
"HUFU00019789";60;"Piper+fuligineum"
"HUFU00019791";60;"Piper+fuligineum"
"HUFU00019792";60;"Piper+fuligineum"
"HUFU00019793";60;"Piper+fuligineum"
"HUFU00019796";60;"Piper+fuligineum"
"HUFU00019797";60;"Piper+fuligineum"
"HUFU00019798";60;"Piper+fuligineum"
"HUFU00019799";60;"Piper+fuligineum"
"HUFU00019800";60;"Piper+fuligineum"
"HUFU00019801";60;"Piper+fuligineum"
"HUFU00019802";60;"Piper+fuligineum"
"HUFU00019805";60;"Piper+fuligineum"
"HUFU00019807";60;"Piper+fuligineum"
"HUFU00019808";60;"Piper+fuligineum"
"HUFU00019810";60;"Piper+fuligineum"
"HUFU00019813";60;"Piper+fuligineum"
"HUFU00019814";60;"Piper+fuligineum"
"HUFU00019828";60;"Piper+fuligineum"
"HUFU00019829";60;"Piper+fuligineum"
"HUFU00019830";60;"Piper+fuligineum"
"HUFU00019831";60;"Piper+fuligineum"
"HUFU00019832";60;"Piper+fuligineum"
"HUFU00019834";60;"Piper+fuligineum"
"HUFU00019835";60;"Piper+fuligineum"
"HUFU00019836";60;"Piper+fuligineum"
"HUFU00019837";60;"Piper+fuligineum"
"HUFU00019838";60;"Piper+fuligineum"
"HUFU00019840";60;"Piper+fuligineum"
"HUFU00019841";60;"Piper+fuligineum"
"HUFU00019842";60;"Piper+fuligineum"
"HUFU00019843";60;"Piper+fuligineum"
"HUFU00019844";60;"Piper+fuligineum"
"HUFU00019845";60;"Piper+fuligineum"
"HUFU00019846";60;"Piper+fuligineum"
"HUFU00019847";60;"Piper+fuligineum"
"HUFU00019848";60;"Piper+fuligineum"
"HUFU00019849";60;"Piper+fuligineum"
"HUFU00019850";60;"Piper+fuligineum"
"HUFU00019852";60;"Piper+fuligineum"
"HUFU00019853";60;"Piper+fuligineum"
"HUFU00019859";61;"Piper+gaudichaudianum"
"HUFU00019866";62;"Piper+glabratum"
"HUFU00019868";62;"Piper+glabratum"
"HUFU00019869";62;"Piper+glabratum"
"HUFU00019870";62;"Piper+glabratum"
"HUFU00019872";66;"Piper+hispidum"
"HUFU00019873";66;"Piper+hispidum"
"HUFU00019874";66;"Piper+hispidum"
"HUFU00019876";66;"Piper+hispidum"
"HUFU00019878";72;"Piper+lepturum"
"HUFU00019879";62;"Piper+glabratum"
"HUFU00019880";74;"Piper+longipes"
"HUFU00019881";73;"Piper+lhotzkyanum"
"HUFU00019883";62;"Piper+glabratum"
"HUFU00019884";77;"Piper+malacophyllum"
"HUFU00019886";76;"Piper+macedoi"
"HUFU00019888";82;"Piper+ovatum"
"HUFU00019889";82;"Piper+ovatum"
"HUFU00019891";76;"Piper+macedoi"
"HUFU00019893";76;"Piper+macedoi"
"HUFU00019894";76;"Piper+macedoi"
"HUFU00019896";80;"Piper+mollicomum"
"HUFU00019897";76;"Piper+macedoi"
"HUFU00019898";78;"Piper+mikanianum"
"HUFU00019899";78;"Piper+mikanianum"
"HUFU00019900";78;"Piper+mikanianum"
"HUFU00019903";82;"Piper+ovatum"
"HUFU00019904";82;"Piper+ovatum"
"HUFU00019906";86;"Piper+regnellii"
"HUFU00019909";86;"Piper+regnellii"
"HUFU00019910";86;"Piper+regnellii"
"HUFU00019915";99;"Piper+umbellatum"
"HUFU00019916";99;"Piper+umbellatum"
"HUFU00019917";99;"Piper+umbellatum"
"HUFU00019918";99;"Piper+umbellatum"
"HUFU00019948";42;"Piper+aduncum"
"HUFU00035684";8;"Peperomia+circinnata"
"HUFU00035685";12;"Peperomia+dahlstedtii"
"HUFU00035687";8;"Peperomia+circinnata"
"HUFU00035688";21;"Peperomia+loxensis"
"HUFU00035689";35;"Peperomia+subrubrispica"
"HUFU00035691";26;"Peperomia+oreophila"
"HUFU00035692";31;"Peperomia+quadrifolia"
"HUFU00035697";35;"Peperomia+subrubrispica"
"HUFU00035698";35;"Peperomia+subrubrispica"
"HUFU00035701";35;"Peperomia+subrubrispica"
"HUFU00035744";47;"Piper+arboreum"
"HUFU00035745";47;"Piper+arboreum"
"HUFU00035750";62;"Piper+glabratum"
"HUFU00035751";54;"Piper+crassinervium"
"HUFU00035752";95;"Piper+tectoniifolium"
"HUFU00035754";95;"Piper+tectoniifolium"
"HUFU00035755";95;"Piper+tectoniifolium"
"HUFU00035757";95;"Piper+tectoniifolium"
"HUFU00035759";95;"Piper+tectoniifolium"
"HUFU00035760";95;"Piper+tectoniifolium"
"HUFU00035761";95;"Piper+tectoniifolium"
"HUFU00035762";95;"Piper+tectoniifolium"
"HUFU00035764";95;"Piper+tectoniifolium"
"HUFU00035765";101;"Piper+viminifolium"
"HUFU00035766";101;"Piper+viminifolium"
"HUFU00035775";21;"Peperomia+loxensis"
"HUFU00035776";34;"Peperomia+subrubricaulis"
"HUFU00035777";34;"Peperomia+subrubricaulis"
"IAN014840";101;"Piper+viminifolium"
"IAN014844";71;"Piper+lanceolatum"
"IAN035893";42;"Piper+aduncum"
"IAN037227";63;"Piper+grazielae"
"IAN037314_e1";43;"Piper+amalago"
"IAN063778";13;"Peperomia+decora"
"IAN069217";7;"Peperomia+catharinae"
"INPA0078174";61;"Piper+gaudichaudianum"
"INPA0094463";13;"Peperomia+decora"
"INPA0094464";35;"Peperomia+subrubrispica"
"INPA0094741";54;"Piper+crassinervium"
"INPA0094744_e1";37;"Peperomia+tetraphylla"
"INPA0124667";41;"Piper+abutiloides"
"INPA0149625";90;"Piper+rivinoides"
"INPA0149626";61;"Piper+gaudichaudianum"
"INPA0149849_e1";61;"Piper+gaudichaudianum"
"INPA0172235_e1";43;"Piper+amalago"
"INPA0204410";97;"Piper+tuberculatum"
"INPA0214592";47;"Piper+arboreum"
"INPA0240889";66;"Piper+hispidum"
"INPA0241177";54;"Piper+crassinervium"
"INPA0245577";61;"Piper+gaudichaudianum"
"MBM021811";37;"Peperomia+tetraphylla"
"MBM021825";10;"Peperomia+corcovadensis"
"MBM021829";78;"Piper+mikanianum"
"MBM023010";61;"Piper+gaudichaudianum"
"MBM023011";61;"Piper+gaudichaudianum"
"MBM023012";61;"Piper+gaudichaudianum"
"MBM023014";44;"Piper+amplum"
"MBM023015";44;"Piper+amplum"
"MBM023018";47;"Piper+arboreum"
"MBM023020";91;"Piper+schenckii"
"MBM023026";64;"Piper+hayneanum"
"MBM023030";80;"Piper+mollicomum"
"MBM025333";52;"Piper+coccoloboides"
"MBM025335";48;"Piper+bowiei"
"MBM025336";40;"Peperomia+velloziana"
"MBM025337";80;"Piper+mollicomum"
"MBM025338";13;"Peperomia+decora"
"MBM025344";16;"Peperomia+galioides"
"MBM044969";49;"Piper+caldense"
"MBM049312";61;"Piper+gaudichaudianum"
"MBM050386";54;"Piper+crassinervium"
"MBM050388";60;"Piper+fuligineum"
"MBM050399";42;"Piper+aduncum"
"MBM052253";61;"Piper+gaudichaudianum"
"MBM052255";47;"Piper+arboreum"
"MBM052257";17;"Peperomia+glabella"
"MBM054765";54;"Piper+crassinervium"
"MBM054767";52;"Piper+coccoloboides"
"MBM057076";62;"Piper+glabratum"
"MBM057077";62;"Piper+glabratum"
"MBM057078";32;"Peperomia+rotundifolia"
"MBM057080";49;"Piper+caldense"
"MBM057081";61;"Piper+gaudichaudianum"
"MBM059537";52;"Piper+coccoloboides"
"MBM060137";13;"Peperomia+decora"
"MBM060139";17;"Peperomia+glabella"
"MBM060180";80;"Piper+mollicomum"
"MBM062764";76;"Piper+macedoi"
"MBM062972";62;"Piper+glabratum"
"MBM062977";49;"Piper+caldense"
"MBM062978";62;"Piper+glabratum"
"MBM062980";62;"Piper+glabratum"
"MBM064106";25;"Peperomia+obtusifolia"
"MBM064707";90;"Piper+rivinoides"
"MBM065284";62;"Piper+glabratum"
"MBM065285";76;"Piper+macedoi"
"MBM065286";42;"Piper+aduncum"
"MBM065290";31;"Peperomia+quadrifolia"
"MBM065920";16;"Peperomia+galioides"
"MBM065926";63;"Piper+grazielae"
"MBM065927";17;"Peperomia+glabella"
"MBM065928";54;"Piper+crassinervium"
"MBM065929";11;"Peperomia+crinicaulis"
"MBM065930";37;"Peperomia+tetraphylla"
"MBM065932";13;"Peperomia+decora"
"MBM065948";77;"Piper+malacophyllum"
"MBM065960";78;"Piper+mikanianum"
"MBM065962";35;"Peperomia+subrubrispica"
"MBM068362";17;"Peperomia+glabella"
"MBM068516";42;"Piper+aduncum"
"MBM068533";43;"Piper+amalago"
"MBM069608";6;"Peperomia+blanda"
"MBM069611";6;"Peperomia+blanda"
"MBM076447";93;"Piper+solmsianum"
"MBM077242";13;"Peperomia+decora"
"MBM081522";35;"Peperomia+subrubrispica"
"MBM084431";41;"Piper+abutiloides"
"MBM084433";33;"Peperomia+rubricaulis"
"MBM084434";68;"Piper+ilheusense"
"MBM084435";16;"Peperomia+galioides"
"MBM084436";89;"Piper+rioense"
"MBM084437";80;"Piper+mollicomum"
"MBM084438";100;"Piper+vicosanum"
"MBM084439";37;"Peperomia+tetraphylla"
"MBM084440";97;"Piper+tuberculatum"
"MBM085036";79;"Piper+miquelianum"
"MBM087368";96;"Piper+truncatum"
"MBM087371";89;"Piper+rioense"
"MBM087372";39;"Peperomia+urocarpa"
"MBM087374";43;"Piper+amalago"
"MBM090842";52;"Piper+coccoloboides"
"MBM090843";22;"Peperomia+martiana"
"MBM090844";37;"Peperomia+tetraphylla"
"MBM094280";61;"Piper+gaudichaudianum"
"MBM094637";68;"Piper+ilheusense"
"MBM096907";57;"Piper+divaricatum"
"MBM096911";47;"Piper+arboreum"
"MBM096912";63;"Piper+grazielae"
"MBM104696";45;"Piper+anisum"
"MBM104697";63;"Piper+grazielae"
"MBM104699";37;"Peperomia+tetraphylla"
"MBM104701";63;"Piper+grazielae"
"MBM109450";63;"Piper+grazielae"
"MBM111441";44;"Piper+amplum"
"MBM111915";99;"Piper+umbellatum"
"MBM136782";20;"Peperomia+hispidula"
"MBM156478_1";50;"Piper+cernuum"
"MBM156479";100;"Piper+vicosanum"
"MBM156480";57;"Piper+divaricatum"
"MBM156481";64;"Piper+hayneanum"
"MBM156483";54;"Piper+crassinervium"
"MBM156485";30;"Peperomia+psilostachya"
"MBM159240";47;"Piper+arboreum"
"MBM159241";63;"Piper+grazielae"
"MBM162297";63;"Piper+grazielae"
"MBM162298";63;"Piper+grazielae"
"MBM165409";79;"Piper+miquelianum"
"MBM172546";37;"Peperomia+tetraphylla"
"MBM172549";96;"Piper+truncatum"
"MBM172550";22;"Peperomia+martiana"
"MBM175695";63;"Piper+grazielae"
"MBM178377";80;"Piper+mollicomum"
"MBM178378";100;"Piper+vicosanum"
"MBM178379";82;"Piper+ovatum"
"MBM178380";13;"Peperomia+decora"
"MBM178382";44;"Piper+amplum"
"MBM178383";37;"Peperomia+tetraphylla"
"MBM180872";47;"Piper+arboreum"
"MBM188633";42;"Piper+aduncum"
"MBM194030";42;"Piper+aduncum"
"MBM194032";63;"Piper+grazielae"
