filename,fold,specific_epithet,min,herbaria,seq,county,state
IAN029431_1,51,Piper+dilatatum,5,IAN,14057,Belterra,Pará
IAN029605_1,33,Piper+baccans,5,IAN,14111,Manaus,Amazonas
IAN029622,35,Piper+belterraense,5,IAN,14148,Belterra,Pará
IAN029683_1,34,Piper+bartlingianum,5,IAN,14147,Tefé,Amazonas
IAN030241,10,Peperomia+magnoliifolia,5,IAN,13500,,Amazonas
IAN030400,60,Piper+froesii,5,IAN,13716,Taracauá,Amazonas
IAN032785_1,8,Peperomia+macrostachya,5,IAN,13493,,Pará
IAN032832_1,8,Peperomia+macrostachya,5,IAN,13494,,Pará
IAN033182_1,23,Piper+aduncum,5,IAN,14141,São Gabriel da Cachoeira,Amazonas
IAN033567_e1,33,Piper+baccans,5,IAN,13625,,Amazonas
IAN036893,6,Peperomia+glabella,5,IAN,13478,,Pará
IAN064044_e1,35,Piper+belterraense,5,IAN,13641,,Pará
IAN064046,31,Piper+arboreum,5,IAN,13605,,Pará
IAN064664,10,Peperomia+magnoliifolia,5,IAN,13501,,Amapá
INPA0000047,68,Piper+hostmannianum,5,INPA,44783,Manaus,Amazonas
INPA0000055,31,Piper+arboreum,5,INPA,45294,Manaus,Amazonas
INPA0000076_e1,48,Piper+cyrtopodon,5,INPA,44329,Manaus,Amazonas
INPA0000144,87,Piper+peltatum,5,INPA,45051,Manaus,Amazonas
INPA0000157,48,Piper+cyrtopodon,5,INPA,44293,Manaus,Amazonas
INPA0000990,94,Piper+renitens,5,INPA,45162,Manaus,Amazonas
INPA0001075_1,90,Piper+plurinervosum,5,INPA,45113,Manaus,Amazonas
INPA0001511_e1,23,Piper+aduncum,5,INPA,43760,Manaus,Amazonas
INPA0001531_e1,87,Piper+peltatum,5,INPA,45045,Manaus,Amazonas
INPA0001785,68,Piper+hostmannianum,5,INPA,45346,Manaus,Amazonas
INPA0001825,103,Piper+tuberculatum,5,INPA,45242,Manaus,Amazonas
INPA0001854_1,49,Piper+dactylostigmum,5,INPA,44328,Manaus,Amazonas
INPA0001991,48,Piper+cyrtopodon,5,INPA,44297,Manaus,Amazonas
INPA0002239_1,76,Piper+manausense,5,INPA,44881,Manaus,Amazonas
INPA0003427,77,Piper+marginatum,5,INPA,44931,Manaus,Amazonas
INPA0003889,44,Piper+consanguineum,5,INPA,44237,Manaus,Amazonas
INPA0004191,48,Piper+cyrtopodon,5,INPA,44314,Manaus,Amazonas
INPA0004336,52,Piper+divaricatum,5,INPA,44405,Itapiranga,Amazonas
INPA0005521,76,Piper+manausense,5,INPA,44903,Manaus,Amazonas
INPA0005762,34,Piper+bartlingianum,5,INPA,44070,Manaus,Amazonas
INPA0005818,50,Piper+demeraranum,5,INPA,44368,Manaus,Amazonas
INPA0005820,8,Peperomia+macrostachya,5,INPA,43289,Manaus,Amazonas
INPA0005868,93,Piper+purusanum,5,INPA,45146,Manaus,Amazonas
INPA0006311,87,Piper+peltatum,5,INPA,45080,Tabatinga,Amazonas
INPA0006434,87,Piper+peltatum,5,INPA,45071,Codajás,Amazonas
INPA0006715,23,Piper+aduncum,5,INPA,43743,Manaus,Amazonas
INPA0006932_e1,8,Peperomia+macrostachya,5,INPA,43290,Manaus,Amazonas
INPA0007502,76,Piper+manausense,5,INPA,44906,Manaus,Amazonas
INPA0007564,87,Piper+peltatum,5,INPA,45387,Manaus,Amazonas
INPA0007743,84,Piper+obliquum,5,INPA,45005,Maraã,Amazonas
INPA0007882,57,Piper+erectipilum,5,INPA,44510,Manaus,Amazonas
INPA0008017_e1,50,Piper+demeraranum,5,INPA,44381,Tefé,Amazonas
INPA0008067,8,Peperomia+macrostachya,5,INPA,43292,Manaus,Amazonas
INPA0008104,8,Peperomia+macrostachya,5,INPA,43297,Manaus,Amazonas
INPA0008391,31,Piper+arboreum,5,INPA,45362,Manaus,Amazonas
INPA0008467_e1,8,Peperomia+macrostachya,5,INPA,43294,Manaus,Amazonas
INPA0009329,31,Piper+arboreum,5,INPA,45363,Manaus,Amazonas
INPA0009389,87,Piper+peltatum,5,INPA,45081,Manaus,Amazonas
INPA0009432_e1,8,Peperomia+macrostachya,5,INPA,43303,Manaus,Amazonas
INPA0009674,31,Piper+arboreum,5,INPA,43906,Manaus,Amazonas
INPA0010044,50,Piper+demeraranum,5,INPA,44336,Manaus,Amazonas
INPA0010110_e1,8,Peperomia+macrostachya,5,INPA,43225,Manaus,Amazonas
INPA0010197,57,Piper+erectipilum,5,INPA,44461,Manaus,Amazonas
INPA0010567,65,Piper+gurupanum,5,INPA,44591,Manaus,Amazonas
INPA0010792,27,Piper+amalago,5,INPA,43814,,Rondônia
INPA0012279,84,Piper+obliquum,5,INPA,45493,,Amazonas
INPA0012281,34,Piper+bartlingianum,5,INPA,45359,Coari,Amazonas
INPA0012284,31,Piper+arboreum,5,INPA,45831,Belém,Pará
INPA0012287_e1,8,Peperomia+macrostachya,5,INPA,43232,,Pará
INPA0012288,8,Peperomia+macrostachya,5,INPA,43233,,Pará
INPA0012289,8,Peperomia+macrostachya,5,INPA,43199,Marapanim,Pará
INPA0012291,68,Piper+hostmannianum,5,INPA,44704,São Gabriel da Cachoeira,Amazonas
INPA0012292,39,Piper+carniconnectivum,5,INPA,45515,Belém,Pará
INPA0012293,39,Piper+carniconnectivum,5,INPA,44163,Irituia,Pará
INPA0012294,67,Piper+hispidum,5,INPA,45517,Belém,Pará
INPA0012296,68,Piper+hostmannianum,5,INPA,45606,Belém,Pará
INPA0012297,68,Piper+hostmannianum,5,INPA,45798,,Pará
INPA0012298,103,Piper+tuberculatum,5,INPA,45440,Oriximinã,Pará
INPA0012299,68,Piper+hostmannianum,5,INPA,45518,Irituia,Pará
INPA0012300,52,Piper+divaricatum,5,INPA,45876,Belém,Pará
INPA0012301,52,Piper+divaricatum,5,INPA,44403,Belém,Pará
INPA0012302,39,Piper+carniconnectivum,5,INPA,44164,Irituia,Pará
INPA0012303,67,Piper+hispidum,5,INPA,45516,Belém,Pará
INPA0012748,87,Piper+peltatum,5,INPA,45347,Manaus,Amazonas
INPA0013027,48,Piper+cyrtopodon,5,INPA,45625,Manaus,Amazonas
INPA0013276_1,31,Piper+arboreum,5,INPA,43857,São Gabriel da Cachoeira,Amazonas
INPA0013368,55,Piper+durilignum,5,INPA,44442,Manaus,Amazonas
INPA0013514,31,Piper+arboreum,5,INPA,43859,Manaus,Amazonas
INPA0013638,30,Piper+anonifolium,5,INPA,43834,Porto Velho,Rondônia
INPA0013801_e1,13,Peperomia+pellucida,5,INPA,45738,Santarém,Pará
INPA0013931,106,Piper+vitaceum,5,INPA,45284,Manaus,Amazonas
INPA0014644_e1,95,Piper+reticulatum,5,INPA,45175,Porto Velho,Rondônia
INPA0014648_e1,67,Piper+hispidum,5,INPA,44625,Barcelos,Amazonas
INPA0017574,49,Piper+dactylostigmum,5,INPA,44326,Manaus,Amazonas
INPA0017704,68,Piper+hostmannianum,5,INPA,44715,Manaus,Amazonas
INPA0017875,15,Peperomia+radicosa,5,INPA,43387,Boca do Acre,Amazonas
INPA0017898_e1,16,Peperomia+rotundifolia,5,INPA,43400,Boca do Acre,Amazonas
INPA0017900,71,Piper+javariense,5,INPA,44827,Boca do Acre,Amazonas
INPA0017966,38,Piper+callosum,5,INPA,44122,Boca do Acre,Amazonas
INPA0017973,25,Piper+alatabaccum,5,INPA,43771,Boca do Acre,Amazonas
INPA0018019,71,Piper+javariense,5,INPA,44828,Boca do Acre,Amazonas
INPA0018323,4,Peperomia+elongata,5,INPA,43169,Cruzeiro do Sul,Acre
INPA0018324_e1,6,Peperomia+glabella,5,INPA,43205,Cruzeiro do Sul,Acre
INPA0018354,71,Piper+javariense,5,INPA,44829,Cruzeiro do Sul,Acre
INPA0018358,84,Piper+obliquum,5,INPA,45592,Cruzeiro do Sul,Acre
INPA0018366,102,Piper+tridentipilum,5,INPA,45593,Cruzeiro do Sul,Acre
INPA0018400,86,Piper+pellitum,5,INPA,45029,Cruzeiro do Sul,Acre
INPA0018405,31,Piper+arboreum,5,INPA,45594,Cruzeiro do Sul,Acre
INPA0018433,41,Piper+chavicoide,5,INPA,44193,Cruzeiro do Sul,Acre
INPA0018593,68,Piper+hostmannianum,5,INPA,44692,Manaus,Amazonas
INPA0018792,34,Piper+bartlingianum,5,INPA,45641,Humaitá,Amazonas
INPA0018896_e1,8,Peperomia+macrostachya,5,INPA,45643,Humaitá,Amazonas
INPA0019037,34,Piper+bartlingianum,5,INPA,45642,Humaitá,Amazonas
INPA0019373,39,Piper+carniconnectivum,5,INPA,44167,Itacoatiara,Amazonas
INPA0019550,34,Piper+bartlingianum,5,INPA,43992,Iranduba,Amazonas
INPA0019796_e1,4,Peperomia+elongata,5,INPA,43170,Mucajaí,Roraima
INPA0019821_e1,14,Peperomia+quadrangularis,5,INPA,43377,Mucajaí,Roraima
INPA0019947,86,Piper+pellitum,5,INPA,45023,Alto Alegre,Roraima
INPA0019981,31,Piper+arboreum,5,INPA,45903,Alto Alegre,Roraima
INPA0020067_e1,8,Peperomia+macrostachya,5,INPA,43265,Alto Alegre,Roraima
INPA0020088,71,Piper+javariense,5,INPA,44835,Alto Alegre,Roraima
INPA0020161,44,Piper+consanguineum,5,INPA,45904,Alto Alegre,Roraima
INPA0020218,31,Piper+arboreum,5,INPA,43927,Alto Alegre,Roraima
INPA0020509_e1,16,Peperomia+rotundifolia,5,INPA,43402,,Amazonas
INPA0020653_e1,39,Piper+carniconnectivum,5,INPA,44168,,Amazonas
INPA0021058_e1,8,Peperomia+macrostachya,5,INPA,45912,,Amazonas
INPA0021657_e1,76,Piper+manausense,5,INPA,44880,Itacoatiara,Amazonas
INPA0021731,57,Piper+erectipilum,5,INPA,45859,Presidente Figueiredo,Amazonas
INPA0021900,82,Piper+nigrispicum,5,INPA,44972,,Amazonas
INPA0021950,51,Piper+dilatatum,5,INPA,45661,,Rondônia
INPA0021995,23,Piper+aduncum,5,INPA,45662,,Rondônia
INPA0022013,29,Piper+amazonicum,5,INPA,45660,,Rondônia
INPA0022017,67,Piper+hispidum,5,INPA,44665,,Rondônia
INPA0022039,87,Piper+peltatum,5,INPA,45061,,Rondônia
INPA0022121,72,Piper+krukoffii,5,INPA,44848,Porto Velho,Rondônia
INPA0022239,54,Piper+dumosum,5,INPA,44425,,Rondônia
INPA0022242,98,Piper+silvigaudens,5,INPA,45196,,Rondônia
INPA0022264,31,Piper+arboreum,5,INPA,45697,,Rondônia
INPA0022390,79,Piper+mollicomum,5,INPA,44951,,Rondônia
INPA0022579,88,Piper+piresii,5,INPA,45096,,Rondônia
INPA0022650,87,Piper+peltatum,5,INPA,45837,,Rondônia
INPA0022710,68,Piper+hostmannianum,5,INPA,45523,,Rondônia
INPA0022941_e1,8,Peperomia+macrostachya,5,INPA,43267,,Rondônia
INPA0023018_e1,67,Piper+hispidum,5,INPA,44656,,Rondônia
INPA0023038,30,Piper+anonifolium,5,INPA,43841,,Rondônia
INPA0023126,68,Piper+hostmannianum,5,INPA,45573,Rio Branco,Acre
INPA0023127,31,Piper+arboreum,5,INPA,43917,Rio Branco,Acre
INPA0023195,76,Piper+manausense,5,INPA,45525,,Rondônia
INPA0023308,103,Piper+tuberculatum,5,INPA,45247,,Rondônia
INPA0023329,31,Piper+arboreum,5,INPA,43878,,Rondônia
INPA0023412,49,Piper+dactylostigmum,5,INPA,44338,,Rondônia
INPA0023468_e1,8,Peperomia+macrostachya,5,INPA,43268,,Rondônia
INPA0023497,15,Peperomia+radicosa,5,INPA,43388,,Rondônia
INPA0023530_e1,4,Peperomia+elongata,5,INPA,43173,,Rondônia
INPA0023568_e1,30,Piper+anonifolium,5,INPA,45474,,Rondônia
INPA0023715,26,Piper+aleyreanum,5,INPA,43797,,Rondônia
INPA0023763,26,Piper+aleyreanum,5,INPA,43798,,Rondônia
INPA0023764,88,Piper+piresii,5,INPA,45097,,Rondônia
INPA0023765,57,Piper+erectipilum,5,INPA,44483,,Rondônia
INPA0023796,82,Piper+nigrispicum,5,INPA,45524,Ariquemes,Rondônia
INPA0023843,101,Piper+subsilvestre,5,INPA,45213,,Rondônia
INPA0023883,26,Piper+aleyreanum,5,INPA,45526,Porto Velho,Rondônia
INPA0023919,89,Piper+piscatorum,5,INPA,45111,Jaru,Rondônia
INPA0023981,31,Piper+arboreum,5,INPA,43867,Manaus,Amazonas
INPA0023985,76,Piper+manausense,5,INPA,44883,,Amazonas
INPA0024017,28,Piper+amapense,5,INPA,43825,Tarauacá,Acre
INPA0024020,63,Piper+glandulosissimum,5,INPA,44575,Tarauacá,Acre
INPA0024022,63,Piper+glandulosissimum,5,INPA,44576,Tarauacá,Acre
INPA0024023,56,Piper+enckea,5,INPA,44457,Tarauacá,Acre
INPA0024038,54,Piper+dumosum,5,INPA,44426,Tarauacá,Acre
INPA0024089,83,Piper+nudilimbum,5,INPA,44957,Tarauacá,Acre
INPA0024107_e1,14,Peperomia+quadrangularis,5,INPA,45668,Manaus,Amazonas
INPA0024131,54,Piper+dumosum,5,INPA,44427,Tarauacá,Acre
INPA0024180_e1,4,Peperomia+elongata,5,INPA,43174,Tarauacá,Acre
INPA0024193,61,Piper+glabratum,5,INPA,44545,Tarauacá,Acre
INPA0024216,84,Piper+obliquum,5,INPA,44993,Tarauacá,Acre
INPA0024232_e1,4,Peperomia+elongata,5,INPA,43175,Tarauacá,Acre
INPA0024233,75,Piper+madeiranum,5,INPA,44862,Tarauacá,Acre
INPA0024242,84,Piper+obliquum,5,INPA,44994,Tarauacá,Acre
INPA0024260_e1,17,Peperomia+serpens,5,INPA,43427,Tarauacá,Acre
INPA0024282,8,Peperomia+macrostachya,5,INPA,43270,Tarauacá,Acre
INPA0024358,35,Piper+belterraense,5,INPA,44085,Sena Madureira,Acre
INPA0024413,50,Piper+demeraranum,5,INPA,44356,Sena Madureira,Acre
INPA0024421,61,Piper+glabratum,5,INPA,44546,Sena Madureira,Acre
INPA0024427,84,Piper+obliquum,5,INPA,44995,Sena Madureira,Acre
INPA0024429,54,Piper+dumosum,5,INPA,44428,Sena Madureira,Acre
INPA0024444,86,Piper+pellitum,5,INPA,45032,Sena Madureira,Acre
INPA0024457_e1,4,Peperomia+elongata,5,INPA,43177,Sena Madureira,Acre
INPA0024485,30,Piper+anonifolium,5,INPA,43844,Sena Madureira,Acre
INPA0024491,83,Piper+nudilimbum,5,INPA,44969,Sena Madureira,Acre
INPA0024561,31,Piper+arboreum,5,INPA,43912,Sena Madureira,Acre
INPA0024588,84,Piper+obliquum,5,INPA,44996,Sena Madureira,Acre
INPA0024663_e1,3,Peperomia+cowanii,5,INPA,43149,Sena Madureira,Acre
INPA0024665,95,Piper+reticulatum,5,INPA,45167,Sena Madureira,Acre
INPA0024700_e1,3,Peperomia+cowanii,5,INPA,43150,Sena Madureira,Acre
INPA0024740,56,Piper+enckea,5,INPA,44458,Sena Madureira,Acre
INPA0024801,88,Piper+piresii,5,INPA,45098,Lábrea,Amazonas
INPA0024897_e1,16,Peperomia+rotundifolia,5,INPA,43407,Lábrea,Amazonas
INPA0024900,75,Piper+madeiranum,5,INPA,44863,Lábrea,Amazonas
INPA0024910_e1,8,Peperomia+macrostachya,5,INPA,43271,Lábrea,Amazonas
INPA0025003,34,Piper+bartlingianum,5,INPA,44042,Lábrea,Amazonas
INPA0025027,65,Piper+gurupanum,5,INPA,44596,,Rondônia
INPA0025047,43,Piper+cililimbum,5,INPA,44200,,Rondônia
INPA0025101,87,Piper+peltatum,5,INPA,45836,,Rondônia
INPA0025255,51,Piper+dilatatum,5,INPA,45639,,Rondônia
INPA0025342,88,Piper+piresii,5,INPA,45100,,Rondônia
INPA0025509,103,Piper+tuberculatum,5,INPA,45250,,Rondônia
INPA0025521,54,Piper+dumosum,5,INPA,44429,,Rondônia
INPA0025676,67,Piper+hispidum,5,INPA,44663,,Rondônia
INPA0025729,84,Piper+obliquum,5,INPA,45000,,Rondônia
INPA0025780,30,Piper+anonifolium,5,INPA,43838,,Rondônia
INPA0025805,54,Piper+dumosum,5,INPA,44430,,Rondônia
INPA0025970,62,Piper+glabrescens,5,INPA,44565,Barcelos,Amazonas
INPA0025973,39,Piper+carniconnectivum,5,INPA,44174,Barcelos,Amazonas
INPA0025995_e1,14,Peperomia+quadrangularis,5,INPA,43382,Barcelos,Amazonas
INPA0026041,31,Piper+arboreum,5,INPA,43890,Barcelos,Amazonas
INPA0026046,76,Piper+manausense,5,INPA,45401,Barcelos,Amazonas
INPA0026076_e1,6,Peperomia+glabella,5,INPA,43207,Barcelos,Amazonas
INPA0026137_e1,14,Peperomia+quadrangularis,5,INPA,43383,Barcelos,Amazonas
INPA0026392_e1,14,Peperomia+quadrangularis,5,INPA,45881,Cantá,Roraima
INPA0026397,68,Piper+hostmannianum,5,INPA,45884,Cantá,Roraima
INPA0026416,68,Piper+hostmannianum,5,INPA,45882,Cantá,Roraima
INPA0026451_e1,17,Peperomia+serpens,5,INPA,45879,Cantá,Roraima
INPA0026524_e1,14,Peperomia+quadrangularis,5,INPA,45886,Cantá,Roraima
INPA0026776_e1,6,Peperomia+glabella,5,INPA,43208,Amajari,Roraima
