filename,fold,specific_epithet,min,herbaria,seq,county,state
ALCB002401,65,Peperomia+sincorana,5,ALCB,25674,Abaíra,Bahia
ALCB002405,65,Peperomia+sincorana,5,ALCB,25673,Morro do Chapéu,Bahia
ALCB002407,65,Peperomia+sincorana,5,ALCB,25662,Lençóis,Bahia
ALCB002408,69,Peperomia+subrubricaulis,5,ALCB,25512,Catolés,Bahia
ALCB002409,73,Peperomia+tetraphylla,5,ALCB,25697,Palmeiras,Bahia
ALCB002410,73,Peperomia+tetraphylla,5,ALCB,25694,Morro do Chapéu,Bahia
ALCB002414_1,73,Peperomia+tetraphylla,5,ALCB,25678,Morro do Chapéu,Bahia
ALCB002416_1,73,Peperomia+tetraphylla,5,ALCB,25688,Palmeiras,Bahia
ALCB002417,73,Peperomia+tetraphylla,5,ALCB,25686,Lençóis,Bahia
ALCB002418,73,Peperomia+tetraphylla,5,ALCB,25687,Morro do Chapéu,Bahia
ALCB002428,73,Peperomia+tetraphylla,5,ALCB,26143,Ponta Grossa,Paraná
ALCB002429,73,Peperomia+tetraphylla,5,ALCB,25698,Palmeiras,Bahia
ALCB002430,73,Peperomia+tetraphylla,5,ALCB,25701,Gramado,Rio Grande do Sul
ALCB002437,77,Peperomia+urocarpa,5,ALCB,26145,Reserva do Iguaçu,Paraná
ALCB002438,77,Peperomia+urocarpa,5,ALCB,25704,Lençóis,Bahia
ALCB002439,77,Peperomia+urocarpa,5,ALCB,26144,Quatro Barras,Paraná
ALCB002440,77,Peperomia+urocarpa,5,ALCB,25705,Lençóis,Bahia
ALCB002449,82,Piper+aduncum,5,ALCB,25806,Simões Filho,Bahia
ALCB002452,82,Piper+aduncum,5,ALCB,25768,Salvador,Bahia
ALCB002457,82,Piper+aduncum,5,ALCB,26153,Araquari,Santa Catarina
ALCB002468,82,Piper+aduncum,5,ALCB,26142,Paranaguá,Paraná
ALCB002482,82,Piper+aduncum,5,ALCB,25788,Salvador,Bahia
ALCB002483,82,Piper+aduncum,5,ALCB,26062,Ilhéus,Bahia
ALCB002486,91,Piper+anisum,5,ALCB,25848,Teresópolis,Rio de Janeiro
ALCB002493,93,Piper+arboreum,5,ALCB,25893,Miguel Calmon,Bahia
ALCB002496,93,Piper+arboreum,5,ALCB,25903,Guaratinguetá,São Paulo
ALCB002497_1,93,Piper+arboreum,5,ALCB,25869,Andaraí,Bahia
ALCB002501,93,Piper+arboreum,5,ALCB,25886,Cairu,Bahia
ALCB002502,93,Piper+arboreum,5,ALCB,25520,Aurélio Leal,Bahia
ALCB002504,93,Piper+arboreum,5,ALCB,25889,Ilhéus,Bahia
ALCB002506,93,Piper+arboreum,5,ALCB,25873,Andaraí,Bahia
ALCB002508,93,Piper+arboreum,5,ALCB,25865,Ilhéus,Bahia
ALCB002509,93,Piper+arboreum,5,ALCB,26104,Simões Filho,Bahia
ALCB002510,93,Piper+arboreum,5,ALCB,25519,Caravelas,Bahia
ALCB002511,93,Piper+arboreum,5,ALCB,26114,Conceição da Barra,Espírito Santo
ALCB002512,93,Piper+arboreum,5,ALCB,25891,Una,Bahia
ALCB002522,93,Piper+arboreum,5,ALCB,25875,Prado,Bahia
ALCB002524_1,93,Piper+arboreum,5,ALCB,25896,Ibicoara,Bahia
ALCB002525,93,Piper+arboreum,5,ALCB,25888,Miguel Calmon,Bahia
ALCB002527,93,Piper+arboreum,5,ALCB,25885,Ilhéus,Bahia
ALCB002531,102,Piper+caldense,5,ALCB,25906,Cairu,Bahia
ALCB002532,102,Piper+caldense,5,ALCB,25907,Ilhéus,Bahia
ALCB002536,105,Piper+cernuum,5,ALCB,25914,Lençóis,Bahia
ALCB002538,105,Piper+cernuum,5,ALCB,25908,Lençóis,Bahia
ALCB002539,114,Piper+crassinervium,5,ALCB,26128,Adrianópolis,Paraná
ALCB002541,114,Piper+crassinervium,5,ALCB,26118,Amambai,Mato Grosso do Sul
ALCB002542,114,Piper+crassinervium,5,ALCB,26131,Cerro Azul,Paraná
ALCB002543,114,Piper+crassinervium,5,ALCB,25913,Ituberá/Grapiúna,Bahia
ALCB002545,114,Piper+crassinervium,5,ALCB,25919,Paranaguá,Paraná
ALCB002546,114,Piper+crassinervium,5,ALCB,26141,Maringá,Paraná
ALCB002548,118,Piper+cuyabanum,5,ALCB,26116,Jauru,Mato Grosso
ALCB002550,122,Piper+dilatatum,5,ALCB,25811,Salvador,Bahia
ALCB002553,122,Piper+dilatatum,5,ALCB,25899,Ilhéus,Bahia
ALCB002554,122,Piper+dilatatum,5,ALCB,25922,Ilhéus,Bahia
ALCB002555,122,Piper+dilatatum,5,ALCB,25921,Ilhéus,Bahia
ALCB002556,122,Piper+dilatatum,5,ALCB,25845,,Bahia
ALCB002566,124,Piper+divaricatum,5,ALCB,25928,Itaparica,Bahia
ALCB002568,124,Piper+divaricatum,5,ALCB,25951,Itanagra,Bahia
ALCB002571,124,Piper+divaricatum,5,ALCB,25940,Cruz das Almas,Bahia
ALCB002572,124,Piper+divaricatum,5,ALCB,25927,Salvador,Bahia
ALCB002575,124,Piper+divaricatum,5,ALCB,25952,Ilhéus,Bahia
ALCB002577,124,Piper+divaricatum,5,ALCB,25924,Salvador,Bahia
ALCB002578,124,Piper+divaricatum,5,ALCB,25925,Salvador,Bahia
ALCB002579,124,Piper+divaricatum,5,ALCB,25926,Salvador,Bahia
ALCB002581,139,Piper+glabratum,5,ALCB,26119,Anastácio,Mato Grosso do Sul
ALCB002592,165,Piper+limai,5,ALCB,25999,,Bahia
ALCB002594,223,Piper+tectoniifolium,5,ALCB,26015,Lençóis,Bahia
ALCB002595,223,Piper+tectoniifolium,5,ALCB,26012,Lençóis,Bahia
ALCB002596,223,Piper+tectoniifolium,5,ALCB,26014,Lençóis,Bahia
ALCB002597,226,Piper+tuberculatum,5,ALCB,26018,Aquidauana,Mato Grosso do Sul
ALCB002598,226,Piper+tuberculatum,5,ALCB,26121,Bodoquena,Mato Grosso do Sul
ALCB002601,226,Piper+tuberculatum,5,ALCB,26061,Ilhéus,Bahia
ALCB002602,226,Piper+tuberculatum,5,ALCB,26019,Palmerais,Piauí
ALCB002606,230,Piper+umbellatum,5,ALCB,26084,Salvador,Bahia
ALCB002623,82,Piper+aduncum,5,ALCB,25807,Salvador,Bahia
ALCB002624,82,Piper+aduncum,5,ALCB,25819,Monte Alegre,São Paulo
ALCB002627,82,Piper+aduncum,5,ALCB,25787,Salvador,Bahia
ALCB002629,82,Piper+aduncum,5,ALCB,25706,Salvador,Bahia
ALCB002634,87,Piper+amalago,5,ALCB,25851,Cachoeira,Bahia
ALCB002635,87,Piper+amalago,5,ALCB,25829,Feira de Santana,Bahia
ALCB002639,87,Piper+amalago,5,ALCB,26085,Salvador,Bahia
ALCB002640,87,Piper+amalago,5,ALCB,26140,Maringá,Paraná
ALCB002641,87,Piper+amalago,5,ALCB,25830,Feira de Santana,Bahia
ALCB002644,87,Piper+amalago,5,ALCB,25836,Cachoeira,Bahia
ALCB002645,87,Piper+amalago,5,ALCB,25835,Cachoeira,Bahia
ALCB002646,87,Piper+amalago,5,ALCB,25852,Cachoeira,Bahia
ALCB002648,87,Piper+amalago,5,ALCB,25821,Salvador,Bahia
ALCB002649,87,Piper+amalago,5,ALCB,25820,Cachoeira,Bahia
ALCB002651,87,Piper+amalago,5,ALCB,26122,Bonito,Mato Grosso do Sul
ALCB002653,87,Piper+amalago,5,ALCB,25831,Caravelas,Bahia
ALCB002654,87,Piper+amalago,5,ALCB,25822,Lençóis,Bahia
ALCB002655,87,Piper+amalago,5,ALCB,26065,Itaberaba,Bahia
ALCB002656,90,Piper+amplum,5,ALCB,26154,Garuva,Santa Catarina
ALCB002662,91,Piper+anisum,5,ALCB,25844,Itacaré,Bahia
ALCB002665,136,Piper+fuligineum,5,ALCB,26157,Jaborandi,Bahia
ALCB002666,187,Piper+ovatum,5,ALCB,25967,Cruz das Almas,Bahia
ALCB002671,137,Piper+gaudichaudianum,5,ALCB,26136,Guaratuba,Paraná
ALCB002673,137,Piper+gaudichaudianum,5,ALCB,25968,Ilhéus,Bahia
ALCB002674,137,Piper+gaudichaudianum,5,ALCB,26156,Santa Cruz Cabrália,Bahia
ALCB002678,139,Piper+glabratum,5,ALCB,26139,Jundiaí do Sul,Paraná
ALCB002680,150,Piper+hispidum,5,ALCB,25977,,Minas Gerais
ALCB002684,150,Piper+hispidum,5,ALCB,26045,Conde,Bahia
ALCB002685,150,Piper+hispidum,5,ALCB,26070,Itaparica,Bahia
ALCB002686,150,Piper+hispidum,5,ALCB,26095,São Francisco do Conde,Bahia
ALCB002687,150,Piper+hispidum,5,ALCB,25976,Ilhéus,Bahia
ALCB002694,154,Piper+ilheusense,5,ALCB,25988,Ilhéus,Bahia
ALCB002695,154,Piper+ilheusense,5,ALCB,25984,Uruçuca,Bahia
ALCB002696,154,Piper+ilheusense,5,ALCB,25983,Itanagra,Bahia
ALCB002705,230,Piper+umbellatum,5,ALCB,26048,Eunápolis,Bahia
ALCB002706,230,Piper+umbellatum,5,ALCB,26038,Cachoeira,Bahia
ALCB002707_1,230,Piper+umbellatum,5,ALCB,26026,Eunápolis,Bahia
ALCB002708,230,Piper+umbellatum,5,ALCB,26039,Cachoeira,Bahia
ALCB002709,230,Piper+umbellatum,5,ALCB,26059,Ilhéus,Bahia
ALCB002710,230,Piper+umbellatum,5,ALCB,26094,São Francisco do Conde,Bahia
ALCB002711,230,Piper+umbellatum,5,ALCB,26020,,Bahia
ALCB002712,230,Piper+umbellatum,5,ALCB,26024,Santa Cruz Cabrália,Bahia
ALCB002713,230,Piper+umbellatum,5,ALCB,26071,Ituberá,Bahia
ALCB002719_1,230,Piper+umbellatum,5,ALCB,26023,Cruz das Almas,Bahia
ALCB002720,230,Piper+umbellatum,5,ALCB,26033,Arataca,Bahia
ALCB002721,230,Piper+umbellatum,5,ALCB,26025,Barra do Rocha,Bahia
ASE0004234,93,Piper+arboreum,5,ASE,40909,Campo do Brito,Sergipe
ASE0004449,93,Piper+arboreum,5,ASE,40914,Itabaiana,Sergipe
CBPM00000122_1,202,Piper+regnellii,5,CBPM,14570,Nova Friburgo,Rio de Janeiro
CBPM00000284,178,Piper+mollicomum,5,CBPM,14575,Duque de Caxias,Rio de Janeiro
CBPM00000285,82,Piper+aduncum,5,CBPM,14567,Duque de Caxias,Rio de Janeiro
CBPM00000286,209,Piper+rivinoides,5,CBPM,14557,Rio de Janeiro,Rio de Janeiro
CBPM00000287,87,Piper+amalago,5,CBPM,14577,Rio de Janeiro,Rio de Janeiro
CBPM00000288,178,Piper+mollicomum,5,CBPM,14554,Rio de Janeiro,Rio de Janeiro
CBPM00000290,82,Piper+aduncum,5,CBPM,14571,Duque de Caxias,Rio de Janeiro
CBPM00000427_1,178,Piper+mollicomum,5,CBPM,14548,Rio de Janeiro,Rio de Janeiro
CBPM00000428_1,209,Piper+rivinoides,5,CBPM,14583,Rio de Janeiro,Rio de Janeiro
CBPM00000429,150,Piper+hispidum,5,CBPM,14560,Brasília,Distrito Federal
CBPM00000430,87,Piper+amalago,5,CBPM,14565,Rio de Janeiro,Rio de Janeiro
CBPM00000457_1,82,Piper+aduncum,5,CBPM,14566,Santa Maria Madalena,Rio de Janeiro
CBPM00000458,178,Piper+mollicomum,5,CBPM,14556,Engenheiro Paulo de Frontin,Rio de Janeiro
CBPM00000459_1,230,Piper+umbellatum,5,CBPM,14549,Engenheiro Paulo de Frontin,Rio de Janeiro
CBPM00000636,178,Piper+mollicomum,5,CBPM,14553,Rio de Janeiro,Rio de Janeiro
CBPM00000637,178,Piper+mollicomum,5,CBPM,14580,Rio de Janeiro,Rio de Janeiro
CBPM00000638,178,Piper+mollicomum,5,CBPM,14579,Rio de Janeiro,Rio de Janeiro
CEN00006402_1,230,Piper+umbellatum,5,CEN,11620,BRASILIA,DF
CEN00006433,93,Piper+arboreum,5,CEN,12346,LUZIANIA,GO
CEN00007027,93,Piper+arboreum,5,CEN,11966,BRASILIA,DF
CEN00007209,93,Piper+arboreum,5,CEN,11967,BRASILIA,DF
CEN00007353,82,Piper+aduncum,5,CEN,11883,BRASILIA,DF
CEN00007794,92,Piper+anonifolium,5,CEN,12413,BOM JARDIM,MA
CEN00007798,92,Piper+anonifolium,5,CEN,12411,BOM JARDIM,MA
CEN00007865,122,Piper+dilatatum,5,CEN,12741,TOCANTINOPOLIS,TO
CEN00009286,19,Peperomia+diaphanoides,5,CEN,11431,JACOBINA,BA
CEN00009542,93,Piper+arboreum,5,CEN,11435,LENCOIS,BA
CEN00009601,65,Peperomia+sincorana,5,CEN,11443,LENCOIS,BA
CEN00010363,103,Piper+callosum,5,CEN,11658,BRASILIA,DF
CEN00010383,136,Piper+fuligineum,5,CEN,11512,BRASILIA,DF
CEN00010395,230,Piper+umbellatum,5,CEN,11511,BRASILIA,DF
CEN00012992,230,Piper+umbellatum,5,CEN,11514,BRASILIA,DF
CEN00014230,118,Piper+cuyabanum,5,CEN,12011,CAMPINACU,GO
CEN00014534,226,Piper+tuberculatum,5,CEN,11635,BRASILIA,DF
CEN00014541,82,Piper+aduncum,5,CEN,11534,BRASILIA,DF
CEN00014674,82,Piper+aduncum,5,CEN,11465,BRASILIA,DF
CEN00015373,202,Piper+regnellii,5,CEN,12276,COLINAS DO SUL,GO
CEN00015374,118,Piper+cuyabanum,5,CEN,12275,COLINAS DO SUL,GO
CEN00015451,136,Piper+fuligineum,5,CEN,12277,COLINAS DO SUL,GO
CEN00015597,118,Piper+cuyabanum,5,CEN,12274,COLINAS DO SUL,GO
CEN00015603,82,Piper+aduncum,5,CEN,12282,COLINAS DO SUL,GO
CEN00015764,202,Piper+regnellii,5,CEN,11659,BRASILIA,DF
CEN00016544,202,Piper+regnellii,5,CEN,11518,BRASILIA,DF
CEN00016587,93,Piper+arboreum,5,CEN,11942,BRASILIA,DF
CEN00016600,90,Piper+amplum,5,CEN,11913,GUARAQUECABA,PR
CEN00016612,232,Piper+vicosanum,5,CEN,12193,GUARAQUECABA,PR
CEN00016615,143,Piper+grazielae,5,CEN,12004,JUNDIAI DO SUL,PR
CEN00016620,2,Peperomia+alata,5,CEN,11697,MORRETES,PR
CEN00016983,93,Piper+arboreum,5,CEN,12375,NIQUELANDIA,GO
CEN00017265,150,Piper+hispidum,5,CEN,12367,NIQUELANDIA,GO
CEN00017267,150,Piper+hispidum,5,CEN,12366,NIQUELANDIA,GO
CEN00017405,82,Piper+aduncum,5,CEN,12219,BARRO ALTO,GO
CEN00017584,202,Piper+regnellii,5,CEN,12409,URUACU,GO
CEN00017585,150,Piper+hispidum,5,CEN,12408,URUACU,GO
CEN00017601,150,Piper+hispidum,5,CEN,12374,NIQUELANDIA,GO
CEN00017635,202,Piper+regnellii,5,CEN,12369,NIQUELANDIA,GO
CEN00018059,93,Piper+arboreum,5,CEN,11943,COLINAS DO SUL,GO
CEN00018370,223,Piper+tectoniifolium,5,CEN,11525,BRASILIA,DF
CEN00018371,93,Piper+arboreum,5,CEN,11526,BRASILIA,DF
CEN00018469,82,Piper+aduncum,5,CEN,11531,BRASILIA,DF
CEN00018476,93,Piper+arboreum,5,CEN,11533,BRASILIA,DF
CEN00019775_1,118,Piper+cuyabanum,5,CEN,12013,NIQUELANDIA,GO
CEN00019881,150,Piper+hispidum,5,CEN,12068,CORUMBAIBA,GO
CEN00019886_1,150,Piper+hispidum,5,CEN,12069,CORUMBAIBA,GO
CEN00019891,93,Piper+arboreum,5,CEN,11944,CORUMBAIBA,GO
CEN00019894,93,Piper+arboreum,5,CEN,11945,CORUMBAIBA,GO
CEN00019920_1,93,Piper+arboreum,5,CEN,11946,CORUMBAIBA,GO
CEN00020841,93,Piper+arboreum,5,CEN,11947,CORUMBAIBA,GO
CEN00020850_1,82,Piper+aduncum,5,CEN,11845,IPAMERI,GO
CEN00020866,150,Piper+hispidum,5,CEN,12070,IPAMERI,GO
CEN00020904_1,169,Piper+macedoi,5,CEN,12093,CORUMBAIBA,GO
CEN00020913,93,Piper+arboreum,5,CEN,11948,CORUMBAIBA,GO
CEN00020938,93,Piper+arboreum,5,CEN,11949,CALDAS NOVAS,GO
CEN00020950,93,Piper+arboreum,5,CEN,11950,CALDAS NOVAS,GO
CEN00021043,93,Piper+arboreum,5,CEN,11951,CALDAS NOVAS,GO
CEN00021065,150,Piper+hispidum,5,CEN,12071,CALDAS NOVAS,GO
CEN00021432,93,Piper+arboreum,5,CEN,12320,IPAMERI,GO
CEN00021433_1,118,Piper+cuyabanum,5,CEN,12322,IPAMERI,GO
CEN00021434,150,Piper+hispidum,5,CEN,12321,IPAMERI,GO
CEN00021453,93,Piper+arboreum,5,CEN,12323,IPAMERI,GO
CEN00022104,93,Piper+arboreum,5,CEN,12386,PLANALTINA,GO
CEN00022292,233,Piper+viminifolium,5,CEN,12232,CALDAS NOVAS,GO
CEN00022683,93,Piper+arboreum,5,CEN,12242,CAMPINACU,GO
CEN00022714,150,Piper+hispidum,5,CEN,12241,CAMPINACU,GO
CEN00022769,122,Piper+dilatatum,5,CEN,12236,CAMPINACU,GO
CEN00022778,118,Piper+cuyabanum,5,CEN,12237,CAMPINACU,GO
CEN00022830,82,Piper+aduncum,5,CEN,12233,CAMPINACU,GO
CEN00023786,233,Piper+viminifolium,5,CEN,12195,CALDAS NOVAS,GO
CEN00023787,82,Piper+aduncum,5,CEN,11846,CALDAS NOVAS,GO
CEN00023908,93,Piper+arboreum,5,CEN,12230,CALDAS NOVAS,GO
CEN00023956,11,Peperomia+circinnata,5,CEN,12222,CALDAS NOVAS,GO
CEN00023989,150,Piper+hispidum,5,CEN,12329,JATAI,GO
CEN00024191,226,Piper+tuberculatum,5,CEN,12371,NIQUELANDIA,GO
CEN00024250,82,Piper+aduncum,5,CEN,11847,IPAMERI,GO
CEN00024298,233,Piper+viminifolium,5,CEN,12297,CORUMBAIBA,GO
CEN00024322,150,Piper+hispidum,5,CEN,12228,CALDAS NOVAS,GO
CEN00024362,150,Piper+hispidum,5,CEN,12072,CORUMBAIBA,GO
CEN00024374,82,Piper+aduncum,5,CEN,12224,CALDAS NOVAS,GO
CEN00024377,150,Piper+hispidum,5,CEN,12225,CALDAS NOVAS,GO
CEN00024386,150,Piper+hispidum,5,CEN,12229,CALDAS NOVAS,GO
CEN00024594,118,Piper+cuyabanum,5,CEN,12014,URUACU,GO
CEN00024636,82,Piper+aduncum,5,CEN,12244,CAMPINACU,GO
CEN00024655,202,Piper+regnellii,5,CEN,12243,CAMPINACU,GO
CEN00025211,82,Piper+aduncum,5,CEN,12318,IPAMERI,GO
CEN00025681,16,Peperomia+dahlstedtii,5,CEN,12479,UNAI,MG
CEN00026250,77,Peperomia+urocarpa,5,CEN,11694,SAO JOSE DOS PINHAIS,PR
CEN00026301,82,Piper+aduncum,5,CEN,11848,PLANALTINA,GO
CEN00026328,54,Peperomia+quadrangularis,5,CEN,12287,COLINAS DO SUL,GO
CEN00026662,2,Peperomia+alata,5,CEN,11701,BRASILIA,DF
CEN00026663,187,Piper+ovatum,5,CEN,11273,BRASILIA,DF
CEN00026665,236,Piper+xylosteoides,5,CEN,12198,BRASILIA,DF
CEN00026700,93,Piper+arboreum,5,CEN,11819,BRASILIA,DF
CEN00026701,187,Piper+ovatum,5,CEN,11669,BRASILIA,DF
CEN00026702,8,Peperomia+campinasana,5,CEN,11689,BRASILIA,DF
CEN00026703,35,Peperomia+loxensis,5,CEN,11767,BRASILIA,DF
CEN00026738,35,Peperomia+loxensis,5,CEN,11769,BRASILIA,DF
CEN00026744,187,Piper+ovatum,5,CEN,11688,BRASILIA,DF
CEN00026746,230,Piper+umbellatum,5,CEN,12186,BRASILIA,DF
CEN00026747,90,Piper+amplum,5,CEN,11914,BRASILIA,DF
CEN00026749,122,Piper+dilatatum,5,CEN,12023,BRASILIA,DF
CEN00026930,11,Peperomia+circinnata,5,CEN,11728,IPAMERI,GO
CEN00026952,136,Piper+fuligineum,5,CEN,12319,IPAMERI,GO
CEN00027516,176,Piper+mikanianum,5,CEN,12099,PALMAS,PR
CEN00027539,45,Peperomia+obtusifolia,5,CEN,11782,GUARATUBA,PR
CEN00027545,114,Piper+crassinervium,5,CEN,11362,LONDRINA,PR
CEN00027569,18,Peperomia+delicatula,5,CEN,11744,QUEDAS DO IGUACU,PR
CEN00027605_1,187,Piper+ovatum,5,CEN,12109,COCALZINHO DE GOIAS,GO
CEN00027793,82,Piper+aduncum,5,CEN,12218,BARRO ALTO,GO
CEN00027820,82,Piper+aduncum,5,CEN,12407,URUACU,GO
CEN00027933,35,Peperomia+loxensis,5,CEN,11272,BRASILIA,DF
CEN00027989,202,Piper+regnellii,5,CEN,12410,URUACU,GO
CEN00028421,150,Piper+hispidum,5,CEN,11378,NIQUELANDIA,GO
CEN00028498_1,93,Piper+arboreum,5,CEN,11579,BRASILIA,DF
CEN00028537_1,82,Piper+aduncum,5,CEN,11467,BRASILIA,DF
CEN00028553,103,Piper+callosum,5,CEN,11986,BRASILIA,DF
CEN00028975,65,Peperomia+sincorana,5,CEN,11421,ANDARAI,BA
CEN00029342,216,Piper+solmsianum,5,CEN,11399,GUARATUBA,PR
CEN00029358,233,Piper+viminifolium,5,CEN,12196,CORUMBAIBA,GO
CEN00029361,22,Peperomia+elongata,5,CEN,11289,CORUMBAIBA,GO
CEN00029362,93,Piper+arboreum,5,CEN,11952,CORUMBAIBA,GO
CEN00029363,150,Piper+hispidum,5,CEN,12073,CORUMBAIBA,GO
CEN00029364,187,Piper+ovatum,5,CEN,12117,CORUMBAIBA,GO
CEN00029365,233,Piper+viminifolium,5,CEN,12197,CORUMBAIBA,GO
CEN00029485,102,Piper+caldense,5,CEN,11977,GUARATUBA,PR
CEN00029591,77,Peperomia+urocarpa,5,CEN,11277,GUARATUBA,PR
CEN00030078,3,Peperomia+arifolia,5,CEN,12221,CALDAS NOVAS,GO
CEN00030086,230,Piper+umbellatum,5,CEN,12226,CALDAS NOVAS,GO
CEN00030324,7,Peperomia+blanda,5,CEN,11445,MAIRI,BA
CEN00030640,22,Peperomia+elongata,5,CEN,11290,IPAMERI,GO
CEN00030758,48,Peperomia+pellucida,5,CEN,11301,NIQUELANDIA,GO
CEN00030760,122,Piper+dilatatum,5,CEN,12024,NIQUELANDIA,GO
CEN00030761,122,Piper+dilatatum,5,CEN,12025,NIQUELANDIA,GO
CEN00031336,93,Piper+arboreum,5,CEN,11592,BRASILIA,DF
CEN00031652,150,Piper+hispidum,5,CEN,12286,COLINAS DO SUL,GO
CEN00031964,122,Piper+dilatatum,5,CEN,11365,CAMPINACU,GO
CEN00032032_1,87,Piper+amalago,5,CEN,11897,BRASILIA,DF
CEN00032068,136,Piper+fuligineum,5,CEN,12283,COLINAS DO SUL,GO
CEN00032100,93,Piper+arboreum,5,CEN,12376,NIQUELANDIA,GO
CEN00033331,93,Piper+arboreum,5,CEN,11589,BRASILIA,DF
CEN00033366,187,Piper+ovatum,5,CEN,11586,BRASILIA,DF
CEN00033668,93,Piper+arboreum,5,CEN,12424,ACUCENA,MG
CEN00033675,93,Piper+arboreum,5,CEN,12423,ACUCENA,MG
